num__Servicios (Kw)^2,num__Frio (Kw)_movavg_3,num__Servicios (Kw) KW Trafo 11,num__Servicios (Kw),num__EE Servicios / Hl,num__Sala Maq (Kw),num__Meta ET Linea 2,num__EE Sala Maq / Hl,num__diferencia_EE Servicios / Hl,num__Elaboracion (Kw)_movavg_3,num__ET Bodega/Hl KW Trafo 11,num__ET Servicios / Hl Sala Maq (Kw)_lag3,num__Linea 2 (Kw)_movavg_3,num__ratio_Cocina_SalaMaq,num__KW Enfluente Efl,num__Sala Maq (Kw)_movavg_3 KW Trafo 11,num__Efluentes (Kw)_movavg_3,num__Frio (Kw) Frio (Kw)_lag3,num__diferencia_EE Frio / Hl,num__Sala Maq (Kw)_lag3^2,num__Meta ET Planta,num__Sala Maq (Kw)_lag1 ET Servicios / Hl,num__Meta ET Linea 3,num__ET Bodega/Hl^2,num__VAPOR DE CALDERA 4 KG,num__KW Trafo 9,num__diferencia_Agua Planta / Hl,num__Frio (Kw)_lag3 ET Servicios / Hl,num__Pta Agua / Eflu (Kw),num__KW Trafo 11,num__Servicios (Kw) Frio (Kw)_lag3,num__Frio (Kw) Servicios (Kw)_lag3,num__Frio (Kw)_lag1,num__Linea 3 (Kw)_movavg_3,num__Frio (Kw) KW Trafo 11,num__Efluentes (Kw),num__Frio (Kw) Sala Maq (Kw)_lag3,num__Frio (Kw)_movavg_3 KW Gral Planta,cyc__DIA_DEL_ANIO_sin,num__Totalizador Sistema Kaeser
-0.2171334094071504,0.017264262771862358,0.26913748051082925,-0.21713406959414008,-1.4416217833751752,0.0569055270886274,0.06815558940347152,-1.065669616083998,-0.05502508317744205,-0.852571916617706,0.22511647687086095,-1.6839094371426242,-0.7526002754846594,0.3438180917141054,0.24768456304312056,0.3332007712784188,-0.008890655620222863,-0.8587242019453118,-0.10090401176083275,-1.1778184402181227,-0.0746215930926604,-0.35113332648885903,0.029370595501224436,-0.3029132641945984,0.8149511332269908,0.8183677378800236,0.40966689019246094,-1.7663847881581096,1.0525227934775163,0.6314549423970524,-0.9935567644539648,-0.9720779663843697,0.3937926267093359,0.6868934700299367,0.2522963941664282,-0.14636643383156747,-0.795210667661213,-0.017612549220833846,-0.060213277365792774,1.5798250744487865
0.4104584212421896,0.29274219095622916,0.7638219744515345,0.4104578035981311,0.4500034205108383,0.5095372096326684,0.06815558940347152,0.5552908167509498,-0.0556456198408896,-0.5195173436059236,0.5663178366098403,-0.48417191526421655,-0.2278240762316608,-0.16816215049481031,0.17507729945466183,0.670929176891818,-0.08733384337538593,0.21733247134579758,-0.10122210571426403,-0.021073399542825322,-0.0746215930926604,-0.44059915762343255,0.029370595501224436,-0.15921172509739517,1.0297020431945905,-0.26529215603664896,0.4055736930195324,-0.4858136146885958,0.9958797098705765,0.9663772767117383,0.07562429283051589,0.1690508707451766,-0.1136647698198484,0.051267067204245,0.8291117171637572,-0.2565940873360686,0.22925207708821738,0.25909372662047886,-0.07738647923346322,1.1604483203014098
-0.13424325674252122,0.11459376915537461,0.3576863577515537,-0.1342439481174286,-0.200488834209884,0.06870242341896568,0.06815558940347152,-0.14034081514438104,-0.05626638169410716,-0.48400167064705807,0.22021704878432835,-0.4483570734960596,0.6404691113194252,0.030570779758207295,0.6127335531440082,0.4558405528488928,-0.11764112318130522,0.1520931127118863,-0.10154023404756368,0.3440218259718352,-0.0746215930926604,-0.3376257730267255,0.029370595501224436,-0.3543962435018843,1.1432293704507765,0.6180670938253466,0.4014676699427264,-0.4035178022312801,1.0383299352760578,0.718598820875398,0.18315455997339128,-0.016672234475700785,0.6003300183284247,0.0606845979816059,0.3069797172842932,0.10615897431799609,0.12596246994791918,0.07160952813649914,-0.09453674981719933,1.180907666598051
-0.2747983992258766,0.12334542811489371,0.1804226827340645,-0.2747990312871963,-0.5900730319466627,0.03252190346512612,0.06815558940347152,-0.3965100919047891,-0.05688736893080756,-0.4067581419546832,0.6520993470344655,-0.041735305413862674,0.7207354286429793,-0.16846487895768145,0.3699382751566996,0.3396831504492154,-0.09302949589653067,-0.1162337716067551,-0.10185839675769767,0.05760267995438257,-0.0746215930926604,-0.043751362553128746,0.029370595501224436,0.14956109885930405,1.1378653123905056,0.8462390819370809,0.39734873470502124,-0.07315492183780622,0.8488240442003813,0.5197353461165382,-0.19748001860465345,-0.1580763673661092,-0.08827957092009826,0.1264343801751306,0.21474644234446222,-0.07405207368167262,-0.0645180236112219,0.0716108295781505,-0.11165900712169444,0.37751045067751093
0.8409586604771219,0.2873848256328335,0.9738213372376712,0.8409584481714674,-0.1578972982332443,0.759132656404673,0.06815558940347152,0.10415417149062703,-0.05750858174497153,-0.22129624273272314,-0.06910816482152009,-0.633481983839543,0.8871577816964306,-0.6946180986850338,0.6759131992521118,0.6759788296050323,0.07458415899127194,0.91610426174516,-0.10217659384163207,0.5098711805972866,-0.0746215930926604,-1.0628820761061952,0.029370595501224436,-0.7522408460027799,1.090392594851247,0.7977627911866978,0.3932168001572556,-0.6046168037604416,1.3445108443057874,0.9803731562782684,0.7847705422477012,0.8744055744293977,-0.09003108525590069,0.7941662364710801,1.090705978394224,0.23184958379698845,0.8523063671937685,0.549132388089975,-0.12874817745258066,0.5381510493889555
0.5876143094374714,0.5952765532909744,1.0312335266549384,0.5876138215030102,-0.7248178774083768,0.5708580367174798,0.06815558940347152,-0.4220200853357971,-0.05813002033083864,-0.05384208369557742,-0.2486673823855564,-1.3417025778293517,0.4886315919925522,-0.30972625321710173,0.41309083288848547,1.0034337452189468,0.04143514865348426,0.32156794096573066,-0.1024948252963344,0.06939015939473442,-0.0746215930926604,-0.7689727637646928,0.029370595501224436,-1.045548517492009,1.076003203595641,0.8387030943154565,0.38907177824565653,-1.3603811836683548,1.2172739172572553,1.2884648353540953,0.1910661940933,0.38505287054162857,1.0539673812032089,0.9412970874976053,1.0642775812989134,0.010033391351299228,0.35694660556776014,0.546450466197462,-0.14579919691987442,0.16773318598055412
0.25106326782555444,0.754446002827182,0.5355503846471859,0.2510625779622616,-0.45621222586235866,0.3108762750787025,0.06815558940347152,-0.31688326050141646,-0.058751684882916294,-0.15320016529503028,-0.5899669050060605,-1.4370649452391009,-0.5103624908861311,-0.5887142920739613,-1.202047674791829,0.7461472275765453,-0.4802426401668732,0.11547079647128977,-0.10281309111877257,0.03323851195562947,-0.0746215930926604,-0.9847941944789672,0.029370595501224436,-1.0715791674413488,0.970128767893669,0.8434006895432902,0.38491357999912784,-1.4209175999772135,-0.31269645400416146,0.6986934757802489,0.051111590184838226,0.06723637222046887,0.7333652941160094,0.9824213022274267,0.5390666632311827,-1.5177045989906386,0.13363052458310734,0.40582277645243625,-0.16280701293851646,0.10835507942484103
0.4076647103719295,0.5439029454327935,0.6896439440228623,0.4076640910992203,-0.17368339022174167,0.4349601811893953,0.06815558940347152,-0.038785476229260527,-0.05937357559597277,-0.2411125035642824,0.4065661482200141,0.29748759152171805,-0.3946147239397402,-0.40024077865438495,-1.5278937544686557,0.722829082072818,-1.1220777010581762,0.8499795809029744,-0.10313139130591577,0.7592648173670455,-0.0746215930926604,-0.02019147377047892,0.029370595501224436,-0.24361484234331213,1.0615226057103422,-0.29628995380046363,0.38074211551634657,0.36901678603776206,-0.5145831041620943,0.8384268931283384,0.8728458860867154,0.7094117105594766,0.32424000519485524,0.7234113640006293,0.7042405724047648,-1.7879967807590913,0.7594839881532014,0.46963226566142807,-0.17976658572556214,0.8078452528080725
1.3463161356373405,0.7761447420479478,1.6805775076522533,1.3463167855817875,0.2588455029386092,0.9464604169927937,0.06815558940347152,0.41721025045619886,-0.05999569266504525,0.06223243637988568,0.5209963441494242,0.02399400944825151,0.511268829373683,-0.4846177069510336,-1.2513724691241668,1.3829566989208655,-1.546808912111575,1.1616460757214775,-0.10344972585473346,0.5711425235891292,-0.0746215930926604,-0.08425358536226105,0.029370595501224436,-0.5539436279024299,0.9947158730427728,-0.9012223491345045,0.37655729395258897,0.07755716771230081,-0.2768917786748991,1.7765948348716256,1.1035030946859652,1.1608693070011873,0.4929942335489975,-0.3650645807838687,1.673285697985374,-1.5683104566216635,1.049988548104853,0.8610641046295543,-0.19667288979357622,1.1495573368993401
0.8326365452148714,0.9379095321363362,1.0724319969592981,0.8326363221780693,-0.1400756440996935,0.6181456373356774,0.06815558940347152,-0.030547923205616855,-0.06061803628543265,0.43065203096331006,-0.1831010101970049,-0.6677813473423079,1.9011644660720177,-0.22431818943154394,-1.0103358472867745,1.13976363685867,-1.4914736805007291,0.5831883356437211,-0.10376809476219624,0.3113701089356334,-0.0746215930926604,-0.1941321988540504,0.029370595501224436,-0.9321244235533251,1.0949394887995623,0.0865244326271812,0.372359023506361,-0.6352657945790143,0.045078106065323024,1.1533082350556647,0.58710460879293,0.5967647767945801,1.356477394055424,-0.8147202130835921,1.0055473145570486,-1.3154946054373127,0.5437967249842452,0.8886383343498613,-0.2135209154397959,1.5027976295961567
