DIA,Servicios (Kw),KW Gral Planta,Planta (Kw),Agua Planta (Hl),Planta de agua (Hl),Frio (Kw),KW Trafo 10,Produccion (Hl),Totalizador Sistema Kaeser,Aire Producido (M3),Kw Compresores Aire,Hl de Mosto,Aire (Kw),Elaboracion (Kw),Aire Planta (M3),Temp Tq Intermedio,Pta Agua / Eflu (Kw),KW Secador Kaeser,Bodega (Kw),KW Trafo 11,KW Trafo 9,Efluentes (Kw),KW Trafo 5,Agua Cond REC,KW Enfluente Efl,KW Obrador Contratistas,Hl Producido Bodega,KW Cond 5. 6 y 9,KW Planta de Agua,Tot L3. L4 y Planta de CO2,Anio,Mes,Dia,Dia_semana,Temperatura_amb,Tarifa_electrica,estacion
2020-07-01,23848.0,59058.0,27637.27,10280.0,11241.4,23954.0,6046.25,2398.0,31871.0,31871.0,4031.0,0.0,4265.0,2027.25,26192.02,-3.0,970.0,234.0,2968.0,11920.0,1637.75,741.0,1124.0,231.21,730.0,41.0,43.0,614.0,43.0,0.0,2020,7,1,Miercoles,18.919,103385983.27596001,Verano
2020-07-02,38033.0,131184.0,54409.81,13970.0,22107.77,28268.0,10108.12999999989,25148.5,51079.0,51079.0,5801.0,2907.0,6064.0,5391.129999999888,43136.07,1.0,-6907.0,263.0,5595.879999999888,18592.0,17288.75,855.0,1654.0,284.21,816.0,-7603.0,7005.025,1073.0,-8533.0,0.0,2020,7,2,Jueves,21.044,191547098.33297476,Verano
2020-07-03,42565.5,136078.0,65685.59,36300.0,46955.43,24246.0,9177.75,29365.0,62958.0,62958.0,7131.0,4829.0,7473.0,6437.75,45528.85000000001,-1.0,1926.0,342.0,6237.5,18486.0,17260.75,895.0,1665.5,297.53,856.0,75.0,7463.25,1083.0,207.0,0.0,2020,7,3,Viernes,24.950249,226138241.79369497,Verano
2020-07-04,39650.0,139714.0,67098.54,40120.0,51124.18,29885.0,6717.25,32150.8,69435.0,69435.0,7784.0,7828.0,8102.0,5694.25,52367.43999999999,2.0,1956.0,318.0,4810.75,20510.0,18709.5,834.0,1648.0,279.63,794.0,83.0,12964.3,1031.0,224.0,0.0,2020,7,4,Sabado,25.5315,227587734.352335,Verano
2020-07-05,45385.0,146862.0,70600.64,38940.0,49146.08,24449.0,9527.25,30793.9,66431.0,66431.0,7527.0,6406.0,7798.0,7148.25,48039.29000000001,-2.0,1940.0,271.0,6394.75,22212.0,15220.5,814.0,1645.0,282.03,782.0,87.0,8908.975,1077.0,217.0,0.0,2020,7,5,Domingo,27.466917,241445236.27848503,Verano
2020-07-06,40436.5,141736.0,68138.89,36240.0,49278.82000000001,24435.0,9203.0,29631.0,66581.0,66581.0,7586.0,6188.0,7877.0,6618.0,48144.36,0.0,1952.0,291.0,6058.25,20958.0,18130.25,879.0,1323.5,258.74,853.0,73.0,9661.3,1084.0,233.0,0.0,2020,7,6,Lunes,26.873167,233020634.42394918,Verano
2020-07-07,39097.0,141396.0,67812.08,35010.0,45986.92,33401.0,8244.0,28547.0,60383.0,60383.0,6968.0,5474.0,7255.0,6082.0,44980.12,1.0,1898.0,287.0,5718.25,19930.0,18788.25,847.0,1340.0,277.13,814.0,80.0,10382.15,1081.0,225.0,0.0,2020,7,7,Martes,26.650251,229129523.54304835,Verano
2020-07-08,49066.5,165482.0,79875.78,39710.0,51427.17,30921.0,11269.75,32265.5,61677.0,61677.0,7059.0,6391.0,7340.0,8056.75,46397.39999999999,0.0,2037.0,281.0,7609.75,22282.0,18651.0,901.0,1607.5,291.53,863.0,96.0,11582.95,1085.0,241.0,0.0,2020,7,8,Miercoles,23.91275,268224676.71608585,Verano
2020-07-09,46922.0,153256.0,74181.94,39940.0,48602.25,27721.0,11213.25,32783.6,58646.0,58646.0,6707.0,9556.0,7029.0,7413.25,44345.82000000001,0.0,2002.0,322.0,6557.25,23802.0,18767.0,862.0,1614.0,228.42,821.0,75.0,12901.8,1084.0,215.0,0.0,2020,7,9,Jueves,24.302332,253576366.69089085,Verano
2020-07-10,43973.5,139764.0,67452.42,34340.0,41454.66,29046.0,10506.87000000011,27230.8,58144.0,58144.0,6622.0,6508.0,6901.0,5612.870000000112,42511.72000000002,-1.0,1538.0,279.0,5240.120000000112,20856.0,18780.25,565.0,1604.5,212.71,532.0,83.0,11270.525,1080.0,192.0,0.0,2020,7,10,Viernes,27.685667,231729241.91012773,Verano
2020-07-11,45360.5,150516.0,72685.22,36950.0,47201.16,35721.0,11039.0,31098.8,63785.0,63785.0,7318.0,7271.0,7618.0,7635.0,48273.61999999997,0.0,1469.0,300.0,7073.75,21568.0,15104.75,505.0,1614.5,181.38,464.0,69.0,10756.1,1083.0,157.0,0.0,2020,7,11,Sabado,30.039833,245687951.50278,Verano
2020-07-12,53177.5,165184.0,79872.74,33330.0,39304.86,31017.0,12672.62000000011,27074.4,66351.0,66351.0,7529.0,8351.0,7850.0,8842.620000000112,49202.69,0.0,1550.0,321.0,7892.120000000112,26136.0,12557.5,554.0,1687.5,220.01,522.0,67.0,11092.9,1134.0,166.0,0.0,2020,7,12,Domingo,29.146082,270940120.00940025,Verano
2020-07-13,48997.0,161048.0,77777.49,37540.0,47425.12,34753.0,11204.25,31026.9,68894.0,68894.0,7773.0,7744.0,8090.0,7260.25,53409.9,1.0,1655.0,317.0,6289.0,23140.0,16460.75,608.0,1681.0,224.62,570.0,70.0,11508.075,954.0,179.0,0.0,2020,7,13,Lunes,27.589834,261424581.65297833,Verano
2020-07-14,52994.5,176978.0,85758.53,40480.0,50996.68,26648.0,12760.0,31678.7,74112.0,74112.0,8226.0,6976.0,8560.0,8562.0,55997.17000000001,-1.0,1752.0,334.0,7815.25,23990.0,19727.25,665.0,1568.5,252.35,624.0,80.0,12564.1,1129.0,181.0,0.0,2020,7,14,Martes,23.529417,287723525.3995025,Verano
2020-07-15,44358.0,141982.0,68296.68,35890.0,44196.56,27628.0,10504.5,28252.2,63114.0,63114.0,7214.0,7570.0,7539.0,6498.5,48122.03999999996,-1.0,1705.0,325.0,5942.0,20442.0,15179.5,707.0,1557.0,209.1,662.0,72.0,10315.9,1130.0,170.0,0.0,2020,7,15,Miercoles,22.696083,233617312.751515,Verano
2020-07-16,44021.0,148718.0,71898.88,38770.0,48703.73,26595.0,11032.5,31031.4,61499.0,61499.0,7090.0,6935.0,7446.0,7919.5,45102.34000000003,0.0,1708.0,356.0,7304.25,21636.0,19313.75,681.0,1546.0,218.31,638.0,64.0,11726.7,1123.0,173.0,0.0,2020,7,16,Jueves,22.556501,246465615.08440667,Verano
2020-07-17,41674.5,139488.0,67440.78,34350.0,40479.65,30933.0,10679.37000000011,26277.8,56990.0,56990.0,6543.0,6176.0,6920.0,8094.370000000112,43092.28,0.0,1671.0,377.0,7532.620000000112,20114.0,19113.25,706.0,1544.5,238.34,659.0,56.0,9364.4,1072.0,139.0,0.0,2020,7,17,Viernes,23.7065,233295984.6401161,Verano
2020-07-18,46597.0,163852.0,79321.75,40390.0,50253.91,34890.0,10663.0,32202.6,61690.0,61690.0,7096.0,6530.0,7435.0,8710.0,47626.67000000001,1.0,1818.0,339.0,8054.0,24230.0,19578.0,711.0,1565.0,267.16,671.0,83.0,12016.7,1138.0,184.0,0.0,2020,7,18,Sabado,25.254417,266977963.626125,Verano
2020-07-19,51158.5,175212.0,84866.22,41570.0,51525.50999999999,33155.0,11256.62000000011,33536.10000000001,67219.0,67219.0,7617.0,7965.0,7923.0,9590.620000000112,50866.65999999999,1.0,1846.0,306.0,8727.370000000112,25894.0,19655.75,672.0,1431.5,283.27,638.0,87.0,13823.5,1068.0,205.0,0.0,2020,7,19,Domingo,26.144,285223114.2816702,Verano
2020-07-20,49701.0,164968.0,79793.01,40150.2,50807.47,33436.0,11364.25,32253.9,68241.0,68241.0,8055.0,7071.0,8378.0,8243.25,51668.26000000004,25.0,2236.0,323.0,7650.5,27608.0,18792.25,681.0,1590.0,263.76,638.0,87.0,12051.85,1061.0,198.0,0.0,2020,7,20,Lunes,24.321083,273510303.6587717,Verano
2020-07-21,51117.5,158312.0,76542.09,39559.5,48818.29,38249.0,11505.38,31817.7,68657.0,68657.0,7132.0,8733.0,7457.0,7065.379999999999,50326.05,24.44,1775.0,325.0,6022.629999999997,26230.0,15069.25,699.0,1588.5,247.34,652.0,86.0,10962.9,1081.0,197.0,0.0,2020,7,21,Martes,23.241915,260574063.97131082,Verano
2020-07-22,56283.5,181220.0,87566.1,39155.99999999999,48761.92999999999,40886.0,12383.63,31927.9,62971.0,62971.0,7147.0,8089.0,7492.0,8203.63,49682.56,24.48,1831.0,345.0,7448.379999999997,26916.0,18546.75,710.0,1664.5,260.85,659.0,84.0,12598.6,1118.0,197.0,0.0,2020,7,22,Miercoles,22.129417,293391588.63354087,Verano
2020-07-23,57547.0,180360.0,87459.69,41238.4,49474.27,33644.0,13526.25,32487.9,58884.0,58884.0,6753.0,7234.0,7071.0,9538.25,45157.56,24.62,1870.0,318.0,8726.5,26690.0,19029.25,748.0,1885.0,268.56,701.0,89.0,11227.6,1116.0,206.0,0.0,2020,7,23,Jueves,20.179417,296060144.5546617,Verano
2020-07-24,50775.5,157406.0,76094.66,34143.1,41185.09,30355.0,11572.0,26837.7,60231.0,60231.0,6894.0,7529.0,7244.0,8183.0,46503.2,24.31,1778.0,350.0,7195.0,23814.0,18580.0,742.0,2100.5,245.14,691.0,95.0,8682.375,1111.0,209.0,0.0,2020,7,24,Viernes,20.146082,261956356.99938837,Verano
2020-07-25,49521.5,163608.0,78659.19,40426.6,49662.84,36679.0,11156.63,31786.9,71316.0,71316.0,8093.0,6883.0,8454.0,7935.629999999999,52215.2,23.5,1857.0,361.0,7288.379999999997,23528.0,16001.75,774.0,2018.5,233.53,715.0,92.0,11941.2,1108.0,221.0,0.0,2020,7,25,Sabado,22.825249,266521520.91867003,Verano
2020-07-26,55706.5,183142.0,88388.34,39909.9,52839.64,31448.0,11492.5,33097.8,73156.0,73156.0,8147.0,6561.0,8488.0,8627.5,54444.5,25.97,1873.0,341.0,7912.0,26424.0,20052.5,782.0,2092.5,223.62,731.0,85.0,11608.1,1117.0,219.0,0.0,2020,7,26,Domingo,25.110666,297428737.63166,Verano
2020-07-27,49997.0,165934.0,79672.18,40167.2,52892.59,33549.0,10625.5,32676.2,68555.0,68555.0,7706.0,6046.0,8056.0,7255.5,51387.28000000001,25.43,1804.0,350.0,6934.0,23146.0,19965.5,747.0,2125.0,223.62,699.0,85.0,10269.85,1118.0,187.0,0.0,2020,7,27,Lunes,23.894,270043560.57422334,Verano
2020-07-28,51373.5,173754.0,83635.09,40621.8,51161.08,34214.0,11136.25,31713.4,68942.0,68942.0,7760.0,4953.0,8107.0,8465.25,51553.23999999999,23.94,1823.0,347.0,8123.5,22754.0,20040.25,722.0,2123.5,227.12,671.0,90.0,10191.425,1122.0,198.0,0.0,2020,7,28,Martes,24.096083,281112541.423945,Verano
2020-07-29,52191.0,174210.0,84102.84,41583.09999999999,52005.53999999999,31001.0,10140.75,33759.60000000001,69157.0,69157.0,7811.0,7362.0,8094.0,7786.75,51734.87,23.74,1885.0,283.0,6933.75,24566.0,19786.0,757.0,2130.0,210.31,697.0,73.0,12463.475,1121.0,195.0,0.0,2020,7,29,Miercoles,26.135666,281474375.3691742,Verano
2020-07-30,48774.5,161268.0,78025.57,36867.39999999999,45678.46999999999,22781.0,11658.25,30461.6,64336.0,64336.0,7371.0,8237.0,7660.0,8938.25,47531.77,21.73,1881.0,289.0,7868.75,22884.0,19453.5,804.0,2101.5,175.17,747.0,58.0,13413.3,1129.0,195.0,0.0,2020,7,30,Jueves,29.18775,266339359.37686002,Verano
2020-07-31,40643.0,135218.0,65282.17999999999,30953.2,39050.7,30194.0,10066.63,24590.9,56738.0,56738.0,6549.0,6936.0,6805.0,6737.629999999999,45268.56,22.02,1662.0,256.0,5849.379999999997,19882.0,19316.75,733.0,2020.0,155.55,672.0,51.0,11880.4,1085.0,155.0,0.0,2020,7,31,Viernes,31.7065,225719786.33954751,Verano
2020-08-01,49494.0,161902.0,78265.29,39895.6,48745.21999999999,31674.0,11413.5,30207.0,61747.0,61747.0,7092.0,8488.0,7390.0,7440.5,47558.95,24.58,1871.0,298.0,6369.0,22668.0,18707.5,759.0,1998.0,193.39,699.0,61.0,11485.05,1118.0,208.0,0.0,2020,8,1,Sabado,30.81275,263975066.184201,Verano
2020-08-02,51807.0,173652.0,84246.9,40607.3,51169.19,26078.0,13409.38,32940.4,69990.0,69990.0,7847.0,7755.0,8185.0,9485.38,55450.85000000001,23.19,1911.0,338.0,8589.379999999997,22624.0,19321.0,789.0,1979.0,192.39,730.0,59.0,13858.0,1113.0,217.0,0.0,2020,8,2,Domingo,28.798166,283925336.3277761,Verano
2020-08-03,46451.5,148752.0,71660.37,36957.10000000001,45266.56,25260.0,11149.0,29700.5,72974.0,72974.0,8142.0,7802.0,8443.0,7482.0,54777.18000000001,25.0,1908.0,301.0,6488.5,22102.0,14872.5,782.0,1943.5,186.38,717.0,59.0,10840.8,1121.0,245.0,0.0,2020,8,3,Lunes,28.344,246427376.74769703,Verano
2020-08-04,45591.5,147660.0,71029.98,38061.2,50601.50999999999,27644.0,11083.75,30664.9,70008.0,70008.0,7816.0,5597.0,8099.0,7314.75,56243.49000000001,23.39,1909.0,283.0,6911.25,21324.0,14335.5,765.0,1913.5,215.01,706.0,77.0,7020.1,1103.0,255.0,0.0,2020,8,4,Martes,26.8315,243322995.648763,Verano
2020-08-05,46888.0,161004.0,77751.96,44509.40000000001,57857.82000000001,25407.0,11000.5,33821.4,66859.0,66859.0,7581.0,6413.0,7890.0,8033.5,51313.64999999999,22.47,1972.0,309.0,7560.25,21150.0,18979.75,831.0,1934.0,374.03,766.0,76.0,9660.65,1109.0,199.0,0.0,2020,8,5,Miercoles,22.98775,262092469.22957602,Verano
2020-08-06,42475.5,143888.0,69452.83,41479.3,51844.51999999999,30045.0,8774.13,30451.0,59005.0,59005.0,6666.0,7241.0,6963.0,6756.129999999999,45151.85,22.63,1888.0,297.0,6221.379999999997,21538.0,18873.25,763.0,1921.5,369.55,703.0,72.0,11229.1,1085.0,227.0,0.0,2020,8,6,Jueves,20.93775,236605311.29903203,Verano
2020-08-07,49726.5,153406.0,74215.73,38830.5,49531.05,28152.0,11064.0,29197.6,57594.0,57594.0,6691.0,6134.0,7026.0,6341.0,44262.53,24.31,1785.0,335.0,5739.5,21330.0,18975.5,706.0,1899.5,373.54,665.0,76.0,9414.5,1101.0,236.0,0.0,2020,8,7,Viernes,22.42525,252506907.954913,Verano
2020-08-08,48753.5,164462.0,79245.32,41923.7,53241.07,26619.0,10669.0,32200.10000000001,62705.0,62705.0,7243.0,5742.0,7571.0,6404.0,49276.52,24.38,1954.0,328.0,5751.25,21174.0,19223.25,772.0,1879.5,283.99,715.0,80.0,10941.3,1109.0,268.0,0.0,2020,8,8,Sabado,24.552332,263868869.25945804,Verano
2020-08-09,45354.5,146804.0,70520.41,40545.8,52290.73,29181.0,9412.63,31754.7,61472.0,61472.0,7049.0,5578.0,7316.0,6767.629999999999,47294.92000000001,21.37,1904.0,267.0,6107.379999999997,21254.0,14723.75,730.0,1812.5,213.26,679.0,83.0,8160.049999999999,1117.0,278.0,0.0,2020,8,9,Domingo,25.337748,239115894.38162005,Verano
2020-08-10,48124.0,153046.0,73708.52,38852.60000000001,50189.93000000001,30243.0,9338.25,31293.2,67832.0,67832.0,7682.0,7324.0,7981.0,6827.25,52799.02,24.1,1896.0,299.0,6037.25,23082.0,14301.0,686.0,1878.0,218.44,646.0,71.0,10060.6,1137.0,267.0,0.0,2020,8,10,Lunes,25.866915,249493852.32568702,Verano
2020-08-11,51332.5,170946.0,82436.52,40331.1,52576.35,29964.0,11778.63,32070.0,66554.0,66554.0,7575.0,7036.0,7887.0,7164.629999999999,52292.96999999999,23.65,2016.0,312.0,6623.629999999997,24100.0,19217.0,771.0,1867.5,227.51,720.0,81.0,13447.9,1127.0,285.0,0.0,2020,8,11,Martes,27.033583,276911857.67172104,Verano
2020-08-12,50194.5,170078.0,81993.33,33597.1,45007.63,31421.0,12713.38,25547.4,65060.0,65060.0,7401.0,3924.0,7725.0,7558.379999999999,50349.11000000001,24.57,1905.0,324.0,7717.879999999997,23754.0,18755.5,767.0,1860.5,224.92,726.0,91.0,10735.375,1120.0,274.0,0.0,2020,8,12,Miercoles,28.652334,276015976.33840704,Verano
2020-08-13,51117.5,162432.0,78412.02,39967.0,47871.60000000001,30191.0,11865.88,33612.7,62831.0,62831.0,7217.0,9290.0,7556.0,7967.879999999999,46099.33,23.91,1948.0,339.0,6763.379999999997,24504.0,19739.5,699.0,1869.5,228.5,657.0,77.0,13355.85,1132.0,272.0,0.0,2020,8,13,Jueves,30.06275,268755077.36054605,Verano
2020-08-14,48386.5,153648.0,74047.38,40021.3,47857.43000000001,28363.0,11540.88,29965.6,59960.0,59960.0,6910.0,7808.0,7185.0,8183.879999999999,43996.46999999999,22.7,1892.0,275.0,7370.879999999997,24240.0,19242.0,701.0,1859.5,224.62,650.0,75.0,12105.2,1126.0,247.0,0.0,2020,8,14,Viernes,31.50025,256882598.57496202,Verano
2020-08-15,48340.0,157386.0,75752.12,34179.9,44281.85,27017.0,12543.88,26672.9,69948.0,69948.0,7864.0,6018.0,8206.0,8320.88,54226.0,22.6,1675.0,342.0,7617.629999999997,23120.0,16105.75,733.0,1846.0,215.46,673.0,80.0,7780.4,1115.0,151.0,0.0,2020,8,15,Sabado,31.839834,259864343.04339403,Verano
2020-08-16,46542.0,148978.0,71727.66,34815.7,40513.78,25323.0,11376.25,27539.9,66067.0,66067.0,7502.0,7826.0,7827.0,7943.25,51044.94,22.53,1616.0,325.0,6885.5,23334.0,12992.25,724.0,1859.0,213.16,658.0,72.0,10753.2,1116.0,142.0,0.0,2020,8,16,Domingo,30.058584,245712661.18582904,Verano
2020-08-17,45259.5,146406.0,70252.79,37441.9,42500.65,28135.0,10631.75,27292.5,66335.0,66335.0,7544.0,7586.0,7812.0,6955.75,49473.97000000001,21.47,1865.0,268.0,5961.5,23106.0,12954.75,791.0,1869.5,235.68,720.0,90.0,11471.9,1054.0,241.0,0.0,2020,8,17,Lunes,30.48775,240251774.892174,Verano
2020-08-18,46418.0,154492.0,74185.93,35942.7,44859.66,27162.0,11935.0,27613.0,60889.0,60889.0,7017.0,5261.0,7373.0,7790.0,48129.1,26.07,1866.0,356.0,7081.5,22280.0,15806.5,820.0,1884.0,242.25,759.0,80.0,8204.425,1102.0,238.0,0.0,2020,8,18,Martes,32.435665,252622357.661033,Verano
2020-08-19,44617.0,156826.0,75451.27,34921.5,45560.27,24973.0,10102.25,28101.6,73890.0,73890.0,8176.0,5320.0,8472.0,7601.25,56916.46000000001,25.77,1753.0,296.0,7095.5,22564.0,19329.25,752.0,1848.0,226.01,701.0,73.0,11397.5,1133.0,213.0,0.0,2020,8,19,Miercoles,31.191917,256479712.64531204,Verano
2020-08-20,39712.0,138320.0,66515.55,33606.2,42605.61,24502.0,8887.38,26603.7,60586.0,60586.0,6960.0,4567.0,7224.0,6864.379999999999,46212.41999999999,23.09,1651.0,264.0,6696.129999999997,20218.0,18833.75,741.0,1807.0,218.44,687.0,72.0,9410.075,1093.0,169.0,0.0,2020,8,20,Jueves,30.060667,228324289.772639,Verano
2020-08-21,38712.5,130876.0,62779.3,35599.0,43697.48,31548.0,7705.5,26686.5,58556.0,58556.0,6722.0,7278.0,7065.0,6773.5,42468.42999999999,23.91,1744.0,343.0,5983.5,20730.0,18548.0,720.0,1794.5,210.38,664.0,75.0,10790.575,1110.0,209.0,0.0,2020,8,21,Viernes,30.241915,218428328.12588,Verano
2020-08-22,47856.0,148882.0,71488.38,35389.0,41722.82000000001,35354.0,10620.88,24647.5,56807.0,56807.0,6550.0,7316.0,6831.0,7725.879999999999,43560.85000000001,23.22,1818.0,281.0,7550.379999999997,24072.0,12792.5,757.0,1792.0,239.36,702.0,95.0,9649.8,1129.0,260.0,0.0,2020,8,22,Sabado,28.710665,245421337.66173804,Verano
2020-08-23,52948.5,167958.0,81124.28,42586.8,48569.63,29323.0,11624.5,29025.3,64851.0,64851.0,7370.0,9656.0,7675.0,8555.5,46742.62000000001,22.89,1994.0,305.0,8077.5,28124.0,16219.0,844.0,1658.5,239.16,781.0,84.0,12091.8,1136.0,252.0,0.0,2020,8,23,Domingo,27.202332,277236222.852482,Verano
2020-08-24,46155.5,161654.0,78079.0,43354.2,47130.47,37809.0,10254.88,26552.1,69607.0,69607.0,7857.0,7997.0,8128.0,8135.879999999999,46396.42999999999,24.36,2024.0,271.0,8093.129999999997,23952.0,19512.25,833.0,1811.5,196.23,756.0,76.0,14163.3,1136.0,251.0,0.0,2020,8,24,Lunes,27.583582,264849550.77673402,Verano
2020-08-25,56820.0,188438.0,91238.41,39842.8,47680.3,32562.0,13895.25,28914.6,67095.0,67095.0,7458.0,6259.0,7772.0,9377.25,52834.22,22.96,1963.0,314.0,8892.75,29612.0,19582.5,799.0,1809.0,228.6,708.0,92.0,11122.925,1136.0,261.0,0.0,2020,8,25,Martes,28.25025,307610682.29649603,Verano
2020-08-26,51230.5,172276.0,83073.24,45006.5,56270.9,29727.0,11614.25,34211.5,69522.0,69522.0,7782.0,7243.0,8131.0,7801.25,55894.07,25.69,1977.0,349.0,6891.5,26248.0,19317.25,818.0,1802.5,221.83,731.0,79.0,11864.8,1133.0,233.0,0.0,2020,8,26,Miercoles,29.37525,280578769.560269,Verano
2020-08-27,45495.5,143688.0,69016.34,36959.89999999999,41804.85999999999,31514.0,10904.38,28785.8,59563.0,59563.0,6687.0,7916.0,6996.0,7959.379999999999,44769.96,22.96,1900.0,309.0,6952.879999999997,22266.0,15248.5,748.0,1802.5,209.58,697.0,95.0,10989.4,1136.0,267.0,0.0,2020,8,27,Jueves,30.421083,239123792.127888,Verano
2020-08-28,47795.0,135630.0,65081.95,28331.4,31378.48,27993.0,11137.0,21291.9,51795.0,51795.0,5799.0,7979.0,6089.0,6314.0,40583.53,22.76,1572.0,290.0,5421.25,21274.0,12519.25,636.0,1789.0,206.69,597.0,107.0,9737.275,1133.0,228.0,0.0,2020,8,28,Viernes,28.379416,226016176.19884503,Verano
2020-09-01,46999.0,156240.0,74932.09,35023.3,46083.35000000001,28731.0,10700.0,26832.4,65204.0,65204.0,7352.0,5548.0,7651.0,5692.0,50535.46999999999,22.93,1864.0,299.0,5294.75,22272.0,18749.75,755.0,1570.0,201.41,721.0,99.0,10264.8,1134.0,272.0,0.0,2020,9,1,Martes,22.452332,253392939.87379196,Verano
2020-09-02,47269.0,158146.0,75975.36,40919.00000000001,55170.05,31955.0,10553.75,34425.60000000001,63435.0,63435.0,7219.0,6982.0,7510.0,6287.75,48039.03000000001,21.51,1959.0,291.0,5719.75,22872.0,19127.0,776.0,1148.0,200.41,739.0,91.0,11208.25,1135.0,274.0,0.0,2020,9,2,Miercoles,23.129416,256534888.135168,Verano
2020-09-03,47881.0,163350.0,78478.13,32781.9,45534.92,33024.0,10901.0,27623.7,63983.0,63983.0,7206.0,3106.0,7521.0,7222.0,49365.17,25.26,1726.0,315.0,7600.25,20922.0,17920.25,786.0,1377.0,197.13,745.0,85.0,8796.3,1138.0,212.0,0.0,2020,9,3,Jueves,25.769,262330289.350144,Verano
2020-09-04,49347.5,166500.0,80260.71,36273.8,49542.47000000001,31760.0,11337.75,30198.0,58941.0,58941.0,6649.0,3318.0,6915.0,7467.75,48946.27,23.84,1787.0,266.0,7486.0,20476.0,18249.25,788.0,1805.5,183.08,754.0,73.0,9671.2,1133.0,204.0,0.0,2020,9,4,Viernes,29.712751,266602809.832448,Verano
2020-09-05,49403.5,165508.0,79669.88,44135.10000000001,57759.28000000001,27842.0,10696.0,35539.7,69885.0,69885.0,7799.0,8536.0,8113.0,8043.0,52358.13,23.63,2084.0,314.0,6945.25,24516.0,19228.25,849.0,1813.5,193.24,797.0,88.0,12668.35,1128.0,268.0,0.0,2020,9,5,Sabado,35.12733,270613415.003582,Verano
2020-09-06,43826.5,133776.0,64466.92,37423.0,46311.58,32014.0,10257.5,29381.8,56996.0,56996.0,6393.0,7724.0,6698.0,6892.5,42230.76,23.18,1860.0,305.0,5770.25,22812.0,14335.75,773.0,1820.5,173.42,717.0,70.0,10110.3,1127.0,242.0,0.0,2020,9,6,Domingo,33.991917,225108285.994988,Verano
2020-09-07,47472.5,138472.0,66907.41,31175.5,35888.97,31755.0,13154.75,23764.7,49571.0,49571.0,5516.0,5232.0,5851.0,8650.75,37934.24,23.5,1627.0,335.0,8220.5,20612.0,11725.75,683.0,1806.5,197.92,644.0,68.0,5914.15,1128.0,192.0,0.0,2020,9,7,Lunes,30.866915,232756224.913408,Verano
2020-09-08,49427.0,170262.0,82263.76,40251.9,52484.6,29610.0,12168.25,34326.2,72520.0,72520.0,7761.0,7276.0,8060.0,8938.25,55471.10999999999,25.26,2019.0,299.0,8221.25,23182.0,18523.0,818.0,1808.0,197.13,772.0,79.0,11724.9,1134.0,254.0,0.0,2020,9,8,Martes,24.06275,276728874.085888,Verano
2020-09-09,46725.5,164708.0,79422.25,42402.5,54268.6,33680.0,10495.25,34916.6,64816.0,64816.0,7601.0,8541.0,7899.0,8272.25,51709.79000000001,21.74,2027.0,298.0,7243.75,22790.0,19515.5,801.0,1806.5,189.26,759.0,99.0,14484.9,1132.0,270.0,0.0,2020,9,9,Miercoles,26.079416,266858259.712,Verano
2020-09-10,51413.5,164110.0,78966.93,37777.8,48594.89000000001,29293.0,11354.25,31944.9,66167.0,66167.0,7480.0,7571.0,7798.0,7957.25,51350.02,25.51,1936.0,318.0,7359.25,23734.0,19124.0,773.0,1802.5,200.02,737.0,86.0,13042.575,1129.0,259.0,0.0,2020,9,10,Jueves,26.894,269983897.309184,Verano
2020-09-11,47290.0,159920.0,76883.22,39927.1,52710.42,33150.0,11037.25,31046.4,65244.0,65244.0,7385.0,6140.0,7711.0,7424.25,48580.93000000001,26.45,1941.0,326.0,6870.5,21222.0,17871.25,803.0,1672.0,230.79,762.0,89.0,11075.25,999.0,260.0,0.0,2020,9,11,Viernes,25.335665,258892638.67033598,Verano
2020-09-12,51714.0,171730.0,82794.06,37730.3,50897.63999999999,29552.0,13036.75,30307.1,67729.0,67729.0,7619.0,5847.0,7894.0,8383.75,51407.1,23.83,1868.0,275.0,7897.75,22240.0,19248.0,783.0,1662.0,266.65,749.0,85.0,10298.45,1130.0,238.0,0.0,2020,9,12,Sabado,24.848166,279057470.736309,Verano
2020-09-13,43823.5,135046.0,64641.75,29233.2,34380.48,25557.0,8680.5,23205.1,53368.0,53368.0,6009.0,6870.0,6313.0,6569.5,40517.08,25.27,1686.0,304.0,5516.5,22368.0,14900.0,685.0,1654.5,239.66,648.0,78.0,9063.35,1129.0,245.0,0.0,2020,9,13,Domingo,24.979416,223818561.514275,Verano
2020-09-14,39441.0,116914.0,55801.18,29754.2,33783.35,26836.0,8111.0,24210.3,51348.0,51348.0,5671.0,7261.0,5928.0,5711.0,37215.91,22.79,1640.0,257.0,4858.75,19366.0,12260.75,656.0,1654.0,229.6,611.0,67.0,8849.35,1117.0,220.0,0.0,2020,9,14,Lunes,26.793999,195871006.582784,Verano
2020-09-15,44952.5,152464.0,73470.95,42149.40000000001,56308.07000000001,28300.0,10969.0,35031.5,64605.0,64605.0,7306.0,7151.0,7580.0,7079.0,50590.73,22.28,1942.0,274.0,6438.5,21110.0,18594.5,809.0,1677.5,230.0,763.0,67.0,11606.55,1130.0,212.0,0.0,2020,9,15,Martes,28.160667,249369335.22176,Verano
