DIA,HORA,Totalizador_L2_Barriles,Totalizador_L3,Totaliador_Latas,Totalizador_Bodega,Totalizador_Tq_Pulmon,Totalizador_Filtracion,Id
2022-07-01,02:00:00,0,1128.0,3092.0,1083.12,11728.0,4491.0,
2022-07-01,03:00:00,0,1128.0,3092.0,1084.09,11840.0,4491.0,
2022-07-01,04:00:00,0,1128.0,3092.0,1085.08,11958.0,4491.0,
2022-07-01,05:00:01,0,1128.0,3092.0,1086.17,12066.0,4491.0,
2022-07-01,06:00:01,0,1128.0,3092.0,1087.25,12068.0,4491.0,
2022-07-01,07:00:00,0,1128.0,3092.0,1088.22,12068.0,4491.0,
2022-07-01,08:00:00,0,1128.0,3092.0,1089.19,12068.0,4491.0,
2022-07-01,09:00:01,0,1128.0,3092.0,1090.17,12068.0,4491.0,
2022-07-01,10:00:00,0,1128.0,3092.0,1091.14,12068.0,4491.0,
2022-07-01,11:00:00,0,1128.0,3092.0,1092.12,12085.0,4491.0,
2022-07-01,12:00:00,0,1128.0,3092.0,1093.09,12195.0,4491.0,
2022-07-01,13:00:00,0,1128.0,3092.0,1094.06,12271.0,4491.0,
2022-07-01,14:00:00,0,1128.0,3092.0,1095.04,12331.0,4491.0,
2022-07-01,15:00:00,0,1128.0,3092.0,1096.01,12391.0,4491.0,
2022-07-01,16:00:00,0,1128.0,3092.0,1096.99,12451.0,4491.0,
2022-07-01,17:00:00,0,1128.0,3092.0,1097.96,12510.0,4491.0,
2022-07-01,18:00:00,0,1128.0,3092.0,1098.93,12614.0,4491.0,
2022-07-01,19:00:00,0,1128.0,3092.0,1100.13,12669.0,4491.0,
2022-07-01,20:00:00,0,1128.0,3092.0,1101.15,12669.0,4491.0,
2022-07-01,21:00:00,0,1128.0,3092.0,1102.16,12669.0,4491.0,
2022-07-01,22:00:00,0,1128.0,3092.0,1103.2,12669.0,4491.0,
2022-07-01,23:00:00,0,1128.0,3092.0,1142.23,12807.0,4491.0,
2022-07-01,23:59:00,0,1128.0,3092.0,1278.98,13048.0,4574.0,
2022-07-02,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-02,01:00:00,0,0.0,0.0,133.94,243.0,147.0,
2022-07-02,02:00:00,0,0.0,0.0,277.53,503.0,292.0,
2022-07-02,03:00:00,0,0.0,41.0,398.92,765.0,374.0,
2022-07-02,04:00:00,0,20.0,251.0,544.57,1230.0,374.0,
2022-07-02,05:00:00,0,95.0,302.0,621.06,1518.0,486.0,
2022-07-02,06:00:01,0,160.0,302.0,676.28,1742.0,527.0,
2022-07-02,07:00:00,0,234.0,369.0,710.34,1963.0,533.0,
2022-07-02,08:00:01,0,303.0,571.0,754.36,2326.0,588.0,
2022-07-02,09:00:01,0,376.0,775.0,838.51,2722.0,588.0,
2022-07-02,10:00:01,0,445.0,976.0,914.36,3117.0,609.0,
2022-07-02,11:00:00,0,514.0,1220.0,951.48,3511.0,715.0,
2022-07-02,12:00:00,0,587.0,1423.0,1004.36,3886.0,826.0,
2022-07-02,13:00:00,0,644.0,1680.0,1126.74,4372.0,940.0,
2022-07-02,14:00:00,0,711.0,1799.0,1179.6,4662.0,985.0,
2022-07-02,15:00:00,0,780.0,2049.0,1263.55,5117.0,985.0,
2022-07-02,16:00:00,0,842.0,2205.0,1321.59,5451.0,985.0,
2022-07-02,17:00:00,0,910.0,2437.0,1402.28,5888.0,985.0,
2022-07-02,18:00:00,0,982.0,2692.0,1518.21,6381.0,1092.0,
2022-07-02,19:00:00,0,1028.0,2878.0,1643.76,6796.0,1214.0,
2022-07-02,20:00:01,0,1099.0,3106.0,1779.66,7282.0,1256.0,
2022-07-02,21:00:00,0,1170.0,3298.0,1900.56,7722.0,1256.0,
2022-07-02,22:00:00,0,1233.0,3474.0,2015.53,8133.0,1309.0,
2022-07-02,23:00:00,0,1306.0,3742.0,2202.37,8717.0,1448.0,
2022-07-02,23:59:00,0,1358.0,3968.0,2353.43,9252.0,1796.0,
2022-07-03,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-03,01:00:01,0,81.0,217.0,150.45,584.0,340.0,
2022-07-03,02:00:00,0,158.0,443.0,301.78,1196.0,565.0,
2022-07-03,03:00:00,0,212.0,691.0,453.75,1806.0,851.0,
2022-07-03,04:00:01,0,286.0,928.0,598.62,2405.0,1119.0,
2022-07-03,05:00:00,0,364.0,1146.0,687.46,2944.0,1347.0,
2022-07-03,06:00:00,0,427.0,1366.0,757.17,3428.0,1526.0,
2022-07-03,07:00:00,0,483.0,1619.0,851.11,3988.0,1772.0,
2022-07-03,08:00:00,0,561.0,1844.0,976.03,4572.0,2061.0,
2022-07-03,09:00:01,0,624.0,2046.0,1113.04,5143.0,2346.0,
2022-07-03,10:00:00,0,682.0,2305.0,1248.46,5741.0,2564.0,
2022-07-03,11:00:00,0,734.0,2538.0,1368.12,6346.0,2757.0,
2022-07-03,12:00:00,0,800.0,2754.0,1477.35,6914.0,3016.0,
2022-07-03,13:00:00,0,874.0,2839.0,1596.68,7314.0,3163.0,
2022-07-03,14:00:00,0,949.0,2879.0,1711.64,7702.0,3274.0,
2022-07-03,15:00:01,0,1025.0,3102.0,1825.72,8255.0,3477.0,
2022-07-03,16:00:00,0,1098.0,3356.0,1953.69,8836.0,3737.0,
2022-07-03,17:00:00,0,1171.0,3549.0,2093.24,9408.0,3992.0,
2022-07-03,18:00:00,0,1243.0,3763.0,2222.07,9987.0,4186.0,
2022-07-03,19:00:01,0,1298.0,3959.0,2329.74,10507.0,4369.0,
2022-07-03,20:00:01,0,1372.0,4188.0,2385.98,10940.0,4441.0,
2022-07-03,21:00:00,0,1452.0,4446.0,2488.01,11496.0,4472.0,
2022-07-03,22:00:00,0,1527.0,4643.0,2588.85,11979.0,4472.0,
2022-07-03,23:00:00,0,1584.0,4723.0,2718.7,12352.0,4472.0,
2022-07-03,23:59:00,0,1631.0,4912.0,2929.43,13013.0,4532.0,
2022-07-04,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-04,01:00:01,0,72.0,232.0,265.27,821.0,65.0,
2022-07-04,02:00:01,0,148.0,485.0,573.92,1691.0,197.0,
2022-07-04,03:00:00,0,203.0,705.0,887.39,2494.0,359.0,
2022-07-04,04:00:00,0,268.0,928.0,1185.48,3308.0,525.0,
2022-07-04,05:00:00,0,306.0,1171.0,1459.12,4113.0,687.0,
2022-07-04,06:00:00,0,389.0,1359.0,1721.57,4900.0,788.0,
2022-07-04,07:00:00,0,452.0,1488.0,1800.73,5465.0,788.0,
2022-07-04,08:00:00,0,514.0,1717.0,1878.95,6009.0,788.0,
2022-07-04,09:00:00,0,591.0,1971.0,2126.5,6749.0,899.0,
2022-07-04,10:00:00,0,665.0,2215.0,2436.0,7458.0,1047.0,
2022-07-04,11:00:00,0,745.0,2387.0,2755.81,8276.0,1192.0,
2022-07-04,12:00:00,0,819.0,2611.0,3065.61,9136.0,1328.0,
2022-07-04,13:00:01,0,891.0,2865.0,3373.2,9722.0,1455.0,
2022-07-04,14:00:00,0,962.0,3073.0,3680.23,10392.0,1584.0,
2022-07-04,15:00:00,0,1016.0,3266.0,3987.67,10740.0,1693.0,
2022-07-04,16:00:00,0,1027.0,3521.0,4307.17,11239.0,1822.0,
2022-07-04,17:00:00,0,1105.0,3701.0,4632.44,11795.0,1978.0,
2022-07-04,18:00:01,0,1170.0,3911.0,4954.9,12261.0,2088.0,
2022-07-04,19:00:00,0,1217.0,3968.0,5278.01,12772.0,2138.0,
2022-07-04,20:00:01,0,1284.0,4100.0,5603.49,13193.0,2227.0,
2022-07-04,21:00:00,0,1360.0,4328.0,5930.57,13810.0,2395.0,
2022-07-04,22:00:00,0,1423.0,4579.0,6201.77,14525.0,2536.0,
2022-07-04,23:00:01,0,1500.0,4820.0,6261.92,15064.0,2585.0,
2022-07-04,23:59:00,0,1567.0,5068.0,6359.86,15629.0,2585.0,
2022-07-05,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-05,01:00:00,0,74.0,220.0,169.88,591.0,110.0,
2022-07-05,02:00:00,0,149.0,431.0,284.54,1166.0,222.0,
2022-07-05,03:00:00,0,195.0,632.0,395.64,1726.0,336.0,
2022-07-05,04:00:00,0,262.0,869.0,545.37,2453.0,562.0,
2022-07-05,05:00:00,0,337.0,1070.0,685.51,3144.0,828.0,
2022-07-05,06:00:00,0,406.0,1294.0,858.41,3859.0,1065.0,
2022-07-05,07:00:00,0,468.0,1453.0,1032.85,4474.0,1284.0,
2022-07-05,08:00:00,0,544.0,1654.0,1188.73,5120.0,1514.0,
2022-07-05,09:00:00,0,622.0,1880.0,1336.27,5749.0,1727.0,
2022-07-05,10:00:00,0,673.0,2004.0,1503.0,6279.0,1909.0,
2022-07-05,11:00:00,0,737.0,2207.0,1690.39,6993.0,2050.0,
2022-07-05,12:00:00,0,811.0,2450.0,1790.25,7727.0,2161.0,
2022-07-05,13:00:00,0,886.0,2696.0,1873.51,8421.0,2275.0,
2022-07-05,14:00:00,0,944.0,2933.0,1985.91,9125.0,2383.0,
2022-07-05,15:00:00,0,990.0,3141.0,2098.36,9690.0,2460.0,
2022-07-05,16:00:00,0,1047.0,3401.0,2256.09,10371.0,2582.0,
2022-07-05,17:00:00,0,1095.0,3637.0,2455.0,11040.0,2732.0,
2022-07-05,18:00:00,0,1145.0,3862.0,2674.35,11698.0,2976.0,
2022-07-05,19:00:00,0,1190.0,4091.0,2908.98,12369.0,3222.0,
2022-07-05,20:00:00,0,1250.0,4316.0,3143.01,13116.0,3474.0,
2022-07-05,21:00:00,0,1316.0,4512.0,3363.72,13897.0,3690.0,
2022-07-05,22:00:01,0,1378.0,4681.0,3567.14,14639.0,3871.0,
2022-07-05,23:00:00,0,1438.0,4902.0,3664.32,15253.0,3872.0,
2022-07-05,23:59:00,0,1503.0,5152.0,3751.96,15867.0,3872.0,
2022-07-06,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-06,01:00:00,0,67.0,240.0,86.39,648.0,1.0,
2022-07-06,02:00:00,0,144.0,451.0,148.71,1247.0,3.0,
2022-07-06,03:00:00,0,154.0,693.0,192.94,1762.0,4.0,
2022-07-06,04:00:00,0,154.0,903.0,260.18,2351.0,87.0,
2022-07-06,05:00:00,0,180.0,1134.0,330.17,2983.0,213.0,
2022-07-06,06:00:00,0,238.0,1396.0,547.79,3753.0,347.0,
2022-07-06,07:00:00,0,298.0,1652.0,821.69,4521.0,614.0,
2022-07-06,08:00:01,0,373.0,1915.0,1099.11,5307.0,892.0,
2022-07-06,09:00:00,0,447.0,2138.0,1387.43,6067.0,1165.0,
2022-07-06,10:00:00,0,523.0,2372.0,1665.46,6808.0,1441.0,
2022-07-06,11:00:00,0,583.0,2586.0,1938.78,7441.0,1706.0,
2022-07-06,12:00:00,0,659.0,2792.0,2204.18,8087.0,1943.0,
2022-07-06,13:00:00,0,736.0,3014.0,2440.62,8760.0,2106.0,
2022-07-06,14:00:00,0,798.0,3248.0,2661.2,9406.0,2266.0,
2022-07-06,15:00:00,0,871.0,3479.0,2881.02,10101.0,2423.0,
2022-07-06,16:00:00,0,924.0,3671.0,3101.55,10730.0,2582.0,
2022-07-06,17:00:01,0,987.0,3923.0,3325.85,11432.0,2741.0,
2022-07-06,18:00:00,0,1056.0,4016.0,3582.19,12088.0,2954.0,
2022-07-06,19:00:01,0,1110.0,4125.0,3806.87,12727.0,3225.0,
2022-07-06,20:00:00,0,1156.0,4326.0,4037.96,13497.0,3486.0,
2022-07-06,21:00:01,0,1198.0,4427.0,4267.95,14164.0,3749.0,
2022-07-06,22:00:00,0,1250.0,4495.0,4458.36,14804.0,3880.0,
2022-07-06,23:00:00,0,1310.0,4495.0,4644.08,15293.0,4001.0,
2022-07-06,23:59:00,0,1368.0,4654.0,4820.82,15938.0,4075.0,
2022-07-07,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-07,01:00:01,0,60.0,157.0,205.79,674.0,164.0,
2022-07-07,02:00:00,0,125.0,371.0,426.03,1390.0,383.0,
2022-07-07,03:00:00,0,177.0,545.0,646.42,2054.0,613.0,
2022-07-07,04:00:00,0,238.0,742.0,737.67,2693.0,679.0,
2022-07-07,05:00:00,0,311.0,893.0,761.47,3209.0,679.0,
2022-07-07,06:00:00,0,387.0,1129.0,792.61,3741.0,679.0,
2022-07-07,07:00:00,0,460.0,1212.0,832.94,4204.0,679.0,
2022-07-07,08:00:00,0,536.0,1425.0,908.3,4898.0,679.0,
2022-07-07,09:00:00,0,614.0,1645.0,1003.72,5571.0,764.0,
2022-07-07,10:00:00,0,673.0,1846.0,1104.11,6180.0,900.0,
2022-07-07,11:00:00,0,744.0,2022.0,1204.09,6769.0,1047.0,
2022-07-07,12:00:00,0,815.0,2213.0,1303.82,7375.0,1192.0,
2022-07-07,13:00:00,0,887.0,2410.0,1403.59,7949.0,1338.0,
2022-07-07,14:00:00,0,957.0,2559.0,1503.47,8462.0,1480.0,
2022-07-07,15:00:00,0,1024.0,2795.0,1637.07,9090.0,1618.0,
2022-07-07,16:00:00,0,1091.0,3033.0,1804.92,9741.0,1767.0,
2022-07-07,17:00:00,0,1169.0,3250.0,1964.53,10367.0,1921.0,
2022-07-07,18:00:01,0,1219.0,3474.0,2103.0,10914.0,2026.0,
2022-07-07,19:00:00,0,1261.0,3504.0,2128.5,11210.0,2026.0,
2022-07-07,20:00:00,0,1319.0,3679.0,2204.59,11793.0,2035.0,
2022-07-07,21:00:00,0,1394.0,3910.0,2288.33,12462.0,2138.0,
2022-07-07,22:00:00,0,1461.0,4171.0,2370.03,13159.0,2252.0,
2022-07-07,23:00:00,0,1529.0,4202.0,2559.84,13665.0,2344.0,
2022-07-07,23:59:00,0,1588.0,4387.0,2761.8,14330.0,2445.0,
2022-07-08,00:00:01,0,0.0,0.0,0.0,0.0,0.0,
2022-07-08,01:00:00,0,56.0,225.0,157.53,659.0,84.0,
2022-07-08,02:00:00,0,128.0,451.0,263.04,1279.0,158.0,
2022-07-08,03:00:00,0,178.0,660.0,318.32,1814.0,329.0,
2022-07-08,04:00:00,0,249.0,868.0,381.71,2357.0,521.0,
2022-07-08,05:00:01,0,317.0,1082.0,443.37,2869.0,727.0,
2022-07-08,06:00:00,0,391.0,1322.0,517.33,3432.0,928.0,
2022-07-08,07:00:01,0,448.0,1554.0,584.83,3971.0,1120.0,
2022-07-08,08:00:00,0,514.0,1767.0,662.63,4482.0,1311.0,
2022-07-08,09:00:00,0,582.0,2014.0,786.54,5035.0,1517.0,
2022-07-08,10:00:00,0,646.0,2193.0,1058.06,5682.0,1845.0,
2022-07-08,11:00:00,0,701.0,2376.0,1295.97,6283.0,2167.0,
2022-07-08,12:00:00,0,763.0,2613.0,1419.37,6828.0,2489.0,
2022-07-08,13:00:00,0,817.0,2748.0,1542.62,7279.0,2749.0,
2022-07-08,14:00:00,0,877.0,2955.0,1694.61,7834.0,2916.0,
2022-07-08,15:00:00,0,937.0,3024.0,1795.43,8188.0,3090.0,
2022-07-08,16:00:00,0,1014.0,3225.0,1944.42,8724.0,3257.0,
2022-07-08,17:00:01,0,1082.0,3396.0,2089.08,9220.0,3438.0,
2022-07-08,18:00:01,0,1161.0,3581.0,2234.52,9752.0,3675.0,
2022-07-08,19:00:00,0,1210.0,3631.0,2329.57,10048.0,3899.0,
2022-07-08,20:00:00,0,1283.0,3800.0,2454.74,10406.0,4068.0,
2022-07-08,21:00:00,0,1349.0,3963.0,2572.52,10816.0,4224.0,
2022-07-08,22:00:00,0,1414.0,4115.0,2636.94,11150.0,4263.0,
2022-07-08,23:00:00,0,1475.0,4329.0,2710.8,11532.0,4263.0,
2022-07-08,23:59:00,0,1535.0,4526.0,2834.85,11919.0,4401.0,
2022-07-09,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-09,01:00:00,0,69.0,194.0,119.75,391.0,140.0,
2022-07-09,02:00:00,0,139.0,353.0,236.12,770.0,280.0,
2022-07-09,03:00:00,0,186.0,526.0,293.81,1113.0,342.0,
2022-07-09,04:00:01,0,256.0,749.0,348.52,1528.0,474.0,
2022-07-09,05:00:01,0,326.0,953.0,403.98,1895.0,602.0,
2022-07-09,06:00:00,0,370.0,1165.0,477.68,2294.0,711.0,
2022-07-09,07:00:00,0,421.0,1372.0,593.76,2790.0,843.0,
2022-07-09,08:00:00,0,484.0,1468.0,696.1,3192.0,968.0,
2022-07-09,09:00:00,0,558.0,1635.0,773.04,3639.0,1094.0,
2022-07-09,10:00:00,0,623.0,1859.0,861.71,4139.0,1233.0,
2022-07-09,11:00:00,0,673.0,1912.0,952.39,4459.0,1358.0,
2022-07-09,12:00:00,0,738.0,2069.0,1073.96,4924.0,1484.0,
2022-07-09,13:00:00,0,812.0,2237.0,1196.79,5404.0,1613.0,
2022-07-09,14:00:00,0,877.0,2479.0,1341.91,5970.0,1737.0,
2022-07-09,15:00:00,0,941.0,2640.0,1440.05,6409.0,1872.0,
2022-07-09,16:00:00,0,1015.0,2863.0,1515.28,6896.0,2010.0,
2022-07-09,17:00:00,0,1089.0,3084.0,1618.9,7408.0,2151.0,
2022-07-09,18:00:00,0,1163.0,3248.0,1684.43,7826.0,2284.0,
2022-07-09,19:00:00,0,1208.0,3299.0,1788.33,8138.0,2338.0,
2022-07-09,20:00:00,0,1275.0,3505.0,1886.02,8549.0,2439.0,
2022-07-09,21:00:00,0,1326.0,3656.0,2032.67,8959.0,2532.0,
2022-07-09,22:00:00,0,1375.0,3806.0,2187.67,9334.0,2624.0,
2022-07-09,23:00:00,0,1441.0,4031.0,2346.65,9795.0,2713.0,
2022-07-09,23:59:00,0,1515.0,4266.0,2555.52,10340.0,2803.0,
2022-07-10,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-10,01:00:00,0,77.0,195.0,243.7,585.0,90.0,
2022-07-10,02:00:00,0,140.0,245.0,433.83,992.0,178.0,
2022-07-10,03:00:00,0,210.0,284.0,623.1,1382.0,267.0,
2022-07-10,04:00:00,0,285.0,446.0,867.39,1958.0,361.0,
2022-07-10,05:00:00,0,368.0,583.0,1095.0,2495.0,450.0,
2022-07-10,06:00:00,0,446.0,812.0,1313.93,3118.0,536.0,
2022-07-10,07:00:00,0,524.0,1015.0,1514.52,3689.0,617.0,
2022-07-10,08:00:00,0,600.0,1196.0,1659.27,4276.0,694.0,
2022-07-10,09:00:01,0,678.0,1454.0,1777.45,4850.0,833.0,
2022-07-10,10:00:00,0,758.0,1645.0,1903.1,5403.0,966.0,
2022-07-10,11:00:00,0,837.0,1724.0,2043.89,5860.0,1094.0,
2022-07-10,12:00:01,0,908.0,1966.0,2192.05,6484.0,1227.0,
2022-07-10,13:00:00,0,987.0,2153.0,2334.63,7050.0,1357.0,
2022-07-10,14:00:01,0,1069.0,2381.0,2468.82,7657.0,1486.0,
2022-07-10,15:00:00,0,1144.0,2608.0,2591.89,8251.0,1619.0,
2022-07-10,16:00:00,0,1223.0,2803.0,2714.87,8818.0,1757.0,
2022-07-10,17:00:00,0,1301.0,2996.0,2825.9,9382.0,1875.0,
2022-07-10,18:00:00,0,1382.0,3225.0,2944.64,9980.0,1991.0,
2022-07-10,19:00:00,0,1438.0,3456.0,3103.17,10578.0,2152.0,
2022-07-10,20:00:00,0,1511.0,3666.0,3295.04,11177.0,2306.0,
2022-07-10,21:00:00,0,1577.0,3887.0,3489.54,11776.0,2450.0,
2022-07-10,22:00:00,0,1650.0,4051.0,3668.9,12310.0,2606.0,
2022-07-10,23:00:01,0,1726.0,4221.0,3800.58,12806.0,2784.0,
2022-07-10,23:59:00,0,1796.0,4399.0,3897.1,13264.0,3000.0,
2022-07-11,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-11,01:00:00,0,77.0,165.0,101.1,450.0,127.0,
2022-07-11,02:00:00,0,147.0,325.0,197.84,892.0,251.0,
2022-07-11,03:00:00,0,198.0,573.0,322.07,1412.0,375.0,
2022-07-11,04:00:00,0,266.0,799.0,441.89,1937.0,524.0,
2022-07-11,05:00:00,0,343.0,1036.0,594.79,2513.0,736.0,
2022-07-11,06:00:00,0,414.0,1260.0,759.81,3088.0,1000.0,
2022-07-11,07:00:01,0,483.0,1496.0,909.57,3750.0,1251.0,
2022-07-11,08:00:00,0,555.0,1705.0,1060.69,4408.0,1502.0,
2022-07-11,09:00:00,0,634.0,1944.0,1195.06,5095.0,1752.0,
2022-07-11,10:00:00,0,705.0,2143.0,1300.67,5782.0,1933.0,
2022-07-11,11:00:00,0,773.0,2284.0,1423.61,6337.0,2094.0,
2022-07-11,12:00:00,0,846.0,2284.0,1546.55,6821.0,2353.0,
2022-07-11,13:00:00,0,924.0,2284.0,1669.5,7261.0,2614.0,
2022-07-11,14:00:00,0,991.0,2284.0,1792.44,7718.0,2879.0,
2022-07-11,15:00:00,0,1062.0,2284.0,1861.5,8083.0,3003.0,
2022-07-11,16:00:00,0,1132.0,2284.0,1929.82,8513.0,3125.0,
2022-07-11,17:00:00,0,1204.0,2284.0,1998.11,8894.0,3219.0,
2022-07-11,18:00:01,0,1261.0,2284.0,2066.43,9267.0,3327.0,
2022-07-11,19:00:00,0,1315.0,2284.0,2134.71,9589.0,3397.0,
2022-07-11,20:00:00,0,1391.0,2284.0,2164.16,9915.0,3413.0,
2022-07-11,21:00:00,0,1456.0,2284.0,2169.09,10217.0,3462.0,
2022-07-11,22:00:00,0,1521.0,2284.0,2171.75,10466.0,3607.0,
2022-07-11,23:00:01,0,1590.0,2291.0,2171.75,10722.0,3750.0,
2022-07-11,23:59:00,0,1649.0,2455.0,2171.75,11124.0,3821.0,
2022-07-12,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-12,01:00:00,0,57.0,239.0,0.68,499.0,181.0,
2022-07-12,02:00:00,0,121.0,413.0,1.6,929.0,320.0,
2022-07-12,03:00:01,0,187.0,625.0,3.16,1418.0,432.0,
2022-07-12,04:00:00,0,259.0,831.0,27.5,1952.0,455.0,
2022-07-12,05:00:00,0,331.0,1075.0,222.12,2682.0,596.0,
2022-07-12,06:00:00,0,401.0,1310.0,400.46,3383.0,754.0,
2022-07-12,07:00:00,0,479.0,1567.0,618.19,4125.0,885.0,
2022-07-12,08:00:00,0,555.0,1808.0,771.84,4897.0,1020.0,
2022-07-12,09:00:00,0,634.0,1992.0,894.89,5548.0,1197.0,
2022-07-12,10:00:00,0,707.0,2237.0,1018.95,6206.0,1476.0,
2022-07-12,11:00:00,0,782.0,2447.0,1136.42,6809.0,1681.0,
2022-07-12,12:00:00,0,860.0,2699.0,1286.68,7506.0,1975.0,
2022-07-12,13:00:01,0,935.0,2942.0,1438.71,8198.0,2268.0,
2022-07-12,14:00:01,0,1005.0,3176.0,1567.29,8886.0,2505.0,
2022-07-12,15:00:00,0,1078.0,3334.0,1657.82,9409.0,2684.0,
2022-07-12,16:00:00,0,1151.0,3395.0,1741.38,9872.0,2845.0,
2022-07-12,17:00:00,0,1223.0,3459.0,1891.63,10378.0,2877.0,
2022-07-12,18:00:00,0,1297.0,3529.0,2024.2,10860.0,3000.0,
2022-07-12,19:00:00,0,1346.0,3709.0,2108.28,11355.0,3159.0,
2022-07-12,20:00:00,0,1419.0,3907.0,2274.24,11982.0,3320.0,
2022-07-12,21:00:00,0,1474.0,4053.0,2411.95,12516.0,3455.0,
2022-07-12,22:00:00,0,1547.0,4231.0,2534.5,13123.0,3468.0,
2022-07-12,23:00:01,0,1620.0,4457.0,2651.3,13764.0,3626.0,
2022-07-12,23:59:00,0,1693.0,4669.0,2770.6,14421.0,3774.0,
2022-07-13,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-13,01:00:00,0,77.0,204.0,128.84,711.0,150.0,
2022-07-13,02:00:00,0,138.0,337.0,235.92,1229.0,297.0,
2022-07-13,03:00:00,0,209.0,578.0,353.82,1849.0,444.0,
2022-07-13,04:00:00,0,282.0,819.0,473.82,2481.0,593.0,
2022-07-13,05:00:00,0,361.0,1031.0,600.06,3094.0,729.0,
2022-07-13,06:00:01,0,434.0,1263.0,737.8,3730.0,870.0,
2022-07-13,07:00:00,0,513.0,1412.0,881.16,4348.0,878.0,
2022-07-13,08:00:00,0,590.0,1653.0,999.95,5079.0,933.0,
2022-07-13,09:00:00,0,660.0,1901.0,1240.37,5924.0,1169.0,
2022-07-13,10:00:01,0,738.0,2159.0,1493.89,6695.0,1507.0,
2022-07-13,11:00:00,0,812.0,2249.0,1740.65,7293.0,1837.0,
2022-07-13,12:00:00,0,892.0,2438.0,1951.45,8013.0,2150.0,
2022-07-13,13:00:00,0,965.0,2664.0,2231.71,8773.0,2400.0,
2022-07-13,14:00:00,0,1032.0,2844.0,2506.05,9403.0,2573.0,
2022-07-13,15:00:00,0,1066.0,2844.0,2521.5,9601.0,2639.0,
2022-07-13,17:00:00,0,1163.0,2912.0,2664.68,10412.0,2904.0,
2022-07-13,18:00:00,0,1230.0,2991.0,2787.85,10937.0,3137.0,
2022-07-13,19:00:00,0,1279.0,3140.0,2853.5,11469.0,3359.0,
2022-07-13,20:00:00,0,1348.0,3234.0,2975.84,12049.0,3578.0,
2022-07-13,21:00:00,0,1420.0,3381.0,3103.57,12665.0,3784.0,
2022-07-13,22:00:00,0,1484.0,3555.0,3201.14,13265.0,4049.0,
2022-07-13,23:00:00,0,1540.0,3715.0,3283.25,13773.0,4369.0,
2022-07-14,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-14,01:00:00,0,61.0,118.0,8.55,401.0,81.0,
2022-07-14,02:00:00,0,121.0,301.0,93.33,931.0,269.0,
2022-07-14,03:00:00,0,189.0,527.0,212.7,1546.0,434.0,
2022-07-14,04:00:00,0,264.0,736.0,330.5,2189.0,580.0,
2022-07-14,05:00:00,0,340.0,947.0,414.56,2819.0,723.0,
2022-07-14,06:00:00,0,414.0,1163.0,499.16,3468.0,863.0,
2022-07-14,07:00:00,0,484.0,1425.0,585.82,4133.0,982.0,
2022-07-14,08:00:00,0,556.0,1667.0,757.18,4801.0,1092.0,
2022-07-14,09:00:00,0,635.0,1828.0,1020.43,5402.0,1223.0,
2022-07-14,10:00:00,0,707.0,2043.0,1287.15,6072.0,1415.0,
2022-07-14,11:00:00,0,779.0,2293.0,1553.88,6771.0,1682.0,
2022-07-14,12:00:00,0,848.0,2508.0,1820.9,7486.0,1965.0,
2022-07-14,13:00:00,0,924.0,2736.0,2090.16,8269.0,2260.0,
2022-07-14,14:00:00,0,994.0,2934.0,2355.86,8993.0,2564.0,
2022-07-14,15:00:00,0,1038.0,3085.0,2519.45,9466.0,2739.0,
2022-07-14,16:00:00,0,1038.0,3085.0,2525.69,9536.0,2739.0,
2022-07-14,17:00:00,0,1087.0,3150.0,2525.91,9703.0,2739.0,
2022-07-14,18:00:00,0,1157.0,3341.0,2526.36,10143.0,2865.0,
2022-07-14,19:00:00,0,1223.0,3450.0,2567.5,10534.0,2989.0,
2022-07-14,20:00:00,0,1282.0,3558.0,2630.98,10944.0,3184.0,
2022-07-14,21:00:00,0,1344.0,3734.0,2735.33,11448.0,3298.0,
2022-07-14,22:00:00,0,1415.0,3768.0,2803.02,11847.0,3463.0,
2022-07-14,23:00:00,0,1484.0,3973.0,2909.18,12399.0,3621.0,
2022-07-14,23:59:00,0,1557.0,4170.0,3197.82,13012.0,3728.0,
2022-07-15,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2022-07-15,01:00:00,0,74.0,237.0,183.0,606.0,29.0,
2022-07-15,02:00:00,0,138.0,420.0,261.27,1176.0,130.0,
2022-07-15,03:00:00,0,212.0,644.0,384.44,1852.0,280.0,
2022-07-15,04:00:00,0,279.0,892.0,492.42,2480.0,436.0,
2022-07-15,05:00:00,0,338.0,1124.0,588.61,3056.0,594.0,
2022-07-15,06:00:00,0,407.0,1380.0,704.02,3670.0,751.0,
