DIA,HORA,Totalizador_L2_Barriles,Totalizador_L3,Totaliador_Latas,Totalizador_Bodega,Totalizador_Tq_Pulmon,Totalizador_Filtracion,Id
2023-10-16,02:00:00,0,0.0,0.0,217.81,365.0,205.0,
2023-10-16,03:00:00,0,0.0,0.0,398.69,591.0,318.0,
2023-10-16,04:00:00,0,0.0,0.0,616.44,851.0,460.0,
2023-10-16,05:00:00,0,0.0,0.0,834.25,1140.0,621.0,
2023-10-16,06:00:00,0,0.0,0.0,1052.0,1443.0,785.0,
2023-10-16,07:00:00,0,0.0,0.0,1269.75,1746.0,935.0,
2023-10-16,08:00:00,0,0.0,0.0,1481.5,2042.0,1055.0,
2023-10-16,09:00:00,0,0.0,0.0,1592.87,2264.0,1176.0,
2023-10-16,10:00:00,0,0.0,0.0,1702.22,2449.0,1353.0,
2023-10-16,11:00:00,0,0.0,0.0,1811.19,2618.0,1526.0,
2023-10-16,12:00:00,0,0.0,0.0,1974.28,2837.0,1693.0,
2023-10-16,13:00:00,0,0.0,0.0,2192.28,3093.0,1861.0,
2023-10-16,14:00:00,0,0.0,0.0,2410.22,3347.0,2034.0,
2023-10-16,15:00:00,0,0.0,0.0,2628.16,3633.0,2201.0,
2023-10-16,16:00:00,0,0.0,0.0,2846.09,3940.0,2344.0,
2023-10-16,17:00:00,0,0.0,0.0,3063.97,4237.0,2461.0,
2023-10-16,18:00:00,0,0.0,0.0,3281.97,4534.0,2579.0,
2023-10-16,19:00:00,0,0.0,0.0,3499.91,4832.0,2695.0,
2023-10-16,20:00:00,0,0.0,0.0,3717.91,5129.0,2759.0,
2023-10-16,21:00:00,0,0.0,0.0,3935.84,5430.0,2823.0,
2023-10-16,22:00:00,0,0.0,0.0,4153.84,5727.0,2884.0,
2023-10-16,23:00:00,0,0.0,0.0,4371.78,6025.0,2949.0,
2023-10-16,23:59:00,0,0.0,58.0,4586.09,6396.0,3013.0,
2023-10-17,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-17,01:00:00,0,0.0,190.0,217.94,542.0,62.0,
2023-10-17,02:00:00,0,0.0,299.0,435.88,988.0,125.0,
2023-10-17,03:00:00,0,0.0,457.0,653.94,1499.0,184.0,
2023-10-17,04:00:00,0,3.0,648.0,871.94,2058.0,241.0,
2023-10-17,05:00:00,0,52.0,823.0,1091.34,2639.0,293.0,
2023-10-17,06:00:00,0,109.0,991.0,1309.28,3234.0,337.0,
2023-10-17,07:00:00,0,166.0,1160.0,1527.22,3838.0,382.0,
2023-10-17,08:00:00,0,211.0,1341.0,1714.66,4424.0,426.0,
2023-10-17,09:00:00,0,274.0,1544.0,1714.66,4877.0,432.0,
2023-10-17,10:00:00,0,338.0,1705.0,1714.66,5330.0,432.0,
2023-10-17,11:00:00,0,401.0,1877.0,1799.78,5871.0,432.0,
2023-10-17,12:00:00,0,466.0,2055.0,1800.63,6343.0,432.0,
2023-10-17,13:00:00,0,533.0,2213.0,1800.63,6791.0,432.0,
2023-10-17,14:00:00,0,599.0,2398.0,1800.63,7279.0,432.0,
2023-10-17,15:00:00,0,662.0,2569.0,1800.63,7726.0,432.0,
2023-10-17,16:00:00,0,723.0,2705.0,1801.09,8162.0,432.0,
2023-10-17,17:00:00,0,768.0,2884.0,1823.72,8657.0,432.0,
2023-10-17,18:00:00,0,834.0,3030.0,2016.22,9289.0,450.0,
2023-10-17,19:00:00,0,876.0,3048.0,2089.25,9623.0,666.0,
2023-10-17,20:00:00,0,927.0,3222.0,2188.81,10209.0,854.0,
2023-10-17,21:00:00,0,989.0,3401.0,2366.5,10843.0,1035.0,
2023-10-17,22:00:00,0,1052.0,3569.0,2460.59,11354.0,1211.0,
2023-10-17,23:00:00,0,1107.0,3779.0,2552.38,11895.0,1378.0,
2023-10-17,23:59:00,0,1175.0,3977.0,2664.88,12445.0,1543.0,
2023-10-18,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-18,01:00:00,0,58.0,198.0,86.0,470.0,258.0,
2023-10-18,02:00:00,0,117.0,412.0,202.16,982.0,519.0,
2023-10-18,03:00:00,0,150.0,464.0,278.88,1276.0,780.0,
2023-10-18,04:00:00,0,210.0,634.0,376.06,1760.0,1053.0,
2023-10-18,05:00:00,0,275.0,809.0,493.5,2269.0,1314.0,
2023-10-18,06:00:00,0,334.0,1008.0,597.91,2801.0,1565.0,
2023-10-18,07:00:00,0,401.0,1229.0,710.47,3382.0,1816.0,
2023-10-18,08:00:00,0,450.0,1375.0,965.47,4010.0,2060.0,
2023-10-18,09:00:00,0,486.0,1574.0,1110.13,4600.0,2352.0,
2023-10-18,10:00:00,0,535.0,1741.0,1266.03,5190.0,2605.0,
2023-10-18,11:00:00,0,607.0,1944.0,1414.0,5844.0,2769.0,
2023-10-18,12:00:00,0,668.0,2119.0,1504.81,6397.0,2809.0,
2023-10-18,13:00:00,0,735.0,2310.0,1626.0,7012.0,2913.0,
2023-10-18,14:00:00,0,796.0,2457.0,1757.16,7572.0,3036.0,
2023-10-18,15:00:00,0,849.0,2552.0,1930.16,8090.0,3288.0,
2023-10-18,16:00:00,0,911.0,2673.0,2126.88,8693.0,3531.0,
2023-10-18,17:00:00,0,984.0,2865.0,2341.78,9365.0,3776.0,
2023-10-18,18:00:00,0,1047.0,3027.0,2573.81,10006.0,4013.0,
2023-10-18,19:00:00,0,1107.0,3215.0,2807.5,10666.0,4247.0,
2023-10-18,20:00:00,0,1171.0,3353.0,3058.63,11298.0,4475.0,
2023-10-18,21:00:00,0,1233.0,3398.0,3328.0,11844.0,4666.0,
2023-10-18,22:00:00,0,1300.0,3599.0,3502.94,12463.0,4860.0,
2023-10-18,23:00:00,0,1351.0,3759.0,3604.97,12936.0,5048.0,
2023-10-18,23:59:00,0,1407.0,3969.0,3704.84,13457.0,5164.0,
2023-10-19,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-19,01:00:00,0,65.0,185.0,89.22,484.0,109.0,
2023-10-19,02:00:00,0,105.0,388.0,194.19,991.0,227.0,
2023-10-19,03:00:00,0,141.0,429.0,279.78,1280.0,353.0,
2023-10-19,04:00:00,0,201.0,618.0,365.56,1764.0,485.0,
2023-10-19,05:00:00,0,260.0,824.0,444.59,2256.0,591.0,
2023-10-19,06:00:00,0,315.0,1008.0,540.97,2775.0,695.0,
2023-10-19,07:00:00,0,376.0,1219.0,595.97,3309.0,773.0,
2023-10-19,08:00:00,0,439.0,1433.0,688.31,3893.0,869.0,
2023-10-19,09:00:00,0,503.0,1608.0,737.59,4351.0,967.0,
2023-10-19,10:00:00,0,539.0,1669.0,751.69,4593.0,968.0,
2023-10-19,11:00:00,0,598.0,1841.0,800.22,5050.0,968.0,
2023-10-19,12:00:00,0,655.0,2007.0,861.94,5504.0,968.0,
2023-10-19,13:00:00,0,725.0,2141.0,961.69,5963.0,1033.0,
2023-10-19,14:00:00,0,783.0,2316.0,1055.34,6449.0,1140.0,
2023-10-19,15:00:00,0,857.0,2514.0,1296.09,7156.0,1255.0,
2023-10-19,16:00:00,0,922.0,2615.0,1414.63,7657.0,1363.0,
2023-10-19,17:00:00,0,979.0,2796.0,1468.78,8202.0,1475.0,
2023-10-19,18:00:00,0,1036.0,2897.0,1523.22,8640.0,1588.0,
2023-10-19,19:00:00,0,1091.0,3052.0,1577.03,9150.0,1707.0,
2023-10-19,20:00:00,0,1158.0,3204.0,1678.06,9706.0,1833.0,
2023-10-19,21:00:00,0,1223.0,3350.0,1798.41,10210.0,1985.0,
2023-10-19,22:00:00,0,1289.0,3474.0,1912.94,10673.0,2130.0,
2023-10-19,23:00:00,0,1352.0,3654.0,2036.16,11211.0,2273.0,
2023-10-19,23:59:00,0,1407.0,3831.0,2150.34,11718.0,2424.0,
2023-10-20,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-20,01:00:00,0,61.0,195.0,111.97,539.0,152.0,
2023-10-20,02:00:00,0,122.0,377.0,234.78,1068.0,299.0,
2023-10-20,03:00:00,0,187.0,593.0,358.91,1644.0,445.0,
2023-10-20,04:00:00,0,247.0,785.0,482.78,2149.0,592.0,
2023-10-20,05:00:00,0,300.0,996.0,596.22,2649.0,751.0,
2023-10-20,06:00:00,0,354.0,1188.0,698.97,3174.0,901.0,
2023-10-20,07:00:00,0,411.0,1403.0,807.16,3755.0,1043.0,
2023-10-20,08:00:00,0,443.0,1577.0,864.25,4202.0,1181.0,
2023-10-20,09:00:00,0,490.0,1775.0,1044.78,4807.0,1299.0,
2023-10-20,10:00:00,0,530.0,1983.0,1234.22,5441.0,1431.0,
2023-10-20,11:00:00,0,600.0,2171.0,1476.62,6178.0,1595.0,
2023-10-20,12:00:00,0,657.0,2348.0,1641.25,6804.0,1753.0,
2023-10-20,13:00:00,0,713.0,2527.0,1759.44,7404.0,1914.0,
2023-10-20,14:00:00,0,774.0,2676.0,1887.47,7974.0,2063.0,
2023-10-20,15:00:00,0,841.0,2854.0,1908.53,8456.0,2178.0,
2023-10-20,16:00:00,0,884.0,3023.0,1972.69,8978.0,2314.0,
2023-10-20,17:00:00,0,955.0,3194.0,2125.12,9617.0,2475.0,
2023-10-20,18:00:00,0,1012.0,3323.0,2281.81,10192.0,2642.0,
2023-10-20,19:00:00,0,1054.0,3367.0,2449.34,10665.0,2803.0,
2023-10-20,20:00:00,0,1109.0,3475.0,2574.28,11181.0,2945.0,
2023-10-20,21:00:00,0,1173.0,3602.0,2708.47,11659.0,3090.0,
2023-10-20,22:00:00,0,1238.0,3687.0,2850.66,12045.0,3238.0,
2023-10-20,23:00:00,0,1294.0,3839.0,2990.78,12508.0,3387.0,
2023-10-20,23:59:00,0,1359.0,3999.0,3129.16,12992.0,3532.0,
2023-10-21,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-21,01:00:00,0,63.0,187.0,139.81,513.0,146.0,
2023-10-21,02:00:00,0,125.0,278.0,280.88,903.0,290.0,
2023-10-21,03:00:00,0,179.0,402.0,444.72,1387.0,435.0,
2023-10-21,04:00:00,0,237.0,598.0,678.47,2049.0,564.0,
2023-10-21,05:00:00,0,272.0,745.0,907.47,2630.0,680.0,
2023-10-21,06:00:00,0,319.0,841.0,1139.78,3180.0,800.0,
2023-10-21,07:00:00,0,380.0,1027.0,1371.75,3865.0,922.0,
2023-10-21,08:00:00,0,442.0,1212.0,1604.63,4560.0,1019.0,
2023-10-21,09:00:00,0,498.0,1365.0,1707.28,5079.0,1138.0,
2023-10-21,10:00:00,0,559.0,1546.0,1722.19,5578.0,1189.0,
2023-10-21,11:00:00,0,610.0,1752.0,1724.63,6099.0,1189.0,
2023-10-21,12:00:00,0,659.0,1946.0,1785.22,6645.0,1196.0,
2023-10-21,13:00:00,0,726.0,2055.0,1886.22,7133.0,1344.0,
2023-10-21,14:00:00,0,785.0,2147.0,1982.06,7579.0,1498.0,
2023-10-21,15:00:00,48,844.0,2258.0,2035.69,7967.0,1651.0,
2023-10-21,16:00:00,94,913.0,2325.0,2085.28,8295.0,1810.0,
2023-10-21,17:00:00,154,965.0,2510.0,2136.34,8774.0,1972.0,
2023-10-21,18:00:00,190,1016.0,2699.0,2185.5,9233.0,2129.0,
2023-10-21,19:00:00,233,1057.0,2807.0,2233.5,9595.0,2285.0,
2023-10-21,20:00:00,233,1115.0,2954.0,2380.53,10092.0,2446.0,
2023-10-21,21:00:00,233,1181.0,3133.0,2493.41,10598.0,2607.0,
2023-10-21,22:00:00,233,1239.0,3332.0,2595.25,11105.0,2762.0,
2023-10-21,23:00:00,233,1304.0,3549.0,2891.16,11766.0,2903.0,
2023-10-21,23:59:00,233,1366.0,3747.0,3085.91,12339.0,2959.0,
2023-10-22,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-22,01:00:00,0,64.0,192.0,90.41,496.0,162.0,
2023-10-22,02:00:00,0,122.0,364.0,236.94,985.0,274.0,
2023-10-22,03:00:00,0,158.0,527.0,436.22,1468.0,500.0,
2023-10-22,04:00:00,0,194.0,733.0,631.41,2043.0,695.0,
2023-10-22,05:00:00,0,246.0,880.0,900.28,2629.0,909.0,
2023-10-22,06:00:01,0,301.0,1061.0,1190.62,3279.0,1120.0,
2023-10-22,07:00:00,0,324.0,1072.0,1320.56,3541.0,1237.0,
2023-10-22,08:00:00,0,324.0,1072.0,1492.03,3773.0,1372.0,
2023-10-22,09:00:00,0,324.0,1072.0,1667.5,4025.0,1624.0,
2023-10-22,10:00:00,0,324.0,1072.0,1794.75,4261.0,1863.0,
2023-10-22,11:00:00,0,324.0,1072.0,1916.09,4457.0,2087.0,
2023-10-22,12:00:00,0,324.0,1072.0,2089.53,4658.0,2287.0,
2023-10-22,13:00:00,0,324.0,1072.0,2342.69,4968.0,2458.0,
2023-10-22,14:00:00,0,324.0,1072.0,2615.16,5331.0,2725.0,
2023-10-22,15:00:00,0,324.0,1072.0,2873.31,5683.0,2981.0,
2023-10-22,16:00:00,0,324.0,1072.0,3129.22,6016.0,3279.0,
2023-10-22,17:00:00,0,324.0,1072.0,3407.78,6369.0,3609.0,
2023-10-22,18:00:00,0,324.0,1072.0,3638.81,6709.0,3935.0,
2023-10-22,19:00:01,0,324.0,1072.0,3856.81,7015.0,4248.0,
2023-10-22,20:00:00,0,324.0,1072.0,3912.0,7170.0,4471.0,
2023-10-22,21:00:00,0,324.0,1072.0,3912.0,7244.0,4542.0,
2023-10-22,22:00:00,0,324.0,1072.0,3912.0,7324.0,4610.0,
2023-10-22,23:00:00,0,324.0,1072.0,3912.0,7434.0,4665.0,
2023-10-22,23:59:00,0,324.0,1072.0,3912.0,7626.0,4729.0,
2023-10-23,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-23,01:00:00,0,1.0,0.0,80.56,205.0,40.0,
2023-10-23,02:00:00,1,1.0,0.0,292.41,361.0,190.0,
2023-10-23,03:00:00,1,1.0,0.0,510.22,498.0,389.0,
2023-10-23,04:00:00,1,1.0,0.0,704.5,813.0,584.0,
2023-10-23,05:00:00,1,1.0,0.0,845.88,1083.0,774.0,
2023-10-23,06:00:00,1,1.0,0.0,1063.81,1352.0,946.0,
2023-10-23,07:00:00,1,1.0,0.0,1281.69,1616.0,1119.0,
2023-10-23,08:00:01,1,1.0,0.0,1499.69,1866.0,1295.0,
2023-10-23,09:00:00,1,1.0,0.0,1717.63,2116.0,1470.0,
2023-10-23,10:00:00,1,1.0,0.0,1935.69,2366.0,1644.0,
2023-10-23,11:00:01,1,1.0,0.0,2179.06,2616.0,1817.0,
2023-10-23,12:00:01,1,1.0,0.0,2397.13,2879.0,1983.0,
2023-10-23,13:00:00,1,1.0,0.0,2405.28,3007.0,2111.0,
2023-10-23,14:00:01,1,1.0,0.0,2405.28,3125.0,2182.0,
2023-10-23,15:00:01,1,1.0,0.0,2410.0,3246.0,2242.0,
2023-10-23,16:00:00,1,1.0,0.0,2415.97,3366.0,2246.0,
2023-10-23,17:00:00,1,1.0,0.0,2422.31,3490.0,2246.0,
2023-10-23,18:00:01,1,1.0,0.0,2422.31,3555.0,2246.0,
2023-10-23,19:00:00,1,1.0,0.0,2422.31,3614.0,2246.0,
2023-10-23,20:00:00,1,1.0,0.0,2422.31,3674.0,2246.0,
2023-10-23,21:00:00,1,1.0,0.0,2422.31,3737.0,2246.0,
2023-10-23,22:00:00,1,1.0,0.0,2422.31,3798.0,2246.0,
2023-10-23,23:00:00,1,1.0,19.0,2422.31,3864.0,2246.0,
2023-10-23,23:59:00,1,1.0,85.0,2449.97,4040.0,2246.0,
2023-10-24,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-24,01:00:00,0,0.0,184.0,0.41,283.0,1.0,
2023-10-24,02:00:00,0,0.0,336.0,0.78,555.0,2.0,
2023-10-24,03:00:00,0,0.0,435.0,0.97,794.0,2.0,
2023-10-24,04:00:00,0,57.0,539.0,64.56,1106.0,3.0,
2023-10-24,05:00:00,0,101.0,661.0,173.56,1424.0,3.0,
2023-10-24,06:00:00,28,159.0,898.0,282.5,1789.0,4.0,
2023-10-24,07:00:00,79,217.0,1103.0,391.5,2155.0,5.0,
2023-10-24,08:00:00,136,262.0,1314.0,543.06,2519.0,22.0,
2023-10-24,09:00:00,170,325.0,1524.0,631.66,2901.0,207.0,
2023-10-24,10:00:00,172,378.0,1743.0,704.72,3282.0,384.0,
2023-10-24,11:00:00,176,436.0,1937.0,778.22,3649.0,555.0,
2023-10-24,12:00:00,231,502.0,2134.0,860.63,4017.0,728.0,
2023-10-24,13:00:00,302,565.0,2198.0,950.28,4361.0,914.0,
2023-10-24,14:00:00,369,615.0,2377.0,1114.56,4735.0,1092.0,
2023-10-24,15:00:00,437,667.0,2553.0,1267.88,5103.0,1265.0,
2023-10-24,16:00:00,503,733.0,2752.0,1461.88,5471.0,1449.0,
2023-10-24,17:00:00,569,796.0,2935.0,1647.84,6059.0,1632.0,
2023-10-24,18:00:00,638,862.0,2999.0,1811.88,6552.0,1812.0,
2023-10-24,19:00:00,708,924.0,3047.0,1963.0,6993.0,1991.0,
2023-10-24,20:00:00,779,983.0,3236.0,2073.78,7559.0,2096.0,
2023-10-24,21:00:00,897,1048.0,3441.0,2151.69,8156.0,2162.0,
2023-10-24,22:00:00,1009,1112.0,3566.0,2214.84,8650.0,2162.0,
2023-10-24,23:00:00,1009,1170.0,3774.0,2254.5,9090.0,2162.0,
2023-10-24,23:59:00,1009,1230.0,3925.0,2345.47,9517.0,2170.0,
2023-10-25,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-25,01:00:00,0,60.0,155.0,86.88,422.0,56.0,
2023-10-25,02:00:00,0,121.0,344.0,207.5,922.0,163.0,
2023-10-25,03:00:00,0,182.0,542.0,301.81,1410.0,239.0,
2023-10-25,04:00:00,0,249.0,684.0,370.22,1832.0,355.0,
2023-10-25,05:00:00,0,318.0,815.0,439.69,2246.0,464.0,
2023-10-25,06:00:00,14,389.0,958.0,487.47,2688.0,536.0,
2023-10-25,07:00:00,22,459.0,1146.0,530.91,3190.0,537.0,
2023-10-25,08:00:00,26,522.0,1344.0,582.28,3696.0,538.0,
2023-10-25,09:00:00,31,597.0,1540.0,646.0,4082.0,540.0,
2023-10-25,10:00:00,56,645.0,1735.0,686.75,4578.0,541.0,
2023-10-25,11:00:00,90,692.0,1930.0,689.88,5053.0,543.0,
2023-10-25,12:00:00,129,751.0,2131.0,692.0,5544.0,545.0,
2023-10-25,13:00:00,166,815.0,2309.0,693.31,6005.0,547.0,
2023-10-25,14:00:00,224,878.0,2482.0,694.63,6475.0,549.0,
2023-10-25,15:00:00,273,932.0,2666.0,718.78,6962.0,551.0,
2023-10-25,16:00:00,346,994.0,2806.0,829.81,7441.0,553.0,
2023-10-25,17:00:00,414,1051.0,2914.0,941.84,7918.0,554.0,
2023-10-25,18:00:00,469,1102.0,3096.0,1052.78,8475.0,560.0,
2023-10-25,19:00:00,531,1151.0,3223.0,1163.5,8968.0,637.0,
2023-10-25,20:00:00,591,1216.0,3315.0,1329.03,9470.0,898.0,
2023-10-25,21:00:00,591,1276.0,3504.0,1523.25,10038.0,1199.0,
2023-10-25,22:00:00,591,1329.0,3669.0,1711.69,10563.0,1495.0,
2023-10-25,23:00:00,591,1392.0,3843.0,1897.88,11109.0,1781.0,
2023-10-25,23:59:00,591,1458.0,4009.0,2105.13,11692.0,2074.0,
2023-10-26,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-26,01:00:00,0,69.0,63.0,217.94,455.0,202.0,
2023-10-26,02:00:00,0,119.0,265.0,442.66,1070.0,444.0,
2023-10-26,03:00:00,0,185.0,474.0,660.66,1711.0,720.0,
2023-10-26,04:00:00,0,254.0,642.0,878.59,2328.0,1000.0,
2023-10-26,05:00:00,0,329.0,764.0,1096.47,2849.0,1206.0,
2023-10-26,06:00:00,19,386.0,963.0,1335.09,3491.0,1368.0,
2023-10-26,07:00:00,77,447.0,1152.0,1641.5,4228.0,1518.0,
2023-10-26,08:00:00,133,506.0,1353.0,1781.75,4796.0,1666.0,
2023-10-26,09:00:00,164,555.0,1559.0,1869.81,5331.0,1848.0,
2023-10-26,10:00:00,211,608.0,1761.0,1918.78,5839.0,2108.0,
2023-10-26,11:00:00,275,665.0,1963.0,1949.53,6314.0,2184.0,
2023-10-26,12:00:00,328,714.0,2174.0,1984.88,6803.0,2405.0,
2023-10-26,13:00:00,387,766.0,2404.0,2053.72,7362.0,2630.0,
2023-10-26,14:00:00,421,814.0,2594.0,2193.56,7927.0,2900.0,
2023-10-26,15:00:00,492,883.0,2781.0,2346.5,8545.0,3179.0,
2023-10-26,16:00:00,548,941.0,2959.0,2481.75,9121.0,3443.0,
2023-10-26,17:00:00,603,997.0,3029.0,2622.0,9576.0,3703.0,
2023-10-26,18:00:00,666,1056.0,3199.0,2816.25,10191.0,3953.0,
2023-10-26,19:00:00,734,1116.0,3266.0,2962.31,10640.0,4229.0,
2023-10-26,20:00:00,764,1183.0,3437.0,3096.69,11170.0,4522.0,
2023-10-26,21:00:00,764,1241.0,3591.0,3174.78,11581.0,4717.0,
2023-10-26,22:00:00,764,1301.0,3769.0,3186.28,11989.0,4806.0,
2023-10-26,23:00:00,764,1354.0,3912.0,3205.19,12364.0,4808.0,
2023-10-26,23:59:00,764,1398.0,4094.0,3278.25,12804.0,4838.0,
2023-10-27,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-27,01:00:00,0,49.0,168.0,110.78,447.0,123.0,
2023-10-27,02:00:00,0,113.0,392.0,273.53,1023.0,365.0,
2023-10-27,03:00:00,0,181.0,542.0,473.88,1562.0,662.0,
2023-10-27,04:00:00,0,234.0,673.0,661.0,2067.0,970.0,
2023-10-27,05:00:00,0,279.0,857.0,821.47,2594.0,1236.0,
2023-10-27,06:00:00,31,325.0,991.0,942.31,3072.0,1481.0,
2023-10-27,07:00:00,108,382.0,1168.0,1050.69,3600.0,1659.0,
2023-10-27,08:00:00,185,442.0,1393.0,1178.69,4198.0,1952.0,
2023-10-27,09:00:00,261,502.0,1636.0,1309.75,4808.0,2237.0,
2023-10-27,10:00:00,328,565.0,1846.0,1507.22,5455.0,2515.0,
2023-10-27,11:00:00,383,629.0,2058.0,1707.75,6120.0,2768.0,
2023-10-27,12:00:00,436,706.0,2267.0,1864.97,6727.0,2967.0,
2023-10-27,13:00:00,497,779.0,2462.0,2010.88,7316.0,3133.0,
2023-10-27,14:00:00,561,849.0,2692.0,2153.41,7938.0,3300.0,
2023-10-27,15:00:00,612,918.0,2828.0,2290.25,8448.0,3470.0,
2023-10-27,16:00:00,670,987.0,2947.0,2420.19,8935.0,3647.0,
2023-10-27,17:00:00,734,1059.0,3131.0,2557.97,9523.0,3820.0,
2023-10-27,18:00:00,788,1112.0,3270.0,2674.5,10016.0,3991.0,
2023-10-27,19:00:00,859,1176.0,3320.0,2819.03,10454.0,4152.0,
2023-10-27,20:00:00,952,1221.0,3476.0,2918.09,10971.0,4318.0,
2023-10-27,21:00:00,1054,1280.0,3656.0,2999.25,11520.0,4477.0,
2023-10-27,22:00:00,1054,1341.0,3876.0,3013.25,11936.0,4492.0,
2023-10-27,23:00:00,1054,1414.0,4068.0,3101.19,12388.0,4492.0,
2023-10-27,23:59:00,1054,1465.0,4271.0,3247.25,12905.0,4494.0,
2023-10-28,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-28,01:00:00,0,39.0,230.0,218.13,625.0,206.0,
2023-10-28,02:00:00,0,74.0,406.0,397.56,1131.0,363.0,
2023-10-28,03:00:00,0,144.0,489.0,554.16,1517.0,364.0,
2023-10-28,04:00:00,0,213.0,602.0,573.22,1794.0,366.0,
2023-10-28,05:00:00,0,286.0,804.0,583.16,2187.0,368.0,
2023-10-28,06:00:00,13,347.0,963.0,591.44,2570.0,371.0,
2023-10-28,07:00:00,82,400.0,1137.0,599.5,2997.0,373.0,
2023-10-28,08:00:00,155,467.0,1327.0,609.16,3459.0,376.0,
2023-10-28,09:00:00,222,530.0,1558.0,662.75,4001.0,452.0,
2023-10-28,10:00:00,246,596.0,1795.0,844.97,4674.0,743.0,
2023-10-28,11:00:00,292,661.0,2016.0,1021.19,5340.0,1031.0,
2023-10-28,12:00:00,362,725.0,2235.0,1196.53,6023.0,1318.0,
2023-10-28,13:00:00,427,795.0,2429.0,1361.25,6661.0,1602.0,
2023-10-28,14:00:00,496,860.0,2634.0,1486.28,7231.0,1822.0,
2023-10-28,15:00:00,560,921.0,2810.0,1700.34,7907.0,1982.0,
2023-10-28,16:00:00,607,984.0,3035.0,1920.0,8631.0,2126.0,
2023-10-28,17:00:00,670,1051.0,3256.0,2138.81,9363.0,2263.0,
2023-10-28,18:00:00,730,1114.0,3444.0,2358.72,10048.0,2454.0,
2023-10-28,19:00:00,772,1177.0,3507.0,2632.69,10588.0,2686.0,
2023-10-28,20:00:00,831,1232.0,3575.0,2895.78,11127.0,2897.0,
2023-10-28,21:00:00,831,1275.0,3575.0,3099.16,11442.0,3074.0,
2023-10-28,22:00:00,831,1337.0,3575.0,3219.63,11737.0,3118.0,
2023-10-28,23:00:00,831,1402.0,3724.0,3341.03,12179.0,3119.0,
2023-10-28,23:59:00,831,1472.0,3916.0,3473.88,12673.0,3119.0,
2023-10-29,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-29,01:00:00,0,52.0,137.0,121.19,441.0,1.0,
2023-10-29,02:00:00,0,114.0,267.0,232.0,846.0,1.0,
2023-10-29,03:00:00,0,164.0,306.0,345.0,1135.0,1.0,
2023-10-29,04:00:00,0,205.0,457.0,461.38,1553.0,2.0,
2023-10-29,05:00:00,0,245.0,514.0,575.56,1840.0,2.0,
2023-10-29,06:00:00,0,297.0,515.0,692.97,2106.0,2.0,
2023-10-29,07:00:00,0,343.0,515.0,808.91,2353.0,2.0,
2023-10-29,08:00:00,0,409.0,609.0,926.5,2722.0,2.0,
2023-10-29,09:00:00,0,409.0,612.0,953.0,2830.0,2.0,
2023-10-29,10:00:00,0,409.0,612.0,954.09,2903.0,2.0,
2023-10-29,11:00:00,0,409.0,612.0,962.88,2979.0,3.0,
2023-10-29,12:00:00,0,409.0,614.0,982.97,3067.0,3.0,
2023-10-29,13:00:00,0,409.0,614.0,1149.59,3300.0,120.0,
2023-10-29,14:00:00,0,409.0,614.0,1230.66,3452.0,292.0,
2023-10-29,15:00:00,0,409.0,614.0,1280.44,3587.0,461.0,
2023-10-29,16:00:00,0,409.0,614.0,1283.56,3690.0,629.0,
2023-10-29,17:00:00,0,409.0,614.0,1371.84,3854.0,751.0,
2023-10-29,18:00:00,0,409.0,614.0,1555.88,4100.0,973.0,
2023-10-29,19:00:00,0,409.0,614.0,1773.97,4363.0,1197.0,
2023-10-29,20:00:00,0,409.0,614.0,1955.97,4597.0,1415.0,
2023-10-29,21:00:00,0,409.0,614.0,2097.03,4809.0,1546.0,
2023-10-29,22:00:00,0,409.0,614.0,2288.28,5069.0,1678.0,
2023-10-29,23:00:00,0,409.0,614.0,2482.03,5328.0,1798.0,
2023-10-29,23:59:00,0,409.0,614.0,2669.34,5578.0,1916.0,
2023-10-30,00:00:00,0,0.0,0.0,0.0,0.0,0.0,
2023-10-30,01:00:00,0,0.0,0.0,166.5,229.0,121.0,
2023-10-30,02:00:00,0,0.0,0.0,241.88,368.0,251.0,
2023-10-30,03:00:00,0,0.0,0.0,318.53,505.0,384.0,
2023-10-30,04:00:00,0,0.0,0.0,390.38,640.0,499.0,
2023-10-30,05:00:00,0,0.0,0.0,478.0,790.0,602.0,
2023-10-30,06:00:00,0,0.0,0.0,556.47,932.0,732.0,
2023-10-30,07:00:00,0,0.0,0.0,645.38,1078.0,862.0,
2023-10-30,08:00:00,0,0.0,0.0,711.38,1210.0,985.0,
2023-10-30,09:00:00,0,0.0,0.0,734.34,1307.0,1106.0,
