DIA,HORA,Tot L3. L4 y Planta de CO2,Tot A40/240/50/60/Centec/Filtro,Tot  A130/330/430,Tot  Trasiego,Tot A10/20,Tot Fermantacion_Cocina,Tot Reposo Inferior,Tot  Reposo Superior,Id,"Tot L3, L4 y Planta de CO2"
2022-07-01,02:00:00,2274.55,7049.82,27.27,721.5,,,,,,
2022-07-01,03:00:00,2344.03,7294.86,27.57,731.09,,,,,,
2022-07-01,04:00:00,2408.52,7538.59,27.87,740.94,,,,,,
2022-07-01,05:00:01,2481.1,7792.74,28.17,750.85,,,,,,
2022-07-01,06:00:01,2541.39,8046.29,28.47,761.04,,,,,,
2022-07-01,07:00:00,2604.28,8310.45,28.87,771.32,,,,,,
2022-07-01,08:00:00,2682.65,8582.91,29.07,781.56,,,,,,
2022-07-01,09:00:01,2750.82,8860.08,29.37,791.95,,,,,,
2022-07-01,10:00:00,2818.18,9144.16,29.57,802.1,,,,,,
2022-07-01,11:00:00,2890.15,9424.23,29.77,811.87,,,,,,
2022-07-01,12:00:00,2960.32,9709.01,29.97,821.45,,,,,,
2022-07-01,13:00:00,3030.29,9978.57,35.37,831.37,,,,,,
2022-07-01,14:00:00,3103.66,10232.12,47.77,841.91,,,,,,
2022-07-01,15:00:00,3167.63,10478.37,59.57,853.07,,,,,,
2022-07-01,16:00:00,3204.26,10728.69,70.47,864.74,,,,,,
2022-07-01,17:00:00,3245.8,10979.9,80.97,876.36,,,,,,
2022-07-01,18:00:00,3274.73,11233.21,91.27,888.28,,,,,,
2022-07-01,19:00:00,3307.86,11493.09,101.87,900.34,,,,,,
2022-07-01,20:00:00,3347.5,11764.63,112.37,912.41,,,,,,
2022-07-01,21:00:00,3382.53,12036.86,123.27,924.73,,,,,,
2022-07-01,22:00:00,3407.16,12297.24,133.07,937.27,,,,,,
2022-07-01,23:00:00,3452.3,12601.74,140.67,949.45,,,,,,
2022-07-01,23:59:00,3497.15,12927.96,148.47,961.41,,,,,,
2022-07-02,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-02,01:00:00,31.63,331.7,7.0,27.5,,,,,,
2022-07-02,02:00:00,58.16,648.16,15.7,111.93,,,,,,
2022-07-02,03:00:00,92.19,961.63,23.8,164.69,,,,,,
2022-07-02,04:00:00,111.21,1069.9,25.5,168.95,,,,,,
2022-07-02,05:00:00,111.21,1069.9,25.5,168.95,,,,,,
2022-07-02,06:00:01,111.21,1069.9,25.5,168.95,,,,,,
2022-07-02,07:00:00,120.71,1110.8,26.1,171.04,,,,,,
2022-07-02,08:00:01,121.41,1099.1,26.1,171.23,,,,,,
2022-07-02,09:00:01,274.91,1363.81,30.9,203.68,,,,,,
2022-07-02,10:00:01,390.42,1619.42,35.4,270.5,,,,,,
2022-07-02,11:00:00,517.52,1895.15,39.9,336.17,,,,,,
2022-07-02,12:00:00,637.43,2180.58,43.6,401.73,,,,,,
2022-07-02,13:00:00,727.01,2492.3,49.3,467.96,,,,,,
2022-07-02,14:00:00,820.88,2796.23,50.3,536.93,,,,,,
2022-07-02,15:00:00,909.36,3097.96,50.4,602.85,,,,,,
2022-07-02,16:00:00,972.85,3373.4,50.7,672.43,,,,,,
2022-07-02,17:00:00,1053.33,3647.77,51.2,695.32,,,,,,
2022-07-02,18:00:00,1234.78,3928.84,51.5,800.69,,,,,,
2022-07-02,19:00:00,1579.8,4213.72,51.7,922.18,,,,,,
2022-07-02,20:00:01,1627.19,4483.48,51.9,995.39,,,,,,
2022-07-02,21:00:00,1683.37,4787.68,52.1,61.11,,,,,,
2022-07-02,22:00:00,1763.15,5109.49,52.3,139.24,,,,,,
2022-07-02,23:00:00,1802.64,5394.67,52.5,210.53,,,,,,
2022-07-02,23:59:00,1823.74,5705.68,52.7,284.75,,,,,,
2022-07-03,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-03,01:00:01,51.79,301.99,0.3,75.15,,,,,,
2022-07-03,02:00:00,127.37,578.96,0.5,150.19,,,,,,
2022-07-03,03:00:00,147.86,916.79,0.6,221.96,,,,,,
2022-07-03,04:00:01,231.64,1230.8,0.8,282.82,,,,,,
2022-07-03,05:00:00,270.13,1495.76,1.2,338.61,,,,,,
2022-07-03,06:00:00,329.72,1748.81,1.8,395.39,,,,,,
2022-07-03,07:00:00,356.64,2026.68,2.9,408.05,,,,,,
2022-07-03,08:00:00,382.86,2337.88,3.2,461.01,,,,,,
2022-07-03,09:00:01,449.23,2602.24,3.5,519.13,,,,,,
2022-07-03,10:00:00,518.3,2839.17,4.5,531.21,,,,,,
2022-07-03,11:00:00,562.64,3128.55,4.8,543.51,,,,,,
2022-07-03,12:00:00,635.91,3418.94,5.0,587.73,,,,,,
2022-07-03,13:00:00,729.9,3692.31,5.1,646.44,,,,,,
2022-07-03,14:00:00,797.97,3956.97,5.2,712.05,,,,,,
2022-07-03,15:00:01,875.95,4250.82,5.3,786.43,,,,,,
2022-07-03,16:00:00,954.22,4578.23,5.4,876.94,,,,,,
2022-07-03,17:00:00,1052.22,4909.24,5.5,980.4,,,,,,
2022-07-03,18:00:00,1088.35,5179.88,5.9,1068.71,,,,,,
2022-07-03,19:00:01,1205.67,5414.46,6.0,1143.67,,,,,,
2022-07-03,20:00:01,1283.54,5666.37,6.2,1221.55,,,,,,
2022-07-03,21:00:00,1330.59,5981.93,6.3,1299.42,,,,,,
2022-07-03,22:00:00,1390.75,6239.72,6.6,1377.15,,,,,,
2022-07-03,23:00:00,1461.92,6511.45,6.7,1450.77,,,,,,
2022-07-03,23:59:00,1567.32,6752.21,6.9,1527.47,,,,,,
2022-07-04,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-04,01:00:01,89.19,246.53,0.3,75.71,,,,,,
2022-07-04,02:00:01,175.57,548.05,0.5,123.05,,,,,,
2022-07-04,03:00:00,282.38,815.6,0.7,193.64,,,,,,
2022-07-04,04:00:00,364.96,1090.42,0.8,265.37,,,,,,
2022-07-04,05:00:00,450.54,1366.24,1.0,337.33,,,,,,
2022-07-04,06:00:00,563.75,1615.46,1.5,364.91,,,,,,
2022-07-04,07:00:00,663.55,1848.35,1.9,436.82,,,,,,
2022-07-04,08:00:00,752.43,2061.42,2.2,519.76,,,,,,
2022-07-04,09:00:00,849.43,2272.09,2.8,599.68,,,,,,
2022-07-04,10:00:00,932.61,2509.66,3.1,674.78,,,,,,
2022-07-04,11:00:00,1025.7,2749.92,3.2,749.17,,,,,,
2022-07-04,12:00:00,1125.5,3007.21,3.4,822.35,,,,,,
2022-07-04,13:00:01,1205.78,3303.15,3.5,893.79,,,,,,
2022-07-04,14:00:00,1307.28,3609.84,3.5,965.34,,,,,,
2022-07-04,15:00:00,1417.48,3929.99,3.7,1026.05,,,,,,
2022-07-04,16:00:00,1501.46,4272.64,4.0,1036.61,,,,,,
2022-07-04,17:00:00,1599.26,4598.17,4.5,1047.13,,,,,,
2022-07-04,18:00:01,1659.32,4895.0,4.8,1104.66,,,,,,
2022-07-04,19:00:00,1739.6,5183.27,5.1,1184.22,,,,,,
2022-07-04,20:00:01,1789.35,5467.66,5.4,1265.42,,,,,,
2022-07-04,21:00:00,1857.41,5736.9,5.8,1344.19,,,,,,
2022-07-04,22:00:00,1909.96,6014.21,6.4,1388.34,,,,,,
2022-07-04,23:00:01,1979.93,6253.58,6.9,1448.58,,,,,,
2022-07-04,23:59:00,2006.66,6454.49,7.4,1530.05,,,,,,
2022-07-05,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-05,01:00:00,40.24,199.82,0.6,78.81,,,,,,
2022-07-05,02:00:00,88.99,459.1,17.6,152.19,,,,,,
2022-07-05,03:00:00,150.95,734.02,33.8,226.08,,,,,,
2022-07-05,04:00:00,199.19,1045.8,49.4,300.34,,,,,,
2022-07-05,05:00:00,247.34,1365.84,66.9,316.09,,,,,,
2022-07-05,06:00:00,299.19,1631.9,80.2,358.42,,,,,,
2022-07-05,07:00:00,327.82,1932.62,88.5,439.32,,,,,,
2022-07-05,08:00:00,376.57,2253.06,96.9,502.53,,,,,,
2022-07-05,09:00:00,388.98,2561.46,104.7,583.82,,,,,,
2022-07-05,10:00:00,436.93,2859.88,107.4,658.98,,,,,,
2022-07-05,11:00:00,460.65,3126.14,107.8,741.33,,,,,,
2022-07-05,12:00:00,514.7,3371.18,108.2,819.15,,,,,,
2022-07-05,13:00:00,540.03,3660.05,108.6,837.74,,,,,,
2022-07-05,14:00:00,576.26,3975.21,109.3,850.32,,,,,,
2022-07-05,15:00:00,620.41,4244.46,109.6,865.87,,,,,,
2022-07-05,16:00:00,637.52,4544.78,109.8,923.22,,,,,,
2022-07-05,17:00:00,685.27,4863.33,109.9,987.68,,,,,,
2022-07-05,18:00:00,717.3,5188.65,110.0,1056.21,,,,,,
2022-07-05,19:00:00,756.84,5508.5,110.2,1118.1,,,,,,
2022-07-05,20:00:00,776.76,5831.03,110.9,1137.78,,,,,,
2022-07-05,21:00:00,834.51,6157.55,111.1,1150.07,,,,,,
2022-07-05,22:00:01,885.26,6453.89,111.4,1162.33,,,,,,
2022-07-05,23:00:00,907.39,6686.48,132.4,1175.02,,,,,,
2022-07-05,23:59:00,966.34,6885.6,226.11,1235.46,,,,,,
2022-07-06,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-06,01:00:00,31.63,201.91,58.4,82.51,,,,,,
2022-07-06,02:00:00,75.77,380.11,97.81,166.73,,,,,,
2022-07-06,03:00:00,130.13,548.45,122.01,244.99,,,,,,
2022-07-06,04:00:00,163.96,721.07,124.51,297.53,,,,,,
2022-07-06,05:00:00,215.51,958.04,195.81,316.06,,,,,,
2022-07-06,06:00:00,251.85,1215.33,404.08,329.85,,,,,,
2022-07-06,07:00:00,287.88,1487.47,554.34,343.75,,,,,,
2022-07-06,08:00:01,343.44,1736.39,675.51,399.51,,,,,,
2022-07-06,09:00:00,409.6,1986.61,837.57,479.48,,,,,,
2022-07-06,10:00:00,465.05,2213.22,1033.22,556.46,,,,,,
2022-07-06,11:00:00,557.14,2452.08,1199.48,636.44,,,,,,
2022-07-06,12:00:00,633.72,2670.13,1355.84,715.74,,,,,,
2022-07-06,13:00:00,699.98,2876.02,1508.11,793.19,,,,,,
2022-07-06,14:00:00,790.97,3114.39,1534.8,878.35,,,,,,
2022-07-06,15:00:00,884.46,3399.17,1535.0,957.88,,,,,,
2022-07-06,16:00:00,929.51,3614.23,1535.2,1040.54,,,,,,
2022-07-06,17:00:01,999.58,3884.17,1535.3,1089.62,,,,,,
2022-07-06,18:00:00,1054.83,4167.86,1535.3,1166.2,,,,,,
2022-07-06,19:00:01,1150.52,4418.17,1535.4,1242.67,,,,,,
2022-07-06,20:00:00,1214.69,4629.45,1535.6,1322.96,,,,,,
2022-07-06,21:00:01,1290.36,4880.46,1535.8,1369.75,,,,,,
2022-07-06,22:00:00,1342.71,5147.81,1536.3,1381.37,,,,,,
2022-07-06,23:00:00,1369.84,5357.79,1536.9,1393.46,,,,,,
2022-07-06,23:59:00,1400.97,5488.58,1538.1,1405.62,,,,,,
2022-07-07,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-07,01:00:01,26.03,150.21,52.09,12.78,,,,,,
2022-07-07,02:00:00,81.78,363.08,92.88,25.29,,,,,,
2022-07-07,03:00:00,96.09,571.26,118.67,39.18,,,,,,
2022-07-07,04:00:00,164.96,726.45,175.96,52.55,,,,,,
2022-07-07,05:00:00,173.97,836.32,223.95,66.58,,,,,,
2022-07-07,06:00:00,228.12,942.5,265.57,80.59,,,,,,
2022-07-07,07:00:00,235.73,1030.66,315.41,95.6,,,,,,
2022-07-07,08:00:00,289.88,1133.75,359.76,110.37,,,,,,
2022-07-07,09:00:00,316.91,1233.16,403.8,125.86,,,,,,
2022-07-07,10:00:00,362.75,1338.25,440.64,140.58,,,,,,
2022-07-07,11:00:00,389.58,1449.02,478.67,154.75,,,,,,
2022-07-07,12:00:00,397.19,1535.98,520.41,168.97,,,,,,
2022-07-07,13:00:00,441.83,1656.8,557.95,182.92,,,,,,
2022-07-07,14:00:00,476.67,1806.91,581.47,196.78,,,,,,
2022-07-07,15:00:00,519.21,1962.11,581.57,210.26,,,,,,
2022-07-07,16:00:00,560.72,2128.15,582.17,222.99,,,,,,
2022-07-07,17:00:00,589.11,2296.1,582.47,235.7,,,,,,
2022-07-07,18:00:01,642.2,2425.29,582.77,248.08,,,,,,
2022-07-07,19:00:00,654.95,2559.17,583.38,260.42,,,,,,
2022-07-07,20:00:00,659.13,2688.97,584.18,272.71,,,,,,
2022-07-07,21:00:00,665.91,2812.26,585.08,285.01,,,,,,
2022-07-07,22:00:00,673.18,2944.09,586.18,297.41,,,,,,
2022-07-07,23:00:00,680.45,3072.47,586.58,310.12,,,,,,
2022-07-07,23:59:00,689.81,3192.82,587.08,322.54,,,,,,
2022-07-08,00:00:01,0.0,0.0,0.0,0.0,,,,,,
2022-07-08,01:00:00,8.87,177.23,1.8,12.57,,,,,,
2022-07-08,02:00:00,18.13,392.95,15.21,25.21,,,,,,
2022-07-08,03:00:00,77.0,664.73,47.05,37.51,,,,,,
2022-07-08,04:00:00,114.65,965.05,87.39,49.97,,,,,,
2022-07-08,05:00:01,152.2,1294.82,123.32,62.82,,,,,,
2022-07-08,06:00:00,215.16,1581.23,156.55,75.4,,,,,,
2022-07-08,07:00:01,227.61,1838.79,186.88,89.19,,,,,,
2022-07-08,08:00:00,286.68,2173.34,211.81,102.55,,,,,,
2022-07-08,09:00:00,312.67,2515.8,233.03,116.39,,,,,,
2022-07-08,10:00:00,358.0,2869.95,255.35,129.95,,,,,,
2022-07-08,11:00:00,399.33,3190.38,282.38,143.19,,,,,,
2022-07-08,12:00:00,420.35,3520.26,309.1,156.32,,,,,,
2022-07-08,13:00:00,472.75,3848.81,338.83,168.51,,,,,,
2022-07-08,14:00:00,528.93,4189.45,344.74,180.24,,,,,,
2022-07-08,15:00:00,555.82,4529.38,344.84,191.7,,,,,,
2022-07-08,16:00:00,601.64,4868.4,345.04,202.15,,,,,,
2022-07-08,17:00:01,662.1,5193.09,345.24,212.49,,,,,,
2022-07-08,18:00:01,677.24,5518.8,345.44,222.82,,,,,,
2022-07-08,19:00:00,688.9,5824.0,345.74,233.11,,,,,,
2022-07-08,20:00:00,719.78,6066.73,345.94,296.09,,,,,,
2022-07-08,21:00:00,759.02,6375.38,346.14,376.76,,,,,,
2022-07-08,22:00:00,817.29,6681.7,346.34,454.48,,,,,,
2022-07-08,23:00:00,850.17,6922.4,346.64,535.04,,,,,,
2022-07-08,23:59:00,899.57,7142.89,346.84,585.68,,,,,,
2022-07-09,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-09,01:00:00,63.25,227.7,0.3,11.09,,,,,,
2022-07-09,02:00:00,81.08,468.61,2.9,23.15,,,,,,
2022-07-09,03:00:00,120.23,676.61,21.02,35.37,,,,,,
2022-07-09,04:00:01,155.19,894.77,42.24,47.91,,,,,,
2022-07-09,05:00:01,196.03,1121.96,62.96,60.5,,,,,,
2022-07-09,06:00:00,243.64,1311.78,98.3,73.32,,,,,,
2022-07-09,07:00:00,279.01,1505.05,177.87,86.6,,,,,,
2022-07-09,08:00:00,320.64,1708.18,260.45,100.14,,,,,,
2022-07-09,09:00:00,364.27,1918.31,360.45,113.84,,,,,,
2022-07-09,10:00:00,404.02,2114.84,451.64,127.23,,,,,,
2022-07-09,11:00:00,451.23,2328.02,530.62,139.59,,,,,,
2022-07-09,12:00:00,491.57,2567.3,608.99,151.86,,,,,,
2022-07-09,13:00:00,517.97,2805.16,678.86,163.95,,,,,,
2022-07-09,14:00:00,611.2,3030.63,697.48,174.45,,,,,,
2022-07-09,15:00:00,665.49,3235.98,697.68,184.9,,,,,,
2022-07-09,16:00:00,734.12,3406.81,697.98,195.19,,,,,,
2022-07-09,17:00:00,801.06,3575.91,698.18,205.52,,,,,,
2022-07-09,18:00:00,859.83,3737.91,698.38,215.91,,,,,,
2022-07-09,19:00:00,942.8,3938.7,698.58,225.3,,,,,,
2022-07-09,20:00:00,994.6,4157.87,698.78,234.61,,,,,,
2022-07-09,21:00:00,1076.18,4347.28,698.98,243.69,,,,,,
2022-07-09,22:00:00,1131.76,4529.18,699.48,253.56,,,,,,
2022-07-09,23:00:00,1206.57,4727.73,699.68,263.54,,,,,,
2022-07-09,23:59:00,1291.54,4964.88,699.78,273.71,,,,,,
2022-07-10,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-10,01:00:00,56.08,252.18,0.2,10.4,,,,,,
2022-07-10,02:00:00,131.68,486.38,0.6,20.94,,,,,,
2022-07-10,03:00:00,219.44,703.12,1.3,31.48,,,,,,
2022-07-10,04:00:00,266.55,948.39,1.6,43.18,,,,,,
2022-07-10,05:00:00,340.07,1223.02,1.8,54.77,,,,,,
2022-07-10,06:00:00,406.21,1497.23,1.9,66.75,,,,,,
2022-07-10,07:00:00,499.34,1769.52,2.1,78.8,,,,,,
2022-07-10,08:00:00,564.49,2016.83,2.2,90.96,,,,,,
2022-07-10,09:00:01,633.02,2277.34,2.3,103.16,,,,,,
2022-07-10,10:00:00,724.06,2523.63,2.5,115.31,,,,,,
2022-07-10,11:00:00,769.38,2773.27,2.8,127.41,,,,,,
2022-07-10,12:00:01,806.24,3009.6,3.2,139.0,,,,,,
2022-07-10,13:00:00,880.25,3258.33,3.4,149.52,,,,,,
2022-07-10,14:00:01,949.38,3530.01,3.5,159.86,,,,,,
2022-07-10,15:00:00,997.89,3776.5,3.8,170.06,,,,,,
2022-07-10,16:00:00,1071.7,4026.95,4.0,179.24,,,,,,
2022-07-10,17:00:00,1111.24,4318.95,4.2,201.23,,,,,,
2022-07-10,18:00:00,1142.82,4617.54,4.5,281.7,,,,,,
2022-07-10,19:00:00,1196.11,4910.34,4.8,360.71,,,,,,
2022-07-10,20:00:00,1231.07,5208.94,5.1,444.23,,,,,,
2022-07-10,21:00:00,1283.67,5513.93,5.31,522.9,,,,,,
2022-07-10,22:00:00,1334.47,5736.25,5.61,604.08,,,,,,
2022-07-10,23:00:01,1362.46,6051.4,5.81,680.25,,,,,,
2022-07-10,23:59:00,1405.69,6382.29,6.31,743.07,,,,,,
2022-07-11,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-11,01:00:00,49.41,312.81,0.3,59.53,,,,,,
2022-07-11,02:00:00,84.87,576.57,0.8,142.68,,,,,,
2022-07-11,03:00:00,124.01,898.02,1.2,218.31,,,,,,
2022-07-11,04:00:00,173.02,1181.17,1.7,279.0,,,,,,
2022-07-11,05:00:00,194.54,1502.31,2.1,289.54,,,,,,
2022-07-11,06:00:00,219.24,1838.28,2.6,300.09,,,,,,
2022-07-11,07:00:01,273.73,2159.52,2.9,310.64,,,,,,
2022-07-11,08:00:00,296.74,2488.38,3.8,321.18,,,,,,
2022-07-11,09:00:00,326.82,2817.14,4.7,334.0,,,,,,
2022-07-11,10:00:00,363.77,3140.52,5.0,416.16,,,,,,
2022-07-11,11:00:00,422.94,3486.13,5.41,493.39,,,,,,
2022-07-11,12:00:00,471.15,3820.68,5.71,568.74,,,,,,
2022-07-11,13:00:00,510.4,4172.49,6.11,641.25,,,,,,
2022-07-11,14:00:00,580.82,4525.93,6.41,713.12,,,,,,
2022-07-11,15:00:00,598.35,4873.78,6.81,790.07,,,,,,
2022-07-11,16:00:00,655.43,5164.15,7.11,867.58,,,,,,
2022-07-11,17:00:00,708.32,5431.05,7.21,936.24,,,,,,
2022-07-11,18:00:01,751.65,5748.74,7.51,943.27,,,,,,
2022-07-11,19:00:00,786.71,6045.71,7.91,950.3,,,,,,
2022-07-11,20:00:00,827.06,6275.04,8.21,957.33,,,,,,
2022-07-11,21:00:00,893.5,6499.9,8.71,964.37,,,,,,
2022-07-11,22:00:00,928.06,6782.45,9.21,971.45,,,,,,
2022-07-11,23:00:01,992.41,7036.15,9.71,979.03,,,,,,
2022-07-11,23:59:00,1063.43,7277.16,10.21,987.21,,,,,,
2022-07-12,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-12,01:00:00,29.68,273.3,1.3,10.02,,,,,,
2022-07-12,02:00:00,86.46,555.24,1.8,68.51,,,,,,
2022-07-12,03:00:01,148.72,813.31,2.4,148.92,,,,,,
2022-07-12,04:00:00,181.79,1071.99,3.0,234.25,,,,,,
2022-07-12,05:00:00,257.09,1333.62,3.5,310.68,,,,,,
2022-07-12,06:00:00,325.52,1607.23,3.7,387.01,,,,,,
2022-07-12,07:00:00,401.03,1910.9,3.9,463.46,,,,,,
2022-07-12,08:00:00,486.59,2232.85,4.0,536.93,,,,,,
2022-07-12,09:00:00,565.78,2529.52,4.2,611.83,,,,,,
2022-07-12,10:00:00,650.05,2835.22,4.4,665.8,,,,,,
2022-07-12,11:00:00,746.17,3117.46,4.6,714.73,,,,,,
2022-07-12,12:00:00,813.51,3442.66,4.7,790.46,,,,,,
2022-07-12,13:00:01,915.51,3788.48,4.8,863.0,,,,,,
2022-07-12,14:00:01,1035.24,4123.84,4.9,936.32,,,,,,
2022-07-12,15:00:00,1161.05,4430.56,5.0,1007.31,,,,,,
2022-07-12,16:00:00,1286.75,4742.56,5.31,1021.11,,,,,,
2022-07-12,17:00:00,1410.07,5044.2,5.61,1028.14,,,,,,
2022-07-12,18:00:00,1535.78,5347.77,5.91,1035.17,,,,,,
2022-07-12,19:00:00,1655.11,5653.17,6.01,1042.2,,,,,,
2022-07-12,20:00:00,1759.5,5976.14,6.31,1049.23,,,,,,
2022-07-12,21:00:00,1897.56,6270.67,6.51,1056.26,,,,,,
2022-07-12,22:00:00,1975.75,6549.05,6.61,1063.29,,,,,,
2022-07-12,23:00:01,2096.78,6823.98,6.81,1070.32,,,,,,
2022-07-12,23:59:00,2197.68,7121.05,7.01,1077.24,,,,,,
2022-07-13,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-13,01:00:00,116.04,322.26,0.3,7.07,,,,,,
2022-07-13,02:00:00,188.66,654.06,0.7,15.18,,,,,,
2022-07-13,03:00:00,259.88,983.02,1.3,24.59,,,,,,
2022-07-13,04:00:00,362.08,1279.89,1.9,34.31,,,,,,
2022-07-13,05:00:00,437.19,1563.76,2.2,44.4,,,,,,
2022-07-13,06:00:01,499.54,1866.72,2.3,54.59,,,,,,
2022-07-13,07:00:00,592.78,2150.79,2.6,64.67,,,,,,
2022-07-13,08:00:00,666.59,2427.04,2.7,103.87,,,,,,
2022-07-13,09:00:00,750.66,2720.96,2.8,179.94,,,,,,
2022-07-13,10:00:01,843.59,3050.13,2.9,252.19,,,,,,
2022-07-13,11:00:00,925.07,3391.68,3.0,320.28,,,,,,
2022-07-13,12:00:00,1005.86,3731.71,3.1,395.79,,,,,,
2022-07-13,13:00:00,1111.54,4073.77,3.2,447.35,,,,,,
2022-07-13,14:00:00,1177.88,4390.75,3.3,520.79,,,,,,
2022-07-13,15:00:00,1201.99,4567.06,3.3,573.91,,,,,,
2022-07-13,17:00:00,1376.5,5099.05,3.6,722.45,,,,,,
2022-07-13,18:00:00,1615.17,5397.64,3.6,794.14,,,,,,
2022-07-13,19:00:00,1882.72,5711.77,4.0,848.55,,,,,,
2022-07-13,20:00:00,1986.61,6028.14,4.1,919.81,,,,,,
2022-07-13,21:00:00,2034.92,6363.91,4.4,985.16,,,,,,
2022-07-13,22:00:00,2130.94,6701.91,4.6,1043.6,,,,,,
2022-07-13,23:00:00,2220.69,7043.97,5.0,1107.32,,,,,,
2022-07-14,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-14,01:00:00,324.53,281.94,0.3,37.77,,,,,,
2022-07-14,02:00:00,522.15,556.77,1.0,113.87,,,,,,
2022-07-14,03:00:00,587.5,807.22,1.6,195.48,,,,,,
2022-07-14,04:00:00,670.77,1058.08,2.2,273.37,,,,,,
2022-07-14,05:00:00,731.33,1306.7,2.6,318.52,,,,,,
2022-07-14,06:00:00,802.05,1550.86,2.8,327.99,,,,,,
2022-07-14,07:00:00,839.71,1767.39,3.5,338.28,,,,,,
2022-07-14,08:00:00,936.83,2014.19,3.8,399.95,,,,,,
2022-07-14,09:00:00,1025.48,2289.63,4.2,433.03,,,,,,
2022-07-14,10:00:00,1151.88,2592.38,4.4,504.62,,,,,,
2022-07-14,11:00:00,1249.9,2918.3,4.5,579.54,,,,,,
2022-07-14,12:00:00,1361.36,3256.5,4.5,652.57,,,,,,
2022-07-14,13:00:00,1491.05,3590.84,4.5,717.67,,,,,,
2022-07-14,14:00:00,1595.94,3951.59,4.6,793.17,,,,,,
2022-07-14,15:00:00,1664.57,4193.21,4.6,847.17,,,,,,
2022-07-14,16:00:00,1719.06,4371.45,4.8,902.27,,,,,,
2022-07-14,17:00:00,1843.37,4635.52,5.1,973.56,,,,,,
2022-07-14,18:00:00,1957.52,4932.79,5.41,1023.33,,,,,,
2022-07-14,19:00:00,2053.15,5216.55,5.71,1104.16,,,,,,
2022-07-14,20:00:00,2101.76,5512.71,5.91,1221.9,,,,,,
2022-07-14,21:00:00,2194.59,5821.05,6.01,1341.18,,,,,,
2022-07-14,22:00:00,2259.94,6124.52,6.11,1467.18,,,,,,
2022-07-14,23:00:00,2333.35,6437.13,6.41,1533.56,,,,,,
2022-07-14,23:59:00,2396.8,6711.76,6.91,1591.31,,,,,,
2022-07-15,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-15,01:00:00,78.39,241.21,0.3,24.83,,,,,,
2022-07-15,02:00:00,167.14,479.58,0.5,138.19,,,,,,
2022-07-15,03:00:00,221.13,726.98,0.8,276.92,,,,,,
2022-07-15,04:00:00,271.34,1014.81,1.0,417.0,,,,,,
2022-07-15,05:00:00,301.22,1302.13,1.3,563.65,,,,,,
2022-07-15,06:00:00,324.43,1590.47,1.5,710.95,,,,,,
2022-07-15,07:00:00,398.44,1866.52,1.8,855.95,,,,,,
2022-07-15,08:00:00,484.1,2167.34,1.9,995.65,,,,,,
2022-07-15,09:00:00,546.76,2500.88,2.0,1136.36,,,,,,
2022-07-15,10:00:00,604.53,2839.99,2.1,1274.92,,,,,,
2022-07-15,11:00:00,653.54,3188.35,2.2,1412.27,,,,,,
2022-07-15,12:00:00,739.3,3526.76,2.3,1547.4,,,,,,
2022-07-15,13:00:00,784.92,3887.0,2.5,1646.42,,,,,,
2022-07-15,14:00:00,866.4,4248.56,2.7,1724.99,,,,,,
2022-07-15,15:00:00,941.61,4616.22,3.1,1759.2,,,,,,
2022-07-15,16:00:00,1003.56,4983.16,3.2,1840.8,,,,,,
2022-07-15,17:00:00,1091.92,5346.45,3.4,1920.99,,,,,,
2022-07-15,18:00:00,1180.17,5716.45,3.7,1962.18,,,,,,
2022-07-15,19:00:00,1225.79,6085.42,4.2,2016.32,,,,,,
2022-07-15,20:00:00,1293.03,6455.72,4.8,2033.94,,,,,,
2022-07-15,21:00:00,1356.28,6813.32,5.21,2103.39,,,,,,
2022-07-15,22:00:00,1463.96,7091.8,5.51,2182.16,,,,,,
2022-07-15,23:00:00,1493.24,7335.45,6.21,2256.39,,,,,,
2022-07-15,23:59:00,1581.6,7580.52,6.71,2352.49,,,,,,
2022-07-16,00:00:00,0.0,0.0,0.0,0.0,,,,,,
2022-07-16,01:00:00,71.02,213.28,0.3,152.14,,,,,,
2022-07-16,02:00:00,124.11,418.74,0.7,305.01,,,,,,
2022-07-16,03:00:00,185.77,619.63,0.9,456.29,,,,,,
2022-07-16,04:00:00,246.13,796.55,1.3,588.64,,,,,,
2022-07-16,05:00:00,266.95,942.6,1.9,708.22,,,,,,
2022-07-16,06:00:00,294.84,1149.08,2.2,821.95,,,,,,
2022-07-16,07:00:00,345.15,1366.32,2.4,961.85,,,,,,
2022-07-16,08:00:00,398.44,1562.84,2.7,1105.56,,,,,,
2022-07-16,09:00:00,444.06,1782.63,3.1,1240.28,,,,,,
