DIA,HORA,Totalizador_Aire_L2,Totalizador_Aire_L3,Totaliador_Aire_L4,Totalizador_Aire_L5,Totalizador_Aire_Bodega,Totalizador_Aire_Cocina,Totalizador Sistema Kaeser,Tot Aire Expulsion,Tot Aire Servicio Logistica,Id
2022-07-01,02:00:00,6440.43,4903.54,3200.9,2143.08,17523.48,4837.57,54517.0,0.0,0.0,
2022-07-01,03:00:00,6529.94,4950.46,3273.15,2143.61,18048.57,5004.59,55649.0,0.0,0.0,
2022-07-01,04:00:00,6620.61,4997.8,3345.37,2146.73,18584.67,5175.24,56882.0,0.0,0.0,
2022-07-01,05:00:01,6712.13,5045.33,3417.79,2149.8,19118.36,5344.64,58115.0,0.0,0.0,
2022-07-01,06:00:01,6805.28,5093.2,3490.21,2153.06,19657.22,5515.17,59356.0,0.0,0.0,
2022-07-01,07:00:00,6902.12,5141.35,3562.89,2156.56,20196.42,5686.66,60606.0,0.0,0.0,
2022-07-01,08:00:00,6989.81,5188.19,3634.99,2157.12,20722.81,5854.16,61731.0,0.0,0.0,
2022-07-01,09:00:01,7075.45,5234.54,3707.34,2157.12,21236.63,6020.11,62843.0,0.0,0.0,
2022-07-01,10:00:00,7159.84,5279.75,3779.23,2157.12,21742.69,6185.36,63955.0,0.0,0.0,
2022-07-01,11:00:00,7243.83,5324.56,3850.75,2157.12,22248.49,6350.54,65066.0,0.0,0.0,
2022-07-01,12:00:00,7330.94,5371.66,3922.93,2158.07,22769.97,6517.95,66198.0,0.0,0.0,
2022-07-01,13:00:00,7431.4,5421.55,3995.33,2161.75,23331.87,6692.43,67402.0,0.0,0.0,
2022-07-01,14:00:00,7533.61,5472.67,4067.69,2164.6,23899.56,6868.41,68622.0,0.0,0.0,
2022-07-01,15:00:00,7634.05,5522.47,4139.57,2167.39,24456.71,7042.9,69832.0,0.0,0.0,
2022-07-01,16:00:00,7734.16,5571.91,4211.26,2170.26,25012.6,7217.12,71038.0,0.0,0.0,
2022-07-01,17:00:00,7833.08,5621.06,4282.59,2173.89,25565.25,7390.18,72228.0,0.0,0.0,
2022-07-01,18:00:00,7934.16,5670.99,4354.27,2176.69,26125.78,7565.06,73439.0,0.0,0.0,
2022-07-01,19:00:00,8036.24,5721.7,4426.44,2179.93,26686.29,7740.24,74653.0,0.0,0.0,
2022-07-01,20:00:00,8138.31,5772.31,4498.52,2182.8,27250.27,7915.58,75868.0,0.0,0.0,
2022-07-01,21:00:00,8240.79,5822.85,4570.57,2185.64,27816.73,8090.86,77081.0,0.0,0.0,
2022-07-01,22:00:00,8344.46,5874.12,4642.97,2188.53,28384.42,8267.62,78302.0,0.17,0.0,
2022-07-01,23:00:00,8447.87,5954.15,4737.72,2193.46,28969.45,8473.11,79623.0,0.17,0.0,
2022-07-01,23:59:00,8549.03,6042.22,4835.84,2199.21,29558.3,8675.78,80992.0,4.4,0.0,
2022-07-02,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-02,01:00:00,103.15,100.3,99.82,8.44,822.88,206.35,1617.0,0.0,0.0,
2022-07-02,02:00:00,207.34,251.78,200.93,16.6,1642.1,413.25,3292.0,0.0,0.01,
2022-07-02,03:00:00,314.85,466.58,294.12,24.68,2448.07,629.83,5026.0,0.01,0.03,
2022-07-02,04:00:00,424.21,731.3,416.69,32.94,3025.72,855.16,6625.0,0.01,0.04,
2022-07-02,05:00:00,534.73,1038.29,547.04,39.11,3670.12,1099.82,8412.0,0.01,0.04,
2022-07-02,06:00:01,645.14,1339.98,673.74,44.48,4345.14,1338.87,10219.0,0.01,0.04,
2022-07-02,07:00:00,755.23,1619.25,805.37,51.63,4950.01,1592.29,12108.0,12.17,0.04,
2022-07-02,08:00:01,865.84,1923.76,945.73,58.31,5543.92,1845.8,14063.0,35.24,0.04,
2022-07-02,09:00:01,983.3,2241.0,1094.35,63.53,6302.73,2088.72,16348.0,74.0,0.06,
2022-07-02,10:00:01,1123.12,2553.33,1248.15,65.29,6962.14,2326.62,18517.0,113.26,0.08,
2022-07-02,11:00:00,1260.0,2884.39,1402.34,66.8,7622.33,2572.26,20683.0,145.21,0.08,
2022-07-02,12:00:00,1385.53,3196.61,1555.62,67.91,8271.72,2822.07,22780.0,167.49,0.1,
2022-07-02,13:00:00,1496.56,3494.09,1711.68,70.38,8937.8,3059.33,25016.0,206.42,0.13,
2022-07-02,14:00:00,1605.61,3787.91,1857.16,73.65,9712.37,3287.53,27337.0,245.61,0.18,
2022-07-02,15:00:00,1713.68,4100.37,2009.2,75.3,10331.77,3523.96,29531.0,285.03,0.21,
2022-07-02,16:00:00,1822.38,4402.63,2153.87,77.4,10962.29,3755.12,31711.0,323.94,0.23,
2022-07-02,17:00:00,1928.97,4721.64,2307.78,81.17,11513.08,3989.67,33791.0,363.17,0.27,
2022-07-02,18:00:00,2036.73,5030.69,2461.07,84.97,12205.89,4200.64,35990.0,402.29,0.33,
2022-07-02,19:00:00,2144.55,5257.81,2610.07,89.91,12829.26,4439.92,38031.0,441.58,0.36,
2022-07-02,20:00:01,2261.38,5571.21,2760.54,93.99,13475.85,4675.92,40175.0,480.64,0.4,
2022-07-02,21:00:00,2381.86,5877.64,2912.23,97.05,14069.06,4913.59,42297.0,520.17,0.44,
2022-07-02,22:00:00,2505.6,6149.5,3059.71,101.81,14627.56,5138.54,44332.0,559.32,0.47,
2022-07-02,23:00:00,2713.71,6460.42,3213.93,104.92,15162.72,5369.43,46453.0,599.31,0.51,
2022-07-02,23:59:00,2942.42,6768.16,3366.88,107.57,15687.57,5585.87,48524.0,635.47,0.53,
2022-07-03,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-03,01:00:01,304.3,310.5,153.03,3.66,630.77,219.16,2350.0,38.34,0.01,
2022-07-03,02:00:00,610.68,631.2,305.52,5.16,1174.56,459.46,4501.0,60.63,0.01,
2022-07-03,03:00:00,922.92,840.44,461.69,8.41,1726.38,674.77,6658.0,99.35,0.01,
2022-07-03,04:00:01,1262.02,1135.12,615.16,13.06,2429.51,909.05,9073.0,132.41,0.01,
2022-07-03,05:00:00,1629.13,1438.93,768.45,19.59,3133.71,1138.31,11606.0,171.39,0.03,
2022-07-03,06:00:00,2013.77,1715.32,921.82,26.19,3841.04,1382.69,14139.0,210.99,0.05,
2022-07-03,07:00:00,2388.3,2012.98,1079.28,30.91,4522.67,1609.52,16593.0,242.17,0.06,
2022-07-03,08:00:00,2758.16,2321.48,1232.74,37.4,5206.19,1851.42,19095.0,272.09,0.08,
2022-07-03,09:00:01,3130.41,2611.58,1382.47,42.78,5816.31,2091.89,21565.0,311.77,0.11,
2022-07-03,10:00:00,3490.19,2895.8,1539.37,48.57,6470.52,2332.98,24092.0,351.11,0.15,
2022-07-03,11:00:00,3883.77,3185.6,1697.39,172.93,7001.42,2571.18,26618.0,390.04,0.2,
2022-07-03,12:00:00,4248.28,3497.41,1850.33,321.22,7654.04,2812.5,29278.0,429.24,0.25,
2022-07-03,13:00:00,4614.9,3792.18,1991.87,468.56,8419.52,3050.71,32032.0,468.53,0.3,
2022-07-03,14:00:00,4978.37,4096.67,2124.91,617.49,9185.6,3285.27,34775.0,507.5,0.37,
2022-07-03,15:00:01,5329.25,4410.6,2269.7,768.27,9936.85,3509.43,37539.0,546.5,0.45,
2022-07-03,16:00:00,5712.94,4719.68,2425.0,919.17,10692.58,3731.24,40337.0,585.68,0.53,
2022-07-03,17:00:00,6099.71,5023.13,2583.24,1069.9,11445.68,3969.52,43166.0,625.29,0.61,
2022-07-03,18:00:00,6468.9,5337.87,2739.13,1220.88,12221.38,4192.83,45992.0,664.78,0.71,
2022-07-03,19:00:01,6748.2,5619.94,2897.38,1282.22,13047.56,4436.69,48623.0,704.48,0.77,
2022-07-03,20:00:01,7132.23,5931.82,3055.36,1289.59,13815.94,4666.31,51329.0,743.71,0.81,
2022-07-03,21:00:00,7511.31,6245.62,3217.62,1297.15,14569.19,4899.7,54049.0,783.11,0.85,
2022-07-03,22:00:00,7900.25,6549.75,3375.52,1304.78,15333.24,5138.28,56756.0,822.13,0.87,
2022-07-03,23:00:00,8260.11,6819.16,3517.41,1311.8,16105.21,5373.21,59359.0,861.38,0.9,
2022-07-03,23:59:00,8641.83,7090.96,3674.42,1432.72,16947.29,5611.91,62154.0,900.29,0.93,
2022-07-04,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-04,01:00:01,390.67,288.55,162.16,141.21,795.11,243.75,2830.0,39.07,0.05,
2022-07-04,02:00:01,788.97,580.18,326.21,280.45,1636.56,476.56,5746.0,78.23,0.09,
2022-07-04,03:00:00,1075.18,860.96,488.17,425.55,2342.69,720.06,8332.0,117.35,0.13,
2022-07-04,04:00:00,1429.01,1122.97,649.34,546.78,3047.04,954.3,10935.0,156.67,0.16,
2022-07-04,05:00:00,1789.85,1422.89,811.76,668.81,3680.14,1196.9,13537.0,195.73,0.19,
2022-07-04,06:00:00,2169.54,1715.37,969.44,786.85,4292.62,1445.58,16162.0,234.74,0.22,
2022-07-04,07:00:00,2537.46,1993.68,1121.64,942.84,5090.58,1688.95,18925.0,273.65,0.24,
2022-07-04,08:00:00,2918.59,2299.43,1280.08,1127.5,5996.73,1930.85,21895.0,312.73,0.29,
2022-07-04,09:00:00,3297.05,2616.57,1445.4,1300.27,7063.5,2172.97,25094.0,352.04,0.34,
2022-07-04,10:00:00,3649.71,2924.78,1610.2,1475.49,7903.19,2402.58,28046.0,391.32,0.39,
2022-07-04,11:00:00,4000.79,3225.52,1767.29,1594.69,8728.08,2649.25,30944.0,430.15,0.43,
2022-07-04,12:00:00,4242.48,3508.96,1928.84,1763.37,9599.0,2888.99,33823.0,471.0,0.47,
2022-07-04,13:00:01,4501.61,3816.26,2095.26,1921.87,10436.58,3128.29,36628.0,515.13,0.51,
2022-07-04,14:00:00,4844.91,4104.43,2255.53,2099.78,11400.85,3369.72,39630.0,559.57,0.57,
2022-07-04,15:00:00,5216.8,4396.79,2414.48,2212.04,12303.32,3607.71,42544.0,603.6,0.61,
2022-07-04,16:00:00,5578.02,4656.78,2579.06,2390.84,13120.38,3839.27,45384.0,647.56,0.67,
2022-07-04,17:00:00,5952.13,4953.35,2736.6,2559.16,13819.59,4069.41,48194.0,692.04,0.73,
2022-07-04,18:00:01,6309.88,5244.22,2897.52,2702.07,14539.48,4286.08,50914.0,736.6,0.76,
2022-07-04,19:00:00,6559.13,5519.55,3039.65,2832.6,15146.15,4518.83,53314.0,780.79,0.78,
2022-07-04,20:00:01,6906.1,5816.04,3187.13,3004.24,15766.65,4752.3,56023.0,824.54,0.81,
2022-07-04,21:00:00,7287.19,6125.7,3342.38,3161.42,16401.48,4991.92,58810.0,868.34,0.84,
2022-07-04,22:00:00,7671.45,6435.61,3504.29,3317.53,17048.54,5221.08,61638.0,912.01,0.89,
2022-07-04,23:00:01,8038.53,6694.81,3669.1,3415.1,17709.04,5440.76,64360.0,955.78,0.93,
2022-07-04,23:59:00,8384.15,6974.13,3829.23,3560.63,18440.52,5685.84,67069.0,998.74,0.99,
2022-07-05,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-05,01:00:00,345.75,288.87,160.39,162.21,815.61,233.05,2836.0,43.57,0.05,
2022-07-05,02:00:00,660.57,604.83,321.54,319.03,1643.31,464.67,5635.0,87.29,0.11,
2022-07-05,03:00:00,938.97,890.13,480.45,424.96,2461.15,715.44,8288.0,131.02,0.15,
2022-07-05,04:00:00,1293.92,1194.34,641.75,588.04,3169.02,950.87,11009.0,174.59,0.19,
2022-07-05,05:00:00,1606.89,1496.69,802.5,758.76,3914.61,1205.39,13761.0,218.3,0.23,
2022-07-05,06:00:00,1950.44,1785.72,964.63,900.29,4718.74,1458.06,16513.0,261.83,0.29,
2022-07-05,07:00:00,2331.27,2093.13,1118.62,1041.97,5479.48,1694.59,19260.0,305.13,0.35,
2022-07-05,08:00:00,2674.76,2378.61,1281.13,1203.56,6280.25,1949.6,22103.0,348.47,0.4,
2022-07-05,09:00:00,3050.17,2654.06,1446.19,1315.09,7149.43,2173.71,25027.0,392.31,0.46,
2022-07-05,10:00:00,3400.9,2932.63,1601.58,1426.54,8029.88,2425.83,27884.0,436.08,0.51,
2022-07-05,11:00:00,3777.07,3211.72,1758.69,1552.14,8849.11,2647.01,30748.0,479.63,0.57,
2022-07-05,12:00:00,4105.71,3505.58,1922.17,1736.09,9611.36,2880.95,33636.0,523.44,0.94,
2022-07-05,13:00:00,4479.8,3808.58,2084.32,1896.0,10279.64,3109.1,36361.0,567.01,1.0,
2022-07-05,14:00:00,4806.62,4086.29,2246.49,2059.15,10892.02,3347.87,38890.0,605.73,1.12,
2022-07-05,15:00:00,5136.17,4365.05,2404.71,2180.03,11644.2,3611.11,41556.0,649.51,1.18,
2022-07-05,16:00:00,5502.08,4638.4,2571.89,2314.3,12314.42,3851.07,44177.0,693.56,1.23,
2022-07-05,17:00:00,5844.34,4913.84,2734.86,2439.76,13063.48,4125.55,46873.0,737.81,1.28,
2022-07-05,18:00:00,6175.71,5163.03,2897.2,2549.14,13782.08,4357.81,49414.0,780.85,1.31,
2022-07-05,19:00:00,6411.79,5371.58,3056.27,2721.29,14450.39,4589.16,51825.0,825.39,1.34,
2022-07-05,20:00:00,6731.6,5679.28,3215.98,2906.07,15022.97,4805.95,54355.0,870.01,1.36,
2022-07-05,21:00:00,7070.92,5978.45,3377.26,3081.31,15589.75,5050.79,57012.0,914.15,1.38,
2022-07-05,22:00:01,7402.11,6289.83,3535.34,3255.5,16204.45,5292.57,59674.0,957.89,1.39,
2022-07-05,23:00:00,7754.07,6580.91,3694.6,3366.07,16952.07,5524.29,62385.0,1001.7,1.4,
2022-07-05,23:59:00,8084.45,6862.19,3856.39,3513.52,17722.64,5774.54,65150.0,1044.96,1.41,
2022-07-06,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-06,01:00:00,370.73,284.15,162.44,134.25,677.19,235.45,2627.0,44.04,0.01,
2022-07-06,02:00:00,733.06,570.61,322.37,282.2,1577.36,479.95,5550.0,87.88,0.03,
2022-07-06,03:00:00,1025.35,780.25,485.42,397.67,2398.75,734.13,8120.0,131.7,0.05,
2022-07-06,04:00:00,1369.79,1059.9,645.82,543.06,3165.63,976.06,10791.0,175.46,0.07,
2022-07-06,05:00:00,1711.64,1260.67,808.84,689.22,3999.01,1224.22,13440.0,218.98,0.09,
2022-07-06,06:00:00,2071.78,1501.72,973.21,815.61,4642.52,1484.45,15954.0,262.77,0.11,
2022-07-06,07:00:00,2436.17,1803.08,1136.78,942.73,5385.65,1751.11,18594.0,299.01,0.12,
2022-07-06,08:00:01,2817.21,2105.16,1302.72,1067.69,6357.77,2013.59,21554.0,343.37,0.15,
2022-07-06,09:00:00,3188.72,2416.12,1467.05,1192.91,7326.73,2269.64,24536.0,387.58,0.17,
2022-07-06,10:00:00,3516.09,2733.29,1628.79,1314.31,8291.96,2525.12,27325.0,415.08,0.2,
2022-07-06,11:00:00,3898.87,2959.51,1789.47,1441.01,9264.2,2798.97,30112.0,439.78,0.23,
2022-07-06,12:00:00,4252.49,3284.46,1952.72,1557.03,10263.26,3055.89,33170.0,483.8,0.27,
2022-07-06,13:00:00,4628.38,3596.6,2114.58,1674.43,11193.8,3309.74,36176.0,527.79,0.31,
2022-07-06,14:00:00,4985.02,3874.55,2277.48,1808.98,12083.63,3571.9,39113.0,571.58,0.36,
2022-07-06,15:00:00,5349.64,4190.53,2437.95,1936.01,12834.73,3826.6,41920.0,615.45,0.41,
2022-07-06,16:00:00,5714.03,4452.34,2594.81,2062.75,13570.03,4063.84,44585.0,659.48,0.45,
2022-07-06,17:00:01,6068.54,4745.49,2755.49,2189.19,14576.66,4321.97,47578.0,703.88,0.49,
2022-07-06,18:00:00,6425.8,5037.21,2900.56,2324.42,15542.43,4556.46,50450.0,735.41,0.52,
2022-07-06,19:00:01,6689.17,5315.38,3049.95,2454.71,16478.59,4806.0,53237.0,780.16,0.56,
2022-07-06,20:00:00,7055.04,5577.08,3204.58,2599.68,17171.76,5032.63,55861.0,824.48,0.6,
2022-07-06,21:00:01,7413.09,5781.79,3349.66,2747.71,17795.89,5283.07,58348.0,868.91,0.64,
2022-07-06,22:00:00,7784.13,6036.63,3496.59,2900.7,18335.75,5517.67,60857.0,912.95,0.68,
2022-07-06,23:00:00,8138.61,6333.09,3637.63,3000.12,19044.7,5758.15,63504.0,956.67,0.71,
2022-07-06,23:59:00,8493.95,6639.86,3792.93,3113.69,19888.07,5990.92,66328.0,998.33,0.75,
2022-07-07,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-07,01:00:01,392.66,308.17,159.81,107.39,866.63,247.0,2943.0,43.8,0.03,
2022-07-07,02:00:00,785.39,592.34,319.09,220.19,1814.66,501.45,5896.0,87.5,0.05,
2022-07-07,03:00:00,1089.05,803.12,475.7,317.75,2767.5,729.88,8506.0,123.46,0.07,
2022-07-07,04:00:00,1442.15,1118.04,632.13,450.07,3420.8,976.91,11113.0,167.25,0.09,
2022-07-07,05:00:00,1813.8,1426.96,785.0,564.78,4246.43,1212.13,13612.0,181.42,0.1,
2022-07-07,06:00:00,2170.32,1723.7,944.44,663.87,5179.42,1465.25,16345.0,206.55,0.11,
2022-07-07,07:00:00,2508.65,2015.2,1090.57,784.24,5949.27,1681.37,19001.0,249.18,0.12,
2022-07-07,08:00:00,2877.41,2317.13,1248.23,925.42,6514.59,1911.8,21560.0,293.11,0.14,
2022-07-07,09:00:00,3155.86,2632.73,1409.82,1042.62,7072.2,2139.8,23981.0,337.28,0.16,
2022-07-07,10:00:00,3488.49,2929.02,1569.46,1159.76,7777.55,2391.24,26623.0,381.05,0.2,
2022-07-07,11:00:00,3821.9,3219.03,1726.72,1276.73,8385.31,2653.31,29212.0,425.07,0.22,
2022-07-07,12:00:00,4066.49,3540.94,1885.42,1393.07,8905.9,2904.24,31461.0,447.37,0.23,
2022-07-07,13:00:00,4329.62,3863.14,2043.43,1521.12,9418.34,3159.39,33748.0,471.41,0.24,
2022-07-07,14:00:00,4604.45,4166.08,2197.14,1647.57,9941.94,3377.44,36153.0,514.23,0.28,
2022-07-07,15:00:00,4880.12,4457.59,2356.45,1772.94,10466.41,3589.56,38579.0,558.39,0.3,
2022-07-07,16:00:00,5139.09,4768.88,2517.26,1897.97,11051.13,3786.68,40948.0,601.14,0.33,
2022-07-07,17:00:00,5399.98,5063.26,2676.7,2023.15,11588.37,4001.7,43137.0,627.5,0.36,
2022-07-07,18:00:01,5660.16,5294.48,2834.33,2153.11,12109.95,4207.03,45370.0,672.42,0.39,
2022-07-07,19:00:00,5916.35,5481.34,2965.47,2300.29,12629.82,4409.93,47543.0,716.96,0.43,
2022-07-07,20:00:00,6200.99,5795.79,3119.38,2487.27,13157.16,4640.9,49828.0,739.48,0.46,
2022-07-07,21:00:00,6520.37,6107.46,3274.82,2664.96,13684.65,4874.82,51966.0,744.1,0.5,
2022-07-07,22:00:00,6836.77,6405.67,3438.67,2828.9,14217.68,5113.54,54052.0,744.1,0.55,
2022-07-07,23:00:00,7153.61,6702.08,3579.98,2954.08,14780.71,5333.89,56057.0,744.1,0.59,
2022-07-07,23:59:00,7492.5,6998.92,3739.37,3079.63,15408.88,5564.68,58193.0,744.1,0.63,
2022-07-08,00:00:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-08,01:00:00,347.73,285.37,164.66,119.48,592.66,259.89,2130.0,0.0,0.02,
2022-07-08,02:00:00,669.63,577.11,325.42,238.9,1250.84,539.34,4493.0,18.57,0.06,
2022-07-08,03:00:00,975.84,772.64,488.41,358.92,2057.98,838.15,7074.0,53.26,0.1,
2022-07-08,04:00:00,1322.33,1077.86,652.92,420.59,2884.59,1138.22,9901.0,96.89,0.12,
2022-07-08,05:00:01,1662.85,1371.15,811.18,427.02,3508.45,1412.09,12405.0,140.74,0.13,
2022-07-08,06:00:00,2007.25,1679.98,972.7,432.86,4068.98,1712.23,14875.0,184.63,0.13,
2022-07-08,07:00:01,2326.3,1913.34,1135.58,437.11,4671.79,1990.11,17172.0,228.44,0.14,
2022-07-08,08:00:00,2639.06,2209.0,1294.39,441.12,5262.01,2264.0,19532.0,271.98,0.14,
2022-07-08,09:00:00,2888.28,2489.66,1456.28,445.5,5849.0,2519.16,21763.0,315.96,0.14,
2022-07-08,10:00:00,3154.04,2745.48,1611.11,450.96,6653.6,2772.54,24212.0,359.51,0.15,
2022-07-08,11:00:00,3422.79,2935.94,1766.87,455.59,7451.16,3052.18,26621.0,403.37,0.17,
2022-07-08,12:00:00,3631.4,3182.5,1925.17,460.47,8041.82,3288.85,28763.0,446.82,0.17,
2022-07-08,13:00:00,3797.84,3387.16,2073.06,466.1,8598.09,3517.88,30757.0,489.88,0.19,
2022-07-08,14:00:00,3918.65,3622.0,2223.12,471.97,9105.66,3756.79,32706.0,532.91,0.2,
2022-07-08,15:00:00,4012.13,3892.39,2359.83,478.05,9593.92,4013.1,34654.0,575.85,0.2,
2022-07-08,16:00:00,4106.49,4194.75,2512.38,483.64,10079.57,4268.52,36670.0,619.01,0.2,
2022-07-08,17:00:01,4198.92,4463.43,2664.91,489.53,10564.62,4501.54,38606.0,662.43,0.2,
2022-07-08,18:00:01,4293.02,4784.43,2814.87,495.19,11057.99,4731.63,40612.0,705.88,0.2,
2022-07-08,19:00:00,4384.83,4968.33,2953.63,501.71,11565.3,4979.17,42482.0,749.47,0.2,
2022-07-08,20:00:00,4480.4,5283.79,3100.82,506.28,12129.7,5230.87,44576.0,793.02,0.2,
2022-07-08,21:00:00,4577.08,5556.52,3244.94,510.57,12693.88,5502.55,46684.0,836.82,0.2,
2022-07-08,22:00:00,4675.0,5833.67,3391.67,514.36,13306.74,5743.64,48809.0,880.65,0.2,
2022-07-08,23:00:00,4773.59,6135.51,3548.92,517.22,13911.97,6001.68,50974.0,924.76,0.2,
2022-07-08,23:59:00,4871.46,6440.73,3700.48,520.72,14485.0,6269.83,53089.0,967.98,0.2,
2022-07-09,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-09,01:00:00,99.28,318.06,155.66,4.42,600.91,242.26,2094.0,43.52,0.0,
2022-07-09,02:00:00,200.04,608.57,308.56,8.71,1295.73,480.92,4248.0,87.56,0.0,
2022-07-09,03:00:00,299.22,813.55,461.94,13.98,1969.38,726.9,6286.0,131.17,0.0,
2022-07-09,04:00:01,400.56,1088.25,621.17,18.77,2655.08,975.77,8434.0,174.5,0.0,
2022-07-09,05:00:01,500.82,1378.9,782.21,24.62,3190.58,1215.85,10437.0,218.03,0.0,
2022-07-09,06:00:00,602.11,1605.5,944.44,28.6,3875.22,1466.85,12523.0,261.91,0.0,
2022-07-09,07:00:00,703.79,1852.18,1104.33,32.42,4573.44,1716.79,14641.0,305.92,0.0,
2022-07-09,08:00:00,805.25,2151.9,1247.99,36.49,5237.98,1959.61,16780.0,350.22,0.0,
2022-07-09,09:00:00,905.52,2477.04,1403.05,41.97,5777.91,2211.37,18855.0,394.36,0.0,
2022-07-09,10:00:00,1004.3,2761.94,1564.62,47.37,6306.19,2473.09,20892.0,438.28,0.0,
2022-07-09,11:00:00,1100.33,2958.58,1702.9,53.39,6833.08,2748.2,22823.0,481.78,0.0,
2022-07-09,12:00:00,1196.71,3226.21,1857.49,58.86,7342.11,3022.74,24835.0,525.48,0.0,
2022-07-09,13:00:00,1294.19,3532.84,2015.26,64.12,7846.8,3273.77,26885.0,569.04,0.0,
2022-07-09,14:00:00,1387.98,3794.56,2177.19,69.72,8347.5,3524.51,28870.0,612.42,0.01,
2022-07-09,15:00:00,1480.99,4077.0,2328.85,75.37,8844.11,3749.51,30852.0,655.92,0.01,
2022-07-09,16:00:00,1574.81,4401.25,2484.8,79.55,9333.47,3994.73,32974.0,700.08,0.01,
2022-07-09,17:00:00,1669.09,4713.73,2640.53,83.45,9822.16,4239.57,35092.0,743.99,0.01,
2022-07-09,18:00:00,1762.64,5021.07,2788.27,87.83,10318.27,4482.27,37196.0,788.09,0.01,
2022-07-09,19:00:00,1854.32,5215.39,2921.37,93.81,10818.58,4730.77,39124.0,832.04,0.01,
2022-07-09,20:00:00,1948.64,5536.07,3073.01,98.47,11354.05,4976.87,41215.0,876.25,0.02,
2022-07-09,21:00:00,2043.99,5811.61,3222.59,101.77,12063.56,5224.16,43404.0,920.41,0.02,
2022-07-09,22:00:00,2139.28,6102.5,3365.17,106.91,12639.81,5463.08,45460.0,964.23,0.02,
2022-07-09,23:00:00,2272.61,6406.59,3514.26,111.12,13409.22,5718.67,47799.0,1008.42,0.02,
2022-07-09,23:59:00,2469.31,6705.48,3666.56,114.13,13961.36,5964.1,49987.0,1051.79,0.02,
2022-07-10,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-10,01:00:00,266.96,294.59,151.83,1.96,538.95,238.27,2257.0,43.93,0.0,
2022-07-10,02:00:00,540.68,592.54,293.08,5.03,1076.81,493.17,4492.0,88.18,0.0,
2022-07-10,03:00:00,815.79,867.05,425.73,8.82,1657.47,745.81,6787.0,132.43,0.0,
2022-07-10,04:00:00,1110.88,1182.16,579.78,12.88,2306.83,983.31,9171.0,176.26,0.0,
2022-07-10,05:00:00,1391.97,1470.85,733.52,20.21,3117.0,1239.28,11755.0,220.15,0.0,
2022-07-10,06:00:00,1666.27,1773.38,890.09,26.68,3896.08,1486.99,14287.0,264.22,0.01,
2022-07-10,07:00:00,1920.96,2060.89,1047.38,33.58,4718.91,1734.18,16845.0,308.19,0.01,
2022-07-10,08:00:00,2210.42,2314.35,1201.18,40.76,5528.2,1985.27,19439.0,351.93,0.01,
2022-07-10,09:00:01,2477.91,2612.71,1361.08,47.58,6333.27,2235.55,22017.0,395.94,0.01,
2022-07-10,10:00:00,2799.43,2926.43,1517.39,55.26,7137.84,2478.13,24701.0,439.66,0.01,
2022-07-10,11:00:00,3101.36,3236.98,1659.56,62.42,7927.55,2720.27,27317.0,483.46,0.01,
2022-07-10,12:00:01,3426.86,3549.09,1817.82,69.26,8682.2,2966.96,29979.0,526.61,0.01,
2022-07-10,13:00:00,3749.95,3854.81,1977.38,74.56,9332.2,3204.3,32509.0,570.79,0.02,
2022-07-10,14:00:01,4073.88,4168.86,2135.2,77.28,9830.3,3445.32,34811.0,615.25,0.02,
2022-07-10,15:00:00,4391.89,4469.8,2292.78,80.42,10334.94,3707.89,37108.0,659.57,0.02,
2022-07-10,16:00:00,4702.94,4784.88,2449.83,83.22,10837.5,3958.65,39417.0,704.08,0.02,
2022-07-10,17:00:00,5023.39,5101.99,2606.05,87.15,11408.7,4195.45,41791.0,748.7,0.03,
2022-07-10,18:00:00,5345.12,5407.68,2762.37,92.25,12005.98,4429.8,44226.0,793.3,0.03,
2022-07-10,19:00:00,5647.77,5618.38,2917.95,94.67,12611.92,4664.43,46502.0,837.69,0.04,
2022-07-10,20:00:00,5977.04,5923.02,3071.77,100.43,13233.25,4905.61,48989.0,882.72,0.05,
2022-07-10,21:00:00,6307.77,6203.59,3229.77,105.63,13873.39,5147.23,51439.0,927.61,0.05,
2022-07-10,22:00:00,6640.91,6498.58,3380.93,110.8,14509.5,5388.34,53889.0,972.07,0.06,
2022-07-10,23:00:01,6957.77,6800.6,3531.68,117.91,15283.63,5625.53,56548.0,1016.04,0.06,
2022-07-10,23:59:00,7271.11,7081.73,3681.33,124.16,15999.5,5859.7,59074.0,1059.53,0.07,
2022-07-11,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
