DIA,HORA,Totalizador Bba P1,Totalizador Bba P2,Totalizador Bba P4,Totalizador Bba Envasado,Totalizador Bba P51,Totalizador Bba Gas,Id
2022-07-01,02:00:00,481.25,3342.41,1906.69,1395.88,1019.31,0.0,
2022-07-01,03:00:00,481.25,3556.59,1906.69,1409.19,1131.81,0.0,
2022-07-01,04:00:00,481.25,3782.34,1906.69,1423.0,1244.31,0.0,
2022-07-01,05:00:01,481.25,4008.38,1906.69,1423.0,1356.88,0.0,
2022-07-01,06:00:01,481.25,4156.16,1906.69,1436.38,1469.38,0.0,
2022-07-01,07:00:00,481.25,4343.56,1906.69,1449.88,1581.78,0.0,
2022-07-01,08:00:00,481.25,4567.69,1906.69,1463.69,1694.28,0.0,
2022-07-01,09:00:01,481.25,4766.5,1906.69,1463.69,1806.88,0.0,
2022-07-01,10:00:00,481.25,4921.34,1906.69,1476.88,1919.28,0.0,
2022-07-01,11:00:00,481.25,5142.84,1906.69,1490.75,2031.78,0.0,
2022-07-01,12:00:00,481.25,5285.66,1906.69,1521.25,2144.28,0.0,
2022-07-01,13:00:00,481.25,5301.88,1906.69,1538.75,2256.78,0.0,
2022-07-01,14:00:00,481.25,5309.75,1906.69,1552.69,2369.28,0.0,
2022-07-01,15:00:00,481.25,5317.59,1906.69,1566.25,2481.78,0.0,
2022-07-01,16:00:00,481.25,5322.91,1906.69,1566.25,2594.28,0.0,
2022-07-01,17:00:00,487.05,5327.69,1906.69,1580.38,2706.75,0.0,
2022-07-01,18:00:00,493.89,5332.69,1906.69,1594.0,2819.25,0.0,
2022-07-01,19:00:00,499.45,5338.31,1906.69,1594.0,2931.75,0.0,
2022-07-01,20:00:00,511.2,5343.22,1906.69,1607.69,3044.25,0.0,
2022-07-01,21:00:00,514.22,5348.38,1906.69,1614.69,3156.75,0.0,
2022-07-01,22:00:00,523.06,5361.63,1906.69,1621.56,3269.25,0.0,
2022-07-01,23:00:00,534.56,5402.84,1906.69,1635.25,3381.75,0.0,
2022-07-01,23:59:00,571.06,5444.75,1906.69,1682.38,3492.38,0.0,
2022-07-02,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-02,01:00:00,23.78,41.28,0.0,48.38,112.5,0.0,
2022-07-02,02:00:00,23.78,79.75,0.0,95.0,225.0,0.0,
2022-07-02,03:00:00,38.8,120.13,0.0,141.69,337.5,0.0,
2022-07-02,04:00:00,62.58,162.38,0.0,172.13,450.0,0.0,
2022-07-02,05:00:00,101.95,197.66,0.0,226.81,562.5,0.0,
2022-07-02,06:00:01,151.86,234.59,0.0,291.38,675.06,0.0,
2022-07-02,07:00:00,187.75,270.13,0.0,337.69,787.47,0.0,
2022-07-02,08:00:01,227.03,296.81,0.0,390.81,900.06,0.0,
2022-07-02,09:00:01,265.28,391.16,0.0,441.81,1012.56,0.0,
2022-07-02,10:00:01,312.55,608.47,0.0,501.5,1125.06,0.0,
2022-07-02,11:00:00,336.13,822.69,0.0,531.38,1237.47,0.0,
2022-07-02,12:00:00,385.38,969.0,0.0,598.38,1349.97,0.0,
2022-07-02,13:00:00,423.19,1165.88,0.0,645.81,1462.47,0.0,
2022-07-02,14:00:00,463.7,1380.81,0.0,701.69,1574.97,0.0,
2022-07-02,15:00:00,473.61,1541.88,0.0,767.0,1687.47,0.0,
2022-07-02,16:00:00,473.61,1719.78,0.0,800.19,1799.97,0.0,
2022-07-02,17:00:00,473.61,1822.16,0.0,844.38,1912.47,0.0,
2022-07-02,18:00:00,473.61,1934.69,0.0,873.69,2024.94,0.0,
2022-07-02,19:00:00,473.61,2001.44,0.0,921.63,2137.44,0.0,
2022-07-02,20:00:01,473.61,2047.81,0.0,968.5,2250.03,0.0,
2022-07-02,21:00:00,473.61,2174.19,0.0,1014.63,2362.44,0.0,
2022-07-02,22:00:00,473.61,2345.69,0.0,1061.0,2474.94,0.0,
2022-07-02,23:00:00,473.61,2389.75,0.0,1107.63,2587.44,0.0,
2022-07-02,23:59:00,473.61,2440.44,0.0,1175.81,2698.06,0.0,
2022-07-03,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-03,01:00:01,0.0,62.56,0.0,70.88,112.56,0.0,
2022-07-03,02:00:00,0.0,63.97,0.0,134.5,225.0,0.0,
2022-07-03,03:00:00,0.0,83.38,0.0,186.31,337.5,0.0,
2022-07-03,04:00:01,0.0,235.47,0.0,249.69,450.06,0.0,
2022-07-03,05:00:00,0.0,421.84,0.0,302.19,562.5,0.0,
2022-07-03,06:00:00,0.0,452.78,0.0,360.88,674.97,0.0,
2022-07-03,07:00:00,0.0,452.78,0.0,429.81,787.47,0.0,
2022-07-03,08:00:00,0.0,452.78,0.0,491.69,899.97,0.0,
2022-07-03,09:00:01,0.0,457.75,0.0,549.56,1012.56,0.0,
2022-07-03,10:00:00,19.78,665.56,0.0,612.06,1124.97,0.0,
2022-07-03,11:00:00,83.88,814.59,0.0,695.81,1237.47,0.0,
2022-07-03,12:00:00,134.27,977.78,0.0,766.0,1349.97,0.0,
2022-07-03,13:00:00,191.84,1075.19,0.0,858.38,1462.47,0.0,
2022-07-03,14:00:00,191.84,1210.41,0.0,949.0,1574.97,0.0,
2022-07-03,15:00:01,191.84,1285.88,0.0,1011.56,1687.53,0.0,
2022-07-03,16:00:00,191.84,1302.88,0.0,1077.0,1799.97,0.0,
2022-07-03,17:00:00,191.84,1357.44,0.0,1161.5,1912.47,0.0,
2022-07-03,18:00:00,191.84,1475.09,0.0,1231.5,2024.97,0.0,
2022-07-03,19:00:01,191.84,1606.16,0.0,1299.31,2137.53,0.0,
2022-07-03,20:00:01,191.84,1669.06,0.0,1374.31,2250.03,0.0,
2022-07-03,21:00:00,191.84,1824.66,0.0,1432.5,2362.44,0.0,
2022-07-03,22:00:00,225.67,1995.09,0.0,1497.69,2474.94,0.0,
2022-07-03,23:00:00,286.73,2136.0,0.0,1583.19,2587.44,0.0,
2022-07-03,23:59:00,313.7,2273.84,0.0,1614.56,2698.16,0.0,
2022-07-04,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-04,01:00:01,0.0,117.16,0.0,57.0,112.5,0.0,
2022-07-04,02:00:01,0.0,248.94,0.0,122.19,225.06,0.0,
2022-07-04,03:00:00,0.0,407.94,0.0,185.69,337.53,0.0,
2022-07-04,04:00:00,0.0,557.78,0.0,231.13,450.03,0.0,
2022-07-04,05:00:00,0.0,694.41,0.0,310.19,562.53,0.0,
2022-07-04,06:00:00,0.0,714.56,26.19,380.63,673.38,0.0,
2022-07-04,07:00:00,0.0,865.59,138.69,452.69,785.88,0.0,
2022-07-04,08:00:00,0.0,1003.0,251.22,510.13,898.41,0.0,
2022-07-04,09:00:00,0.0,1111.94,363.69,583.69,1010.88,0.0,
2022-07-04,10:00:00,0.0,1291.28,476.19,647.5,1123.38,0.0,
2022-07-04,11:00:00,0.0,1508.28,588.69,719.94,1235.88,0.0,
2022-07-04,12:00:00,36.28,1666.25,701.16,790.63,1348.34,0.0,
2022-07-04,13:00:01,88.17,1808.5,813.69,860.44,1460.88,0.0,
2022-07-04,14:00:00,134.08,1830.59,926.16,918.13,1573.34,0.0,
2022-07-04,15:00:00,195.95,2008.5,1038.66,997.5,1685.84,0.0,
2022-07-04,16:00:00,250.33,2183.81,1151.16,1073.44,1798.34,0.0,
2022-07-04,17:00:00,275.78,2349.5,1263.66,1141.69,1910.84,0.0,
2022-07-04,18:00:01,275.78,2510.47,1376.19,1223.0,2023.38,0.0,
2022-07-04,19:00:00,275.78,2522.5,1488.66,1298.31,2135.84,0.0,
2022-07-04,20:00:01,275.78,2558.81,1601.19,1383.69,2248.38,0.0,
2022-07-04,21:00:00,275.78,2690.94,1713.66,1467.5,2360.84,0.0,
2022-07-04,22:00:00,275.78,2690.94,1826.16,1532.5,2473.34,0.0,
2022-07-04,23:00:01,275.78,2786.06,1938.66,1595.5,2585.84,0.0,
2022-07-04,23:59:00,310.22,2959.75,2049.25,1654.94,2696.44,0.0,
2022-07-05,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-05,01:00:00,54.06,10.78,112.5,64.44,112.5,0.0,
2022-07-05,02:00:00,105.83,16.5,225.0,134.5,225.0,0.0,
2022-07-05,03:00:00,149.2,165.44,337.5,196.44,236.81,0.0,
2022-07-05,04:00:00,159.48,252.94,450.0,261.0,236.81,0.0,
2022-07-05,05:00:00,159.48,252.94,562.5,308.13,236.81,0.0,
2022-07-05,06:00:00,159.48,252.94,675.0,373.81,236.81,0.0,
2022-07-05,07:00:00,159.48,370.88,787.5,447.94,236.81,0.0,
2022-07-05,08:00:00,159.48,430.53,900.0,513.75,236.81,0.0,
2022-07-05,09:00:00,159.48,430.53,1012.5,579.81,236.81,0.0,
2022-07-05,10:00:00,210.61,430.53,1125.0,663.31,236.81,0.0,
2022-07-05,11:00:00,258.91,441.75,1237.5,726.81,236.81,0.0,
2022-07-05,12:00:00,309.39,541.56,1349.97,793.5,236.81,0.0,
2022-07-05,13:00:00,360.19,581.53,1462.47,860.63,236.81,0.0,
2022-07-05,14:00:00,402.83,772.13,1574.97,923.31,236.81,0.0,
2022-07-05,15:00:00,456.14,967.81,1687.47,995.94,236.81,0.0,
2022-07-05,16:00:00,512.75,1089.84,1799.97,1067.81,236.81,0.0,
2022-07-05,17:00:00,566.23,1241.97,1912.47,1137.75,236.81,0.0,
2022-07-05,18:00:00,620.13,1326.16,2024.97,1213.94,236.81,0.0,
2022-07-05,19:00:00,679.47,1331.69,2137.47,1292.31,236.81,0.0,
2022-07-05,20:00:00,728.14,1331.69,2249.94,1356.0,236.81,0.0,
2022-07-05,21:00:00,755.81,1337.97,2362.44,1425.0,236.81,0.0,
2022-07-05,22:00:01,755.81,1337.97,2475.0,1487.44,236.81,0.0,
2022-07-05,23:00:00,755.81,1337.97,2587.44,1537.31,236.81,0.0,
2022-07-05,23:59:00,755.81,1337.97,2698.09,1597.81,236.81,0.0,
2022-07-06,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-06,01:00:00,0.0,1.81,112.5,61.5,0.0,0.0,
2022-07-06,02:00:00,0.0,1.81,225.0,132.5,0.0,0.0,
2022-07-06,03:00:00,0.0,1.81,337.53,177.5,0.0,0.0,
2022-07-06,04:00:00,15.95,1.81,450.0,226.19,0.0,0.0,
2022-07-06,05:00:00,77.45,1.81,562.5,310.69,0.0,0.0,
2022-07-06,06:00:00,133.98,1.81,675.0,379.94,0.0,0.0,
2022-07-06,07:00:00,182.52,1.81,787.5,447.31,0.0,0.0,
2022-07-06,08:00:01,228.25,39.0,900.03,522.13,0.0,0.0,
2022-07-06,09:00:00,281.58,51.31,1012.5,594.94,0.0,0.0,
2022-07-06,10:00:00,330.69,200.47,1125.0,658.81,0.0,0.0,
2022-07-06,11:00:00,373.61,424.03,1237.47,707.81,0.0,0.0,
2022-07-06,12:00:00,424.39,563.38,1350.0,775.13,0.0,0.0,
2022-07-06,13:00:00,473.94,668.69,1462.5,839.81,0.0,0.0,
2022-07-06,14:00:00,513.31,874.53,1574.97,910.13,0.0,0.0,
2022-07-06,15:00:00,513.31,1000.63,1687.5,958.13,0.0,0.0,
2022-07-06,16:00:00,513.31,1204.22,1800.0,1018.81,0.0,0.0,
2022-07-06,17:00:01,513.31,1373.63,1912.5,1070.13,0.0,0.0,
2022-07-06,18:00:00,513.31,1548.75,2024.97,1142.31,0.0,0.0,
2022-07-06,19:00:01,513.31,1715.34,2137.5,1188.81,0.0,0.0,
2022-07-06,20:00:00,513.31,1824.06,2249.97,1255.19,0.0,0.0,
2022-07-06,21:00:01,513.31,1881.69,2362.5,1328.63,0.0,0.0,
2022-07-06,22:00:00,513.31,1980.16,2474.94,1395.5,0.0,0.0,
2022-07-06,23:00:00,513.31,2111.09,2587.47,1465.31,0.0,0.0,
2022-07-06,23:59:00,562.61,2237.75,2698.09,1537.0,0.0,0.0,
2022-07-07,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-07,01:00:01,62.34,195.97,112.53,86.5,0.0,0.0,
2022-07-07,02:00:00,113.95,260.5,225.0,149.31,0.0,0.0,
2022-07-07,03:00:00,158.0,263.59,337.5,212.94,0.0,0.0,
2022-07-07,04:00:00,214.14,316.16,450.0,281.19,0.0,0.0,
2022-07-07,05:00:00,270.53,319.31,562.5,360.31,0.0,0.0,
2022-07-07,06:00:00,318.63,342.69,674.97,423.44,0.0,0.0,
2022-07-07,07:00:00,374.39,446.38,787.47,499.69,0.0,0.0,
2022-07-07,08:00:00,426.55,596.63,899.97,570.13,0.0,0.0,
2022-07-07,09:00:00,488.03,721.69,1012.47,661.0,0.0,0.0,
2022-07-07,10:00:00,493.16,794.75,1124.97,713.69,0.0,0.0,
2022-07-07,11:00:00,493.16,883.63,1237.47,794.13,0.0,0.0,
2022-07-07,12:00:00,493.16,1026.09,1349.97,874.94,0.0,0.0,
2022-07-07,13:00:00,493.16,1251.5,1462.47,967.69,0.0,0.0,
2022-07-07,14:00:00,547.52,1455.44,1574.97,1051.81,0.0,0.0,
2022-07-07,15:00:00,585.42,1673.22,1687.47,1097.19,0.0,0.0,
2022-07-07,16:00:00,632.36,1873.78,1799.97,1159.44,0.0,0.0,
2022-07-07,17:00:00,671.91,1974.84,1912.47,1210.44,0.0,0.0,
2022-07-07,18:00:01,718.42,2106.25,2024.97,1273.69,0.0,0.0,
2022-07-07,19:00:00,743.19,2153.09,2137.44,1323.63,0.0,0.0,
2022-07-07,20:00:00,743.19,2166.84,2249.94,1412.81,0.0,0.0,
2022-07-07,21:00:00,743.19,2187.75,2362.44,1469.0,0.0,0.0,
2022-07-07,22:00:00,743.19,2303.19,2474.94,1530.19,0.0,0.0,
2022-07-07,23:00:00,743.19,2376.59,2587.44,1598.31,0.0,0.0,
2022-07-07,23:59:00,743.19,2451.59,2698.06,1681.94,0.0,0.0,
2022-07-08,00:00:01,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-08,01:00:00,0.0,23.38,112.47,78.25,0.0,0.0,
2022-07-08,02:00:00,0.0,23.38,224.97,151.38,0.0,0.0,
2022-07-08,03:00:00,0.0,23.38,337.47,224.19,0.0,0.0,
2022-07-08,04:00:00,0.0,23.38,449.97,308.56,0.0,0.0,
2022-07-08,05:00:01,0.0,23.38,562.47,390.06,0.0,0.0,
2022-07-08,06:00:00,0.0,23.38,674.94,442.06,0.0,0.0,
2022-07-08,07:00:01,0.0,23.38,787.47,506.69,0.0,0.0,
2022-07-08,08:00:00,0.0,23.38,899.94,615.56,0.0,0.0,
2022-07-08,09:00:00,0.0,23.38,1012.44,699.25,0.0,0.0,
2022-07-08,10:00:00,0.0,183.56,1124.94,789.88,0.0,0.0,
2022-07-08,11:00:00,18.36,311.28,1237.44,849.19,0.0,0.0,
2022-07-08,12:00:00,54.48,369.13,1349.94,896.06,0.0,0.0,
2022-07-08,13:00:00,104.02,401.63,1462.44,961.06,0.0,0.0,
2022-07-08,14:00:00,142.78,542.41,1574.94,1013.06,0.0,0.0,
2022-07-08,15:00:00,174.14,730.41,1687.44,1061.69,0.0,0.0,
2022-07-08,16:00:00,208.05,851.91,1799.94,1103.69,0.0,0.0,
2022-07-08,17:00:01,243.95,859.88,1912.44,1148.06,0.0,0.0,
2022-07-08,18:00:01,267.86,930.66,2024.94,1178.75,0.0,0.0,
2022-07-08,19:00:00,303.59,1101.0,2137.41,1224.56,0.0,0.0,
2022-07-08,20:00:00,340.3,1206.69,2249.91,1272.06,0.0,0.0,
2022-07-08,21:00:00,375.38,1229.59,2362.41,1316.75,0.0,0.0,
2022-07-08,22:00:00,403.11,1418.63,2474.91,1357.5,0.0,0.0,
2022-07-08,23:00:00,433.75,1551.09,2587.41,1392.38,0.0,0.0,
2022-07-08,23:59:00,457.64,1553.31,2698.03,1421.56,0.0,0.0,
2022-07-09,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-09,01:00:00,23.27,0.0,112.5,29.31,0.0,0.0,
2022-07-09,02:00:00,58.53,0.0,225.0,74.31,0.0,0.0,
2022-07-09,03:00:00,83.08,0.0,337.5,108.44,0.0,0.0,
2022-07-09,04:00:01,117.84,69.47,450.0,150.44,0.0,0.0,
2022-07-09,05:00:01,153.72,182.31,562.5,198.5,0.0,0.0,
2022-07-09,06:00:00,201.59,182.31,674.97,258.19,0.0,0.0,
2022-07-09,07:00:00,237.11,241.97,787.47,303.5,0.0,0.0,
2022-07-09,08:00:00,262.41,247.56,899.97,339.44,0.0,0.0,
2022-07-09,09:00:00,295.8,278.22,1012.47,378.19,0.0,0.0,
2022-07-09,10:00:00,332.2,289.03,1124.97,425.5,0.0,0.0,
2022-07-09,11:00:00,366.89,462.0,1237.47,472.5,0.0,0.0,
2022-07-09,12:00:00,431.59,563.41,1349.97,586.81,0.0,0.0,
2022-07-09,13:00:00,471.63,734.75,1462.47,639.19,0.0,0.0,
2022-07-09,14:00:00,512.22,912.47,1574.97,695.19,0.0,0.0,
2022-07-09,15:00:00,549.2,1104.0,1687.47,743.63,0.0,0.0,
2022-07-09,16:00:00,588.33,1228.22,1799.97,796.94,0.0,0.0,
2022-07-09,17:00:00,611.97,1361.5,1912.44,827.13,0.0,0.0,
2022-07-09,18:00:00,647.81,1496.94,2024.94,873.63,0.0,0.0,
2022-07-09,19:00:00,683.89,1621.88,2137.44,920.13,0.0,0.0,
2022-07-09,20:00:00,719.64,1778.28,2249.94,966.19,0.0,0.0,
2022-07-09,21:00:00,753.02,1926.44,2362.44,1014.94,0.0,0.0,
2022-07-09,22:00:00,780.27,2141.53,2474.94,1044.63,0.0,0.0,
2022-07-09,23:00:00,829.72,2348.53,2587.44,1109.31,0.0,0.0,
2022-07-09,23:59:00,853.31,2510.66,2698.06,1139.5,0.0,0.0,
2022-07-10,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-10,01:00:00,52.64,208.38,112.5,71.19,0.0,0.0,
2022-07-10,02:00:00,108.27,399.44,225.0,148.69,0.0,0.0,
2022-07-10,03:00:00,153.02,483.09,337.5,201.38,0.0,0.0,
2022-07-10,04:00:00,202.09,524.09,449.97,267.0,0.0,0.0,
2022-07-10,05:00:00,250.45,577.81,562.47,328.13,0.0,0.0,
2022-07-10,06:00:00,300.83,642.13,674.97,394.69,0.0,0.0,
2022-07-10,07:00:00,364.92,661.47,787.47,480.0,0.0,0.0,
2022-07-10,08:00:00,379.86,797.97,899.97,544.63,0.0,0.0,
2022-07-10,09:00:01,379.86,1015.31,1012.5,591.88,0.0,0.0,
2022-07-10,10:00:00,379.86,1163.25,1124.97,655.63,0.0,0.0,
2022-07-10,11:00:00,379.86,1245.72,1237.47,720.19,0.0,0.0,
2022-07-10,12:00:01,379.86,1273.09,1350.0,767.38,0.0,0.0,
2022-07-10,13:00:00,379.86,1332.13,1462.47,836.19,0.0,0.0,
2022-07-10,14:00:01,379.86,1430.34,1574.97,903.63,0.0,0.0,
2022-07-10,15:00:00,379.86,1539.56,1687.47,970.0,0.0,0.0,
2022-07-10,16:00:00,379.86,1647.75,1799.94,1039.13,0.0,0.0,
2022-07-10,17:00:00,439.33,1715.78,1912.44,1142.38,0.0,0.0,
2022-07-10,18:00:00,494.7,1774.19,2024.94,1219.63,0.0,0.0,
2022-07-10,19:00:00,541.47,1832.66,2137.44,1277.0,0.0,0.0,
2022-07-10,20:00:00,578.08,1861.53,2249.94,1324.38,0.0,0.0,
2022-07-10,21:00:00,629.3,1913.28,2362.44,1392.81,0.0,0.0,
2022-07-10,22:00:00,678.38,2097.44,2474.94,1457.38,0.0,0.0,
2022-07-10,23:00:01,744.45,2273.97,2587.47,1545.88,0.0,0.0,
2022-07-10,23:59:00,795.16,2410.0,2698.03,1614.31,0.0,0.0,
2022-07-11,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-11,01:00:00,52.77,136.09,112.5,72.19,0.0,0.0,
2022-07-11,02:00:00,103.25,228.16,225.0,140.81,0.0,0.0,
2022-07-11,03:00:00,138.63,338.28,337.47,187.19,0.0,0.0,
2022-07-11,04:00:00,194.41,472.88,449.97,265.5,0.0,0.0,
2022-07-11,05:00:00,244.03,642.88,562.47,331.31,0.0,0.0,
2022-07-11,06:00:00,298.34,830.0,674.97,407.88,0.0,0.0,
2022-07-11,07:00:01,345.97,931.09,787.5,466.69,0.0,0.0,
2022-07-11,08:00:00,358.08,1027.03,899.97,531.88,0.0,0.0,
2022-07-11,09:00:00,358.08,1175.69,1012.47,600.31,0.0,0.0,
2022-07-11,10:00:00,358.08,1222.63,1124.97,675.38,0.0,0.0,
2022-07-11,11:00:00,358.08,1377.5,1237.47,743.06,0.0,0.0,
2022-07-11,12:00:00,358.08,1568.25,1349.97,794.56,0.0,0.0,
2022-07-11,13:00:00,358.08,1703.28,1462.47,859.69,0.0,0.0,
2022-07-11,14:00:00,358.08,1845.47,1574.97,905.69,0.0,0.0,
2022-07-11,15:00:00,358.08,1972.22,1687.44,952.5,0.0,0.0,
2022-07-11,16:00:00,358.08,2137.34,1799.94,1018.88,0.0,0.0,
2022-07-11,17:00:00,358.08,2158.75,1912.44,1073.0,0.0,0.0,
2022-07-11,18:00:01,388.45,2158.75,2024.97,1132.5,0.0,0.0,
2022-07-11,19:00:00,429.5,2158.75,2137.44,1191.69,0.0,0.0,
2022-07-11,20:00:00,486.02,2158.75,2249.94,1264.81,0.0,0.0,
2022-07-11,21:00:00,524.78,2160.28,2362.44,1311.88,0.0,0.0,
2022-07-11,22:00:00,574.5,2186.25,2474.94,1377.0,0.0,0.0,
2022-07-11,23:00:01,622.48,2304.63,2587.47,1444.5,0.0,0.0,
2022-07-11,23:59:00,662.69,2428.38,2698.06,1493.0,0.0,0.0,
2022-07-12,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-12,01:00:00,72.05,160.25,112.5,99.81,0.0,0.0,
2022-07-12,02:00:00,126.11,307.78,224.97,174.0,0.0,0.0,
2022-07-12,03:00:01,179.56,521.59,337.5,246.94,0.0,0.0,
2022-07-12,04:00:00,217.58,692.59,449.97,298.81,0.0,0.0,
2022-07-12,05:00:00,270.45,785.56,562.47,369.0,0.0,0.0,
2022-07-12,06:00:00,321.7,954.34,674.97,436.94,0.0,0.0,
2022-07-12,07:00:00,364.27,1074.44,787.47,498.63,0.0,0.0,
2022-07-12,08:00:00,410.58,1241.13,899.97,554.44,0.0,0.0,
2022-07-12,09:00:00,454.11,1430.25,1012.47,618.44,0.0,0.0,
2022-07-12,10:00:00,499.25,1611.66,1124.97,672.13,0.0,0.0,
2022-07-12,11:00:00,536.75,1758.81,1237.47,723.44,0.0,0.0,
2022-07-12,12:00:00,584.97,1831.97,1349.97,783.5,0.0,0.0,
2022-07-12,13:00:01,644.22,1947.06,1462.5,870.44,0.0,0.0,
2022-07-12,14:00:01,702.47,2078.69,1575.0,941.5,0.0,0.0,
2022-07-12,15:00:00,755.75,2168.66,1687.44,1013.94,0.0,0.0,
2022-07-12,16:00:00,758.02,2172.63,1799.94,1092.31,0.0,0.0,
2022-07-12,17:00:00,758.02,2172.63,1912.44,1153.0,0.0,0.0,
2022-07-12,18:00:00,758.02,2177.66,2024.97,1218.94,0.0,0.0,
2022-07-12,19:00:00,758.02,2177.72,2137.44,1264.5,0.0,0.0,
2022-07-12,20:00:00,758.02,2183.06,2249.94,1314.31,0.0,0.0,
2022-07-12,21:00:00,758.02,2188.09,2362.28,1409.0,0.0,0.0,
2022-07-12,22:00:00,758.02,2189.5,2474.75,1474.94,0.0,0.0,
2022-07-12,23:00:01,758.02,2198.91,2587.34,1538.19,0.0,0.0,
2022-07-12,23:59:00,758.02,2218.87,2697.88,1625.31,0.0,0.0,
2022-07-13,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-13,01:00:00,0.0,41.13,112.5,74.75,0.0,0.0,
2022-07-13,02:00:00,0.0,42.81,225.0,143.44,0.0,0.0,
2022-07-13,03:00:00,0.0,150.28,337.5,219.5,0.0,0.0,
2022-07-13,04:00:00,0.0,285.63,450.0,272.94,0.0,0.0,
2022-07-13,05:00:00,0.0,301.09,562.5,362.5,0.0,0.0,
2022-07-13,06:00:01,17.34,460.22,675.06,439.5,0.0,0.0,
2022-07-13,07:00:00,70.72,658.13,787.5,512.5,0.0,0.0,
2022-07-13,08:00:00,131.28,829.75,900.0,602.31,0.0,0.0,
2022-07-13,09:00:00,200.33,986.19,1012.56,693.63,0.0,0.0,
2022-07-13,10:00:01,245.75,1188.13,1125.06,755.25,0.0,0.0,
2022-07-13,11:00:00,301.06,1362.16,1237.56,820.25,0.0,0.0,
2022-07-13,12:00:00,343.53,1548.75,1349.97,881.75,0.0,0.0,
2022-07-13,13:00:00,400.25,1699.63,1462.56,949.25,0.0,0.0,
2022-07-13,14:00:00,448.83,1750.56,1575.03,1011.75,0.0,0.0,
2022-07-13,15:00:00,496.67,1847.47,1687.53,1084.5,0.0,0.0,
2022-07-13,17:00:00,623.27,2182.03,1912.5,1253.75,0.0,0.0,
2022-07-13,18:00:00,679.78,2184.66,2025.03,1328.5,0.0,0.0,
2022-07-13,19:00:00,719.58,2184.66,2137.47,1384.5,0.0,0.0,
2022-07-13,20:00:00,785.23,2184.66,2250.03,1473.63,0.0,0.0,
2022-07-13,21:00:00,829.25,2195.78,2362.53,1535.94,0.0,0.0,
2022-07-13,22:00:00,874.19,2205.62,2475.0,1604.63,0.0,0.0,
2022-07-13,23:00:00,874.19,2206.81,2587.5,1674.0,0.0,0.0,
2022-07-14,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-14,01:00:00,0.0,41.66,112.5,72.44,0.0,0.0,
2022-07-14,02:00:00,0.0,179.19,224.97,150.69,0.0,0.0,
2022-07-14,03:00:00,0.0,364.28,337.47,236.13,0.0,0.0,
2022-07-14,04:00:00,0.0,394.16,449.97,329.44,0.0,0.0,
2022-07-14,05:00:00,0.0,602.5,562.47,432.44,0.0,0.0,
2022-07-14,06:00:00,32.88,767.78,674.97,503.63,0.0,0.0,
2022-07-14,07:00:00,87.13,910.25,787.47,578.44,0.0,0.0,
2022-07-14,08:00:00,138.69,1094.94,899.97,647.5,0.0,0.0,
2022-07-14,09:00:00,193.86,1169.81,1012.5,726.5,0.0,0.0,
2022-07-14,10:00:00,208.75,1231.84,1125.0,784.63,0.0,0.0,
2022-07-14,11:00:00,208.75,1433.06,1237.5,852.0,0.0,0.0,
2022-07-14,12:00:00,208.75,1604.59,1349.97,918.13,0.0,0.0,
2022-07-14,13:00:00,230.67,1741.0,1462.47,983.44,0.0,0.0,
2022-07-14,14:00:00,288.88,1869.19,1575.0,1061.94,0.0,0.0,
2022-07-14,15:00:00,352.97,1972.66,1672.19,1157.19,0.0,0.0,
2022-07-14,16:00:00,376.05,2022.94,1784.69,1186.5,0.0,0.0,
2022-07-14,17:00:00,400.86,2179.22,1897.19,1267.63,0.0,0.0,
2022-07-14,18:00:00,400.86,2374.09,2009.69,1348.13,0.0,0.0,
2022-07-14,19:00:00,400.86,2561.28,2122.19,1424.0,0.0,0.0,
2022-07-14,20:00:00,400.86,2611.78,2234.69,1489.81,0.0,0.0,
2022-07-14,21:00:00,400.86,2611.78,2347.19,1563.81,0.0,0.0,
2022-07-14,22:00:00,400.86,2611.78,2459.69,1651.19,0.0,0.0,
2022-07-14,23:00:00,400.86,2612.28,2572.19,1719.44,0.0,0.0,
2022-07-14,23:59:00,400.86,2612.72,2682.81,1795.19,0.0,0.0,
2022-07-15,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,
2022-07-15,01:00:00,0.0,46.88,112.5,66.63,0.0,0.0,
2022-07-15,02:00:00,0.0,46.88,224.97,143.13,0.0,0.0,
2022-07-15,03:00:00,0.0,49.91,337.47,218.0,0.0,0.0,
